"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TRUJILLO (000)",334868,649006,612977,,11568,94.4,1.8
"De 12 a 14 años (001)",24444,138,122,,23,88.4,16.7
"De 15 a 19 años (002)",43652,4307,4188,1172,97.2,27.2,
"De 20 a 24 años (003)",41937,21244,20942,2791,98.6,13.1,
"De 25 a 29 años (004)",36958,38543,37977,2876,98.5,7.5,
"De 30 a 34 años (005)",32901,54174,53237,2537,98.3,4.7,
"De 35 a 39 años (006)",29190,64407,63100,1536,98,2.4,
"De 40 a 44 años (007)",26398,69987,68054,552,97.2,0.8,
"De 45 a 49 años (008)",22716,68967,66436,78,96.3,0.1,
"De 50 y más años (009)",76672,327239,298921,3,91.3,,
"Conviviente (010)",78361,189636,182339,6939,96.2,3.7,
"De 12 a 14 años (011)",241,65,56,13,86.2,20,
"De 15 a 19 años (012)",4440,2854,2766,814,96.9,28.5,
"De 20 a 24 años (013)",12920,14133,13922,1911,98.5,13.5,
"De 25 a 29 años (014)",14576,23473,23110,1803,98.5,7.7,
"De 30 a 34 años (015)",12923,27657,27154,1367,98.2,4.9,
"De 35 a 39 años (016)",10313,28168,27541,760,97.8,2.7,
"De 40 a 44 años (017)",7741,25299,24500,238,96.8,0.9,
"De 45 a 49 años (018)",5509,21121,20250,32,95.9,0.2,
"De 50 y más años (019)",9698,46866,43040,1,91.8,,
"Separado(a) (020)",18578,51271,48706,552,95,1.1,
"De 12 a 14 años (021)",22,7,7,2,100,28.6,
"De 15 a 19 años (022)",469,396,394,88,99.5,22.2,
"De 20 a 24 años (023)",1401,1686,1670,166,99.1,9.8,
"De 25 a 29 años (024)",1949,2865,2822,122,98.5,4.3,
"De 30 a 34 años (025)",2208,4073,3993,96,98,2.4,
"De 35 a 39 años (026)",2296,5337,5207,53,97.6,1,
"De 40 a 44 años (027)",2215,6279,6087,22,96.9,0.4,
"De 45 a 49 años (028)",2003,6169,5912,3,95.8,,
"De 50 y más años (029)",6015,24459,22614,,92.5,,
"Casado(a) (030)",88697,284236,270229,3155,95.1,1.1,
"De 12 a 14 años (031)",27,16,12,,75,,
"De 15 a 19 años (032)",407,281,263,61,93.6,21.7,
"De 20 a 24 años (033)",2729,2821,2781,414,98.6,14.7,
"De 25 a 29 años (034)",6246,8670,8578,764,98.9,8.8,
