"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",1263,,,,240,573,216,208,26
"Superior no univ. completo (036)",2359,,,,,843,794,669,53
"Superior univ. incompleto (037)",1024,,,,223,489,154,138,20
"Superior univ. completo (038)",1569,,,,,384,500,619,66
"Hombres (040)",16206,887,2108,2555,2092,2688,2101,2946,829
"Sin nivel (041)",2122,887,282,83,42,95,142,300,291
"Educación inicial (042)",544,,510,5,18,5,6,,
"Primaria (043)",6162,,1316,1677,381,624,641,1163,360
"Secundaria (044)",4209,,,790,1487,920,429,530,53
"Superior no univ. incompleto (045)",620,,,,75,266,125,135,19
"Superior no univ. completo (046)",1131,,,,,365,392,337,37
"Superior univ. incompleto (047)",528,,,,89,249,85,90,15
"Superior univ. completo (048)",890,,,,,164,281,391,54
"Mujeres (050)",17935,894,2189,2453,2182,3138,2588,3515,976
"Sin nivel (051)",4559,894,319,80,122,373,608,1485,678
"Educación inicial (052)",549,,503,22,5,9,10,,
"Primaria (053)",6423,,1367,1579,491,834,875,1061,216
"Secundaria (054)",3358,,,772,1265,677,314,288,42
"Superior no univ. incompleto (055)",643,,,,165,307,91,73,7
"Superior no univ. completo (056)",1228,,,,,478,402,332,16
"Superior univ. incompleto (057)",496,,,,134,240,69,48,5
"Superior univ. completo (058)",679,,,,,220,219,228,12
,,,,,,,,,
"RURAL (060)",90565,6454,14469,14546,9493,13796,10807,15547,5453
"Sin nivel (061)",36154,6454,5533,1187,1611,3911,4616,8691,4151
"Educación inicial (062)",2724,,2353,241,23,74,33,,
"Primaria (063)",45576,,6583,11942,5533,8207,5580,6460,1271
"Secundaria (064)",5280,,,1176,2276,1170,371,267,20
"Superior no univ. incompleto (065)",200,,,,38,90,38,31,3
"Superior no univ. completo (066)",379,,,,,216,108,53,2
"Superior univ. incompleto (067)",93,,,,12,51,18,12,
"Superior univ. completo (068)",159,,,,,77,43,33,6
"Hombres (070)",44292,3277,7296,7339,4652,6611,5089,7507,2521
"Sin nivel (071)",13327,3277,2694,359,474,1026,1419,2649,1429
"Educación inicial (072)",1369,,1207,122,4,24,12,,
"Primaria (073)",25452,,3395,6158,2562,4482,3242,4546,1067
"Secundaria (074)",3644,,,700,1586,842,281,219,16
"Superior no univ. incompleto (075)",128,,,,22,45,29,29,3
"Superior no univ. completo (076)",210,,,,,109,65,35,1
"Superior univ. incompleto (077)",49,,,,4,29,8,8,
"Superior univ. completo (078)",113,,,,,54,33,21,5
"Mujeres (080)",46273,3177,7173,7207,4841,7185,5718,8040,2932
"Sin nivel (081)",22827,3177,2839,828,1137,2885,3197,6042,2722
"Educación inicial (082)",1355,,1146,119,19,50,21,,
"Primaria (083)",20124,,3188,5784,2971,3725,2338,1914,204
"Secundaria (084)",1636,,,476,690,328,90,48,4
"Superior no univ. incompleto (085)",72,,,,16,45,9,2,
"Superior no univ. completo (086)",169,,,,,107,43,18,1
"Superior univ. incompleto (087)",44,,,,8,22,10,4,
"Superior univ. completo (088)",46,,,,,23,10,12,1
