"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pesca (046)",51,19,,20,12,,,,
"Explotación de minas y canteras (047)",1,,,,,,,,1
"Industrias manufactureras (048)",387,32,,134,177,12,11,10,11
"Construcción (050)",13,,,5,6,,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1388,126,2,558,563,31,56,19,33
"Venta, mant.y rep. veh.autom.y motoc. (052)",20,,,7,9,2,1,,1
"Comercio al por mayor (053)",67,5,,23,29,1,4,2,3
"Comercio al por menor (054)",1301,121,2,528,525,28,51,17,29
"Hoteles y restaurantes (055)",225,27,,93,89,8,4,3,1
"Trans., almac. y comunicaciones (056)",26,,,1,18,2,2,,3
"Intermediación financiera (057)",14,1,,2,5,1,2,1,2
"Activid.inmobil., empres. y de alquiler (058)",31,2,,2,5,,3,1,18
"Admin.pub. y defensa; p. segur.soc.afil (059)",43,1,,3,8,2,11,6,12
"Enseñanza (060)",261,,,,8,19,103,10,121
"Servicios sociales y de salud (061)",57,,,,2,4,12,3,36
"Otras activ. serv.comun.soc y personales (062)",29,3,,4,9,5,5,2,1
"Hogares privados con servicio doméstico (063)",228,27,,80,111,6,2,,2
"Actividad economica no especificada (065)",201,57,,80,43,2,11,4,4
,,,,,,,,,
"URBANA (066)",6626,527,7,1929,2606,272,488,169,628
"Agric., ganadería, caza y silvicultura (067)",2228,346,4,875,880,28,36,19,40
"Pesca (068)",34,4,1,5,23,,,,1
"Explotación de minas y canteras (069)",2,,,,1,,,,1
"Industrias manufactureras (070)",579,10,,133,329,40,20,19,28
"Suministro de electricidad, gas y agua (071)",8,,,1,4,2,1,,
"Construcción (072)",211,11,,73,105,7,3,4,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1576,98,2,513,692,71,87,43,70
"Venta, mant.y rep. veh.autom.y motoc. (074)",79,,,20,38,7,8,3,3
"Comercio al por mayor (075)",86,4,,20,39,8,6,2,7
"Comercio al por menor (076)",1411,94,2,473,615,56,73,38,60
"Hoteles y restaurantes (077)",234,21,,89,99,12,5,5,3
"Trans., almac. y comunicaciones (078)",382,4,,107,209,19,17,7,19
"Intermediación financiera (079)",20,1,,2,7,1,4,,5
"Activid.inmobil., empres. y de alquiler (080)",112,2,,3,24,9,15,8,51
"Admin.pub. y defensa; p. segur.soc.afil (081)",215,,,13,59,22,45,21,55
"Enseñanza (082)",545,,,,22,33,201,24,265
"Servicios sociales y de salud (083)",101,,,1,2,6,26,6,60
"Otras activ. serv.comun.soc y personales (084)",77,2,,12,24,8,11,9,11
"Hogares privados con servicio doméstico (085)",153,19,,56,69,5,2,,2
"Actividad economica no especificada (087)",149,9,,46,57,9,15,4,9
"Hombres (088)",3661,112,1,943,1632,184,283,120,386
"Agric., ganadería, caza y silvicultura (089)",1216,72,,482,572,18,26,17,29
"Pesca (090)",24,2,1,3,17,,,,1
"Explotación de minas y canteras (091)",1,,,,1,,,,
"Industrias manufactureras (092)",362,5,,70,218,28,12,12,17
"Suministro de electricidad, gas y agua (093)",8,,,1,4,2,1,,
"Construcción (094)",200,11,,70,99,7,2,4,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",647,14,,146,333,46,41,29,38
"Venta, mant.y rep. veh.autom.y motoc. (096)",67,,,16,33,6,7,3,2
"Comercio al por mayor (097)",43,,,8,22,7,2,,4
"Comercio al por menor (098)",537,14,,122,278,33,32,26,32
"Hoteles y restaurantes (099)",62,1,,19,33,4,1,2,2
"Trans., almac. y comunicaciones (100)",362,4,,106,197,17,15,7,16
"Intermediación financiera (101)",7,,,,2,,2,,3
"Activid.inmobil., empres. y de alquiler (102)",87,,,2,21,9,12,7,36
"Admin.pub. y defensa; p. segur.soc.afil (103)",180,,,13,53,20,36,15,43
"Enseñanza (104)",305,,,,17,18,107,14,149
"Servicios sociales y de salud (105)",50,,,1,,4,14,3,28
"Otras activ. serv.comun.soc y personales (106)",58,,,10,20,4,7,7,10
"Hogares privados con servicio doméstico (107)",12,2,,2,8,,,,
"Actividad economica no especificada (109)",80,1,,18,37,7,7,3,7
"Mujeres (110)",2965,415,6,986,974,88,205,49,242
"Agric., ganadería, caza y silvicultura (111)",1012,274,4,393,308,10,10,2,11
"Pesca (112)",10,2,,2,6,,,,
"Explotación de minas y canteras (113)",1,,,,,,,,1
"Industrias manufactureras (114)",217,5,,63,111,12,8,7,11
"Construcción (116)",11,,,3,6,,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",929,84,2,367,359,25,46,14,32
"Venta, mant.y rep. veh.autom.y motoc. (118)",12,,,4,5,1,1,,1
"Comercio al por mayor (119)",43,4,,12,17,1,4,2,3
"Comercio al por menor (120)",874,80,2,351,337,23,41,12,28
"Hoteles y restaurantes (121)",172,20,,70,66,8,4,3,1
"Trans., almac. y comunicaciones (122)",20,,,1,12,2,2,,3
"Intermediación financiera (123)",13,1,,2,5,1,2,,2
"Activid.inmobil., empres. y de alquiler (124)",25,2,,1,3,,3,1,15
"Admin.pub. y defensa; p. segur.soc.afil (125)",35,,,,6,2,9,6,12
"Enseñanza (126)",240,,,,5,15,94,10,116
"Servicios sociales y de salud (127)",51,,,,2,2,12,3,32
"Otras activ. serv.comun.soc y personales (128)",19,2,,2,4,4,4,2,1
"Hogares privados con servicio doméstico (129)",141,17,,54,61,5,2,,2
"Actividad economica no especificada (131)",69,8,,28,20,2,8,1,2
,,,,,,,,,
"RURAL (132)",12392,2695,10,5240,3910,121,183,95,138
"Agric., ganadería, caza y silvicultura (133)",8984,2432,7,4122,2254,51,59,29,30
"Pesca (134)",179,23,,83,68,2,,3,
"Explotación de minas y canteras (135)",3,,,,3,,,,
"Industrias manufactureras (136)",668,43,1,177,409,12,14,6,6
"Suministro de electricidad, gas y agua (137)",2,,,,,,,,2
"Construcción (138)",668,37,1,318,297,6,5,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",912,72,1,294,487,18,21,11,8
"Venta, mant.y rep. veh.autom.y motoc. (140)",52,1,,13,30,4,4,,
"Comercio al por mayor (141)",49,3,,15,29,1,,1,
"Comercio al por menor (142)",811,68,1,266,428,13,17,10,8
"Hoteles y restaurantes (143)",71,9,,29,33,,,,
"Trans., almac. y comunicaciones (144)",293,5,,93,179,5,7,1,3
"Intermediación financiera (145)",2,,,,1,,,1,
"Activid.inmobil., empres. y de alquiler (146)",25,1,,4,9,2,3,,6
"Admin.pub. y defensa; p. segur.soc.afil (147)",118,2,,13,37,10,15,28,13
"Enseñanza (148)",142,,,,17,9,53,8,55
"Servicios sociales y de salud (149)",16,,,1,,2,2,1,10
"Otras activ. serv.comun.soc y personales (150)",35,1,,11,20,2,1,,
"Hogares privados con servicio doméstico (151)",90,11,,27,51,1,,,
"Actividad economica no especificada (153)",184,59,,68,45,1,3,3,5
"Hombres (154)",7182,806,5,3124,2817,93,142,76,119
"Agric., ganadería, caza y silvicultura (155)",4776,697,2,2395,1551,37,46,22,26
"Pesca (156)",138,6,,65,62,2,,3,
"Explotación de minas y canteras (157)",3,,,,3,,,,
"Industrias manufactureras (158)",498,16,1,106,343,12,11,3,6
"Suministro de electricidad, gas y agua (159)",2,,,,,,,,2
"Construcción (160)",666,37,1,316,297,6,5,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",453,30,1,103,283,12,11,6,7
"Venta, mant.y rep. veh.autom.y motoc. (162)",44,1,,10,26,3,4,,
"Comercio al por mayor (163)",25,2,,4,17,1,,1,
"Comercio al por menor (164)",384,27,1,89,240,8,7,5,7
"Hoteles y restaurantes (165)",18,2,,6,10,,,,
"Trans., almac. y comunicaciones (166)",287,5,,93,173,5,7,1,3
"Intermediación financiera (167)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (168)",19,1,,3,7,2,3,,3
"Admin.pub. y defensa; p. segur.soc.afil (169)",110,1,,10,35,10,13,28,13
"Enseñanza (170)",121,,,,14,5,44,8,50
"Servicios sociales y de salud (171)",10,,,1,,,2,1,6
"Otras activ. serv.comun.soc y personales (172)",25,,,9,15,1,,,
"Hogares privados con servicio doméstico (173)",3,1,,1,1,,,,
"Actividad economica no especificada (175)",52,10,,16,22,1,,,3
"Mujeres (176)",5210,1889,5,2116,1093,28,41,19,19
"Agric., ganadería, caza y silvicultura (177)",4208,1735,5,1727,703,14,13,7,4
"Pesca (178)",41,17,,18,6,,,,
"Industrias manufactureras (180)",170,27,,71,66,,3,3,
"Construcción (182)",2,,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",459,42,,191,204,6,10,5,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",8,,,3,4,1,,,
"Comercio al por mayor (185)",24,1,,11,12,,,,
"Comercio al por menor (186)",427,41,,177,188,5,10,5,1
"Hoteles y restaurantes (187)",53,7,,23,23,,,,
"Trans., almac. y comunicaciones (188)",6,,,,6,,,,
"Intermediación financiera (189)",1,,,,,,,1,
"Activid.inmobil., empres. y de alquiler (190)",6,,,1,2,,,,3
"Admin.pub. y defensa; p. segur.soc.afil (191)",8,1,,3,2,,2,,
"Enseñanza (192)",21,,,,3,4,9,,5
"Servicios sociales y de salud (193)",6,,,,,2,,,4
"Otras activ. serv.comun.soc y personales (194)",10,1,,2,5,1,1,,
"Hogares privados con servicio doméstico (195)",87,10,,26,50,1,,,
"Actividad economica no especificada (197)",132,49,,52,23,,3,3,2
