"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",153,3,39,57,44,10
"Secundaria (034)",273,3,173,76,21,
"Superior no univ. incompleta (035)",21,,11,7,3,
"Superior no univ. completa (036)",27,,18,9,,
"Superior univ. incompleta (037)",12,,4,5,3,
"Superior univ. completa (038)",17,,6,10,,1
"No PEA (040)",31162,12847,7819,4023,3524,2949
"Sin nivel (041)",4617,224,173,670,1487,2063
"Educación inicial (042)",610,584,19,7,,
"Primaria (043)",15303,9744,1342,2021,1491,705
"Secundaria (044)",9128,2295,5139,1128,434,132
"Superior no univ. incompleta (045)",628,,547,56,19,6
"Superior no univ. completa (046)",246,,151,58,22,15
"Superior univ. incompleta (047)",463,,393,39,28,3
"Superior univ. completa (048)",167,,55,44,43,25
,,,,,,
"URBANA (060)",17188,4569,4684,3636,2754,1545
"Sin nivel (061)",1552,76,60,206,491,719
"Educación inicial (062)",254,237,12,5,,
"Primaria (063)",6645,3307,518,1038,1131,651
"Secundaria (064)",6229,949,2835,1577,746,122
"Superior no univ. incompleta (065)",761,,455,206,94,6
"Superior no univ. completa (066)",663,,332,236,81,14
"Superior univ. incompleta (067)",554,,345,127,79,3
"Superior univ. completa (068)",530,,127,241,132,30
"PEA (070)",6602,175,1907,2330,1692,498
"Sin nivel (071)",420,5,23,71,177,144
"Educación inicial (072)",8,2,3,3,,
"Primaria (073)",1762,105,191,520,666,280
"Secundaria (074)",2789,63,1070,1062,542,52
"Superior no univ. incompleta (075)",461,,212,167,79,3
"Superior no univ. completa (076)",497,,229,198,66,4
"Superior univ. incompleta (077)",245,,87,101,55,2
"Superior univ. completa (078)",420,,92,208,107,13
"Ocupada (080)",6326,171,1794,2234,1644,483
"Sin nivel (081)",403,4,23,66,172,138
"Educación inicial (082)",8,2,3,3,,
"Primaria (083)",1682,104,174,491,641,272
"Secundaria (084)",2669,61,1002,1024,530,52
"Superior no univ. incompleta (085)",444,,204,161,76,3
"Superior no univ. completa (086)",479,,218,191,66,4
"Superior univ. incompleta (087)",233,,83,96,52,2
"Superior univ. completa (088)",408,,87,202,107,12
"Desocupada (090)",276,4,113,96,48,15
"Sin nivel (091)",17,1,,5,5,6
"Primaria (093)",80,1,17,29,25,8
"Secundaria (094)",120,2,68,38,12,
"Superior no univ. incompleta (095)",17,,8,6,3,
"Superior no univ. completa (096)",18,,11,7,,
"Superior univ. incompleta (097)",12,,4,5,3,
"Superior univ. completa (098)",12,,5,6,,1
"No PEA (100)",10586,4394,2777,1306,1062,1047
"Sin nivel (101)",1132,71,37,135,314,575
"Educación inicial (102)",246,235,9,2,,
"Primaria (103)",4883,3202,327,518,465,371
"Secundaria (104)",3440,886,1765,515,204,70
"Superior no univ. incompleta (105)",300,,243,39,15,3
"Superior no univ. completa (106)",166,,103,38,15,10
"Superior univ. incompleta (107)",309,,258,26,24,1
"Superior univ. completa (108)",110,,35,33,25,17
,,,,,,
"RURAL (120)",31174,8649,8013,6109,5439,2964
"Sin nivel (121)",5016,163,226,790,1814,2023
"Educación inicial (122)",371,354,11,6,,
"Primaria (123)",14831,6661,1791,3051,2558,770
"Secundaria (124)",9619,1471,5135,1972,905,136
"Superior no univ. incompleta (125)",538,,429,75,28,6
"Superior no univ. completa (126)",320,,181,101,31,7
"Superior univ. incompleta (127)",259,,175,43,35,6
"Superior univ. completa (128)",220,,65,71,68,16
"PEA (130)",10598,196,2971,3392,2977,1062
"Sin nivel (131)",1531,10,90,255,641,535
"Educación inicial (132)",7,5,1,1,,
"Primaria (133)",4411,119,776,1548,1532,436
"Secundaria (134)",3931,62,1761,1359,675,74
"Superior no univ. incompleta (135)",210,,125,58,24,3
"Superior no univ. completa (136)",240,,133,81,24,2
"Superior univ. incompleta (137)",105,,40,30,31,4
"Superior univ. completa (138)",163,,45,60,50,8
"Ocupada (140)",10331,193,2829,3312,2942,1055
"Sin nivel (141)",1508,10,86,248,634,530
"Educación inicial (142)",7,5,1,1,,
"Primaria (143)",4338,117,754,1520,1513,434
"Secundaria (144)",3778,61,1656,1321,666,74
"Superior no univ. incompleta (145)",206,,122,57,24,3
"Superior no univ. completa (146)",231,,126,79,24,2
"Superior univ. incompleta (147)",105,,40,30,31,4
"Superior univ. completa (148)",158,,44,56,50,8
"Desocupada (150)",267,3,142,80,35,7
"Sin nivel (151)",23,,4,7,7,5
"Primaria (153)",73,2,22,28,19,2
"Secundaria (154)",153,1,105,38,9,
"Superior no univ. incompleta (155)",4,,3,1,,
"Superior no univ. completa (156)",9,,7,2,,
"Superior univ. completa (158)",5,,1,4,,
"No PEA (160)",20576,8453,5042,2717,2462,1902
"Sin nivel (161)",3485,153,136,535,1173,1488
"Educación inicial (162)",364,349,10,5,,
"Primaria (163)",10420,6542,1015,1503,1026,334
"Secundaria (164)",5688,1409,3374,613,230,62
"Superior no univ. incompleta (165)",328,,304,17,4,3
"Superior no univ. completa (166)",80,,48,20,7,5
"Superior univ. incompleta (167)",154,,135,13,4,2
"Superior univ. completa (168)",57,,20,11,18,8
