"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ASCOPE (000)",33114,311,1330,3074,4383,6567,9466,7983
"De 12 a 14 años (001)",41,,,,,,6,35
"De 15 a 19 años (002)",757,,,,,,433,324
"De 20 a 24 años (003)",2925,,,,,18,1734,1173
"De 25 a 29 años (004)",3623,,,,,216,2247,1160
"De 30 a 34 años (005)",3677,,,,,731,2044,902
"De 35 a 39 años (006)",3716,,,,59,1232,1625,800
"De 40 a 44 años (007)",3681,,,,320,1634,1012,715
"De 45 a 49 años (008)",3211,,,29,749,1493,312,628
"De 50 y más años (009)",11483,311,1330,3045,3255,1243,53,2246
"Conviviente (010)",10170,9,47,195,670,2004,5042,2203
"De 12 a 14 años (011)",29,,,,,,5,24
"De 15 a 19 años (012)",577,,,,,,336,241
"De 20 a 24 años (013)",1674,,,,,8,1193,473
"De 25 a 29 años (014)",1895,,,,,125,1352,418
"De 30 a 34 años (015)",1626,,,,,326,998,302
"De 35 a 39 años (016)",1364,,,,12,436,692,224
"De 40 a 44 años (017)",1012,,,,86,436,337,153
"De 45 a 49 años (018)",776,,,4,129,399,114,130
"De 50 y más años (019)",1217,9,47,191,443,274,15,238
"Separado(a) (020)",2157,8,52,175,303,554,551,514
"De 15 a 19 años (022)",52,,,,,,28,24
"De 20 a 24 años (023)",196,,,,,4,127,65
"De 25 a 29 años (024)",228,,,,,22,146,60
"De 30 a 34 años (025)",256,,,,,85,112,59
"De 35 a 39 años (026)",278,,,,10,121,76,71
"De 40 a 44 años (027)",285,,,,37,141,43,64
"De 45 a 49 años (028)",238,,,2,67,112,14,43
"De 50 y más años (029)",624,8,52,173,189,69,5,128
"Casado(a) (030)",14092,64,609,1755,2722,3423,3190,2329
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",46,,,,,,19,27
"De 20 a 24 años (033)",358,,,,,3,253,102
"De 25 a 29 años (034)",811,,,,,38,573,200
"De 30 a 34 años (035)",1294,,,,,247,809,238
"De 35 a 39 años (036)",1611,,,,25,552,777,257
"De 40 a 44 años (037)",1940,,,,169,922,573,276
"De 45 a 49 años (038)",1735,,,18,453,854,159,251
"De 50 y más años (039)",6295,64,609,1737,2075,807,27,976
"Viudo(a) (040)",3023,223,591,867,489,193,69,591
"De 15 a 19 años (042)",1,,,,,,,1
"De 20 a 24 años (043)",11,,,,,,8,3
"De 25 a 29 años (044)",17,,,,,4,9,4
"De 30 a 34 años (045)",20,,,,,4,11,5
"De 35 a 39 años (046)",50,,,,1,21,18,10
"De 40 a 44 años (047)",71,,,,8,44,11,8
"De 45 a 49 años (048)",138,,,1,40,61,10,26
