"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHINCHEROS (000)",51583,51013,375,195
"Hombres (001)",25701,25447,147,107
"Mujeres (002)",25882,25566,228,88
"Menores de 1 año (003)",1056,907,87,62
"Hombres (004)",544,464,48,32
"Mujeres (005)",512,443,39,30
"De 1 a 5 años (006)",6361,6113,122,126
"Hombres (007)",3246,3118,55,73
"Mujeres (008)",3115,2995,67,53
"De 6 a 14 años (009)",12844,12840,2,2
"Hombres (010)",6537,6536,,1
"Mujeres (011)",6307,6304,2,1
"De 15 a 29 años (012)",11548,11543,5,
"Hombres (013)",5752,5751,1,
"Mujeres (014)",5796,5792,4,
"De 30 a 44 años (015)",8667,8655,11,1
"Hombres (016)",4228,4225,3,
"Mujeres (017)",4439,4430,8,1
"De 45 a 64 años (018)",6885,6861,23,1
"Hombres (019)",3383,3375,7,1
"Mujeres (020)",3502,3486,16,
"De 65 a más años (021)",4222,4094,125,3
"Hombres (022)",2011,1978,33,
"Mujeres (023)",2211,2116,92,3
,,,,
"URBANA (024)",16592,16429,94,69
"Hombres (025)",8223,8142,37,44
"Mujeres (026)",8369,8287,57,25
"Menores de 1 año (027)",321,276,25,20
"Hombres (028)",164,136,14,14
"Mujeres (029)",157,140,11,6
"De 1 a 5 años (030)",1949,1864,38,47
"Hombres (031)",997,952,16,29
"Mujeres (032)",952,912,22,18
"De 6 a 14 años (033)",4075,4073,1,1
"Hombres (034)",2022,2021,,1
"Mujeres (035)",2053,2052,1,
"De 15 a 29 años (036)",3708,3707,1,
"Hombres (037)",1801,1800,1,
"Mujeres (038)",1907,1907,,
"De 30 a 44 años (039)",3312,3309,2,1
"Hombres (040)",1634,1634,,
"Mujeres (041)",1678,1675,2,1
"De 45 a 64 años (042)",2152,2149,3,
"Hombres (043)",1098,1096,2,
"Mujeres (044)",1054,1053,1,
"De 65 a más años (045)",1075,1051,24,
"Hombres (046)",507,503,4,
"Mujeres (047)",568,548,20,
,,,,
"RURAL (048)",34991,34584,281,126
"Hombres (049)",17478,17305,110,63
"Mujeres (050)",17513,17279,171,63
"Menores de 1 año (051)",735,631,62,42
"Hombres (052)",380,328,34,18
"Mujeres (053)",355,303,28,24
"De 1 a 5 años (054)",4412,4249,84,79
"Hombres (055)",2249,2166,39,44
"Mujeres (056)",2163,2083,45,35
"De 6 a 14 años (057)",8769,8767,1,1
"Hombres (058)",4515,4515,,
"Mujeres (059)",4254,4252,1,1
"De 15 a 29 años (060)",7840,7836,4,
"Hombres (061)",3951,3951,,
"Mujeres (062)",3889,3885,4,
"De 30 a 44 años (063)",5355,5346,9,
"Hombres (064)",2594,2591,3,
"Mujeres (065)",2761,2755,6,
"De 45 a 64 años (066)",4733,4712,20,1
"Hombres (067)",2285,2279,5,1
"Mujeres (068)",2448,2433,15,
"De 65 a más años (069)",3147,3043,101,3
"Hombres (070)",1504,1475,29,
"Mujeres (071)",1643,1568,72,3
