"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ANTABAMBA (000)",12267,12065,141,61
"Hombres (001)",6272,6210,36,26
"Mujeres (002)",5995,5855,105,35
"Menores de 1 año (003)",266,237,19,10
"Hombres (004)",135,124,7,4
"Mujeres (005)",131,113,12,6
"De 1 a 5 años (006)",1495,1437,16,42
"Hombres (007)",796,770,10,16
"Mujeres (008)",699,667,6,26
"De 6 a 14 años (009)",2731,2728,2,1
"Hombres (010)",1432,1430,1,1
"Mujeres (011)",1299,1298,1,
"De 15 a 29 años (012)",2333,2330,2,1
"Hombres (013)",1209,1207,1,1
"Mujeres (014)",1124,1123,1,
"De 30 a 44 años (015)",2105,2100,4,1
"Hombres (016)",1108,1106,2,
"Mujeres (017)",997,994,2,1
"De 45 a 64 años (018)",1986,1973,11,2
"Hombres (019)",980,975,3,2
"Mujeres (020)",1006,998,8,
"De 65 a más años (021)",1351,1260,87,4
"Hombres (022)",612,598,12,2
"Mujeres (023)",739,662,75,2
,,,,
"URBANA (024)",8616,8496,87,33
"Hombres (025)",4340,4306,21,13
"Mujeres (026)",4276,4190,66,20
"Menores de 1 año (027)",173,154,15,4
"Hombres (028)",81,74,7,
"Mujeres (029)",92,80,8,4
"De 1 a 5 años (030)",998,965,8,25
"Hombres (031)",551,534,6,11
"Mujeres (032)",447,431,2,14
"De 6 a 14 años (033)",2062,2061,1,
"Hombres (034)",1066,1066,,
"Mujeres (035)",996,995,1,
"De 15 a 29 años (036)",1696,1695,1,
"Hombres (037)",887,887,,
"Mujeres (038)",809,808,1,
"De 30 a 44 años (039)",1457,1455,1,1
"Hombres (040)",726,725,1,
"Mujeres (041)",731,730,,1
"De 45 a 64 años (042)",1348,1340,7,1
"Hombres (043)",652,650,1,1
"Mujeres (044)",696,690,6,
"De 65 a más años (045)",882,826,54,2
"Hombres (046)",377,370,6,1
"Mujeres (047)",505,456,48,1
,,,,
"RURAL (048)",3651,3569,54,28
"Hombres (049)",1932,1904,15,13
"Mujeres (050)",1719,1665,39,15
"Menores de 1 año (051)",93,83,4,6
"Hombres (052)",54,50,,4
"Mujeres (053)",39,33,4,2
"De 1 a 5 años (054)",497,472,8,17
"Hombres (055)",245,236,4,5
"Mujeres (056)",252,236,4,12
"De 6 a 14 años (057)",669,667,1,1
"Hombres (058)",366,364,1,1
"Mujeres (059)",303,303,,
"De 15 a 29 años (060)",637,635,1,1
"Hombres (061)",322,320,1,1
"Mujeres (062)",315,315,,
"De 30 a 44 años (063)",648,645,3,
"Hombres (064)",382,381,1,
"Mujeres (065)",266,264,2,
"De 45 a 64 años (066)",638,633,4,1
"Hombres (067)",328,325,2,1
"Mujeres (068)",310,308,2,
"De 65 a más años (069)",469,434,33,2
"Hombres (070)",235,228,6,1
"Mujeres (071)",234,206,27,1
