"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",1402,581,6,599,157,17,29,4,9
"Explotación de minas y canteras (047)",4,,,,1,1,2,,
"Industrias manufactureras (048)",92,9,,23,36,4,16,2,2
"Construcción (050)",31,4,,10,6,2,4,1,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",787,144,2,315,174,36,82,11,23
"Venta, mant.y rep. veh.autom.y motoc. (052)",17,1,,1,9,4,2,,
"Comercio al por mayor (053)",15,4,,3,4,,1,2,1
"Comercio al por menor (054)",755,139,2,311,161,32,79,9,22
"Hoteles y restaurantes (055)",273,36,,108,85,13,19,4,8
"Trans., almac. y comunicaciones (056)",31,,,2,10,3,10,2,4
"Intermediación financiera (057)",2,,,,,,1,,1
"Activid.inmobil., empres. y de alquiler (058)",39,,,,4,4,15,3,13
"Admin.pub. y defensa; p. segur.soc.afil (059)",119,6,,11,25,11,32,10,24
"Enseñanza (060)",449,2,,1,9,32,288,22,95
"Servicios sociales y de salud (061)",106,,,3,10,6,45,4,38
"Otras activ. serv.comun.soc y personales (062)",68,10,,11,21,5,13,2,6
"Hogares privados con servicio doméstico (063)",245,67,,95,53,13,12,2,3
"Actividad economica no especificada (065)",161,54,,65,21,7,9,2,3
,,,,,,,,,
"URBANA (066)",5065,441,11,1369,1293,318,959,163,511
"Agric., ganadería, caza y silvicultura (067)",1471,247,5,642,371,53,86,20,47
"Explotación de minas y canteras (069)",104,2,1,28,33,15,7,7,11
"Industrias manufactureras (070)",227,12,1,56,75,21,43,8,11
"Suministro de electricidad, gas y agua (071)",3,,,,1,,2,,
"Construcción (072)",274,13,1,72,106,17,33,10,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",811,64,1,257,260,56,112,24,37
"Venta, mant.y rep. veh.autom.y motoc. (074)",78,1,,8,32,11,15,4,7
"Comercio al por mayor (075)",15,,,5,4,1,2,2,1
"Comercio al por menor (076)",718,63,1,244,224,44,95,18,29
"Hoteles y restaurantes (077)",269,23,,108,88,14,22,5,9
"Trans., almac. y comunicaciones (078)",336,9,1,61,155,32,51,12,15
"Intermediación financiera (079)",5,,,,,1,1,1,2
"Activid.inmobil., empres. y de alquiler (080)",107,1,,2,28,6,26,5,39
"Admin.pub. y defensa; p. segur.soc.afil (081)",236,6,,18,52,14,66,22,58
"Enseñanza (082)",691,1,,1,20,43,406,36,184
"Servicios sociales y de salud (083)",134,,,3,14,8,50,5,54
"Otras activ. serv.comun.soc y personales (084)",143,9,1,27,38,19,29,6,14
"Hogares privados con servicio doméstico (085)",160,43,,58,34,10,13,1,1
"Actividad economica no especificada (087)",94,11,,36,18,9,12,1,7
"Hombres (088)",3132,197,10,862,934,195,510,109,315
"Agric., ganadería, caza y silvicultura (089)",1167,153,5,520,318,43,69,18,41
"Explotación de minas y canteras (091)",100,2,1,28,32,14,5,7,11
"Industrias manufactureras (092)",177,7,1,42,64,19,28,6,10
"Suministro de electricidad, gas y agua (093)",3,,,,1,,2,,
"Construcción (094)",254,10,1,69,102,16,29,9,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",337,9,,86,135,26,51,15,15
"Venta, mant.y rep. veh.autom.y motoc. (096)",64,1,,7,25,7,13,4,7
"Comercio al por mayor (097)",7,,,2,3,1,1,,
"Comercio al por menor (098)",266,8,,77,107,18,37,11,8
"Hoteles y restaurantes (099)",56,,,19,27,2,6,1,1
"Trans., almac. y comunicaciones (100)",314,9,1,59,147,29,46,10,13
"Intermediación financiera (101)",3,,,,,1,,1,1
"Activid.inmobil., empres. y de alquiler (102)",76,1,,2,24,3,15,3,28
"Admin.pub. y defensa; p. segur.soc.afil (103)",150,2,,11,37,5,43,14,38
"Enseñanza (104)",332,,,,12,17,180,18,105
"Servicios sociales y de salud (105)",47,,,,5,4,15,2,21
"Otras activ. serv.comun.soc y personales (106)",88,3,1,17,22,14,17,5,9
"Hogares privados con servicio doméstico (107)",5,,,3,1,,1,,
"Actividad economica no especificada (109)",23,1,,6,7,2,3,,4
"Mujeres (110)",1933,244,1,507,359,123,449,54,196
"Agric., ganadería, caza y silvicultura (111)",304,94,,122,53,10,17,2,6
"Explotación de minas y canteras (113)",4,,,,1,1,2,,
"Industrias manufactureras (114)",50,5,,14,11,2,15,2,1
"Construcción (116)",20,3,,3,4,1,4,1,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",474,55,1,171,125,30,61,9,22
"Venta, mant.y rep. veh.autom.y motoc. (118)",14,,,1,7,4,2,,
"Comercio al por mayor (119)",8,,,3,1,,1,2,1
"Comercio al por menor (120)",452,55,1,167,117,26,58,7,21
"Hoteles y restaurantes (121)",213,23,,89,61,12,16,4,8
"Trans., almac. y comunicaciones (122)",22,,,2,8,3,5,2,2
"Intermediación financiera (123)",2,,,,,,1,,1
"Activid.inmobil., empres. y de alquiler (124)",31,,,,4,3,11,2,11
"Admin.pub. y defensa; p. segur.soc.afil (125)",86,4,,7,15,9,23,8,20
"Enseñanza (126)",359,1,,1,8,26,226,18,79
"Servicios sociales y de salud (127)",87,,,3,9,4,35,3,33
"Otras activ. serv.comun.soc y personales (128)",55,6,,10,16,5,12,1,5
"Hogares privados con servicio doméstico (129)",155,43,,55,33,10,12,1,1
"Actividad economica no especificada (131)",71,10,,30,11,7,9,1,3
,,,,,,,,,
"RURAL (132)",11581,2597,27,6160,1971,179,438,50,159
"Agric., ganadería, caza y silvicultura (133)",9456,2314,26,5422,1428,85,117,19,45
"Pesca (134)",2,,,,1,,,,1
"Explotación de minas y canteras (135)",163,16,,84,52,7,1,1,2
"Industrias manufactureras (136)",152,21,,48,57,8,14,2,2
"Suministro de electricidad, gas y agua (137)",6,1,,5,,,,,
"Construcción (138)",335,34,,177,95,10,14,,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",510,102,1,216,112,20,43,7,9
"Venta, mant.y rep. veh.autom.y motoc. (140)",32,2,,3,11,6,8,1,1
"Comercio al por mayor (141)",23,5,,7,7,,2,1,1
"Comercio al por menor (142)",455,95,1,206,94,14,33,5,7
"Hoteles y restaurantes (143)",83,14,,29,31,2,7,,
"Trans., almac. y comunicaciones (144)",189,8,,41,95,12,22,3,8
"Intermediación financiera (145)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (146)",45,1,,12,13,3,6,2,8
"Admin.pub. y defensa; p. segur.soc.afil (147)",100,5,,23,30,4,26,2,10
"Enseñanza (148)",249,2,,1,3,17,162,7,57
"Servicios sociales y de salud (149)",36,1,,1,2,3,18,3,8
"Otras activ. serv.comun.soc y personales (150)",45,6,,10,15,3,7,2,2
"Hogares privados con servicio doméstico (151)",94,25,,43,20,3,,1,2
"Actividad economica no especificada (153)",115,47,,48,16,2,1,1,
"Hombres (154)",9705,1928,20,5424,1718,148,310,35,122
"Agric., ganadería, caza y silvicultura (155)",8358,1827,20,4945,1324,78,105,17,42
"Pesca (156)",2,,,,1,,,,1
"Explotación de minas y canteras (157)",163,16,,84,52,7,1,1,2
"Industrias manufactureras (158)",110,17,,39,32,6,13,2,1
"Suministro de electricidad, gas y agua (159)",6,1,,5,,,,,
"Construcción (160)",324,33,,170,93,9,14,,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",197,13,,72,63,14,22,5,8
"Venta, mant.y rep. veh.autom.y motoc. (162)",29,1,,3,9,6,8,1,1
"Comercio al por mayor (163)",16,1,,7,4,,2,1,1
"Comercio al por menor (164)",152,11,,62,50,8,12,3,6
"Hoteles y restaurantes (165)",23,1,,10,7,1,4,,
"Trans., almac. y comunicaciones (166)",180,8,,41,93,12,17,3,6
"Intermediación financiera (167)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (168)",37,1,,12,13,2,2,1,6
"Admin.pub. y defensa; p. segur.soc.afil (169)",67,3,,19,20,2,17,,6
"Enseñanza (170)",159,1,,1,2,11,100,3,41
"Servicios sociales y de salud (171)",17,1,,1,1,1,8,2,3
"Otras activ. serv.comun.soc y personales (172)",32,2,,9,10,3,6,1,1
"Hogares privados con servicio doméstico (173)",4,1,,3,,,,,
"Actividad economica no especificada (175)",25,3,,13,6,2,1,,
"Mujeres (176)",1876,669,7,736,253,31,128,15,37
"Agric., ganadería, caza y silvicultura (177)",1098,487,6,477,104,7,12,2,3
"Industrias manufactureras (180)",42,4,,9,25,2,1,,1
"Construcción (182)",11,1,,7,2,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",313,89,1,144,49,6,21,2,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,1,,,2,,,,
"Comercio al por mayor (185)",7,4,,,3,,,,
"Comercio al por menor (186)",303,84,1,144,44,6,21,2,1
"Hoteles y restaurantes (187)",60,13,,19,24,1,3,,
"Trans., almac. y comunicaciones (188)",9,,,,2,,5,,2
"Activid.inmobil., empres. y de alquiler (190)",8,,,,,1,4,1,2
"Admin.pub. y defensa; p. segur.soc.afil (191)",33,2,,4,10,2,9,2,4
"Enseñanza (192)",90,1,,,1,6,62,4,16
"Servicios sociales y de salud (193)",19,,,,1,2,10,1,5
"Otras activ. serv.comun.soc y personales (194)",13,4,,1,5,,1,1,1
"Hogares privados con servicio doméstico (195)",90,24,,40,20,3,,1,2
"Actividad economica no especificada (197)",90,44,,35,10,,,1,
