"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia TARMA (000)",112230,55139,57091,72569,35289,37280,39661,19850,19811
"Menores de 1 año (001)",1702,863,839,1082,549,533,620,314,306
"Menores de 1 mes (002)",145,79,66,92,51,41,53,28,25
"De 1 a 11 meses (003)",1557,784,773,990,498,492,567,286,281
"De 1 a 4 años (004)",8292,4201,4091,5144,2625,2519,3148,1576,1572
"1 año (005)",1862,935,927,1205,605,600,657,330,327
"2 años (006)",2449,1228,1221,1475,754,721,974,474,500
"3 años (007)",1959,980,979,1191,585,606,768,395,373
"4 años (008)",2022,1058,964,1273,681,592,749,377,372
"De 5 a 9 años (009)",11030,5578,5452,6923,3525,3398,4107,2053,2054
"5 años (010)",1983,984,999,1245,629,616,738,355,383
"6 años (011)",2033,1038,995,1264,661,603,769,377,392
"7 años (012)",2359,1254,1105,1505,804,701,854,450,404
"8 años (013)",2323,1157,1166,1444,726,718,879,431,448
"9 años (014)",2332,1145,1187,1465,705,760,867,440,427
"De 10 a 14 años (015)",12676,6393,6283,7913,4013,3900,4763,2380,2383
"10 años (016)",2466,1244,1222,1501,750,751,965,494,471
"11 años (017)",2415,1225,1190,1536,794,742,879,431,448
"12 años (018)",2720,1390,1330,1673,855,818,1047,535,512
"13 años (019)",2460,1215,1245,1539,771,768,921,444,477
"14 años (020)",2615,1319,1296,1664,843,821,951,476,475
"De 15 a 19 años (021)",11693,5834,5859,7569,3725,3844,4124,2109,2015
"15 años (022)",2711,1328,1383,1777,886,891,934,442,492
"16 años (023)",2567,1317,1250,1708,872,836,859,445,414
"17 años (024)",2324,1149,1175,1448,702,746,876,447,429
"18 años (025)",2115,1060,1055,1319,646,673,796,414,382
"19 años (026)",1976,980,996,1317,619,698,659,361,298
"De 20 a 24 años (027)",9381,4636,4745,5992,2888,3104,3389,1748,1641
"20 años (028)",2120,1063,1057,1324,661,663,796,402,394
"21 años (029)",1584,789,795,1028,520,508,556,269,287
"22 años (030)",1961,977,984,1244,591,653,717,386,331
"23 años (031)",1775,835,940,1129,506,623,646,329,317
"24 años (032)",1941,972,969,1267,610,657,674,362,312
"De 25 a 29 años (033)",8361,4021,4340,5510,2599,2911,2851,1422,1429
"25 años (034)",1861,894,967,1238,583,655,623,311,312
"26 años (035)",1534,716,818,1031,481,550,503,235,268
"27 años (036)",1819,891,928,1182,560,622,637,331,306
"28 años (037)",1761,871,890,1117,544,573,644,327,317
"29 años (038)",1386,649,737,942,431,511,444,218,226
"De 30 a 34 años (039)",7611,3651,3960,5151,2413,2738,2460,1238,1222
"30 años (040)",2011,995,1016,1294,620,674,717,375,342
"31 años (041)",1145,533,612,816,387,429,329,146,183
