"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia OXAPAMPA (000)",32254,66,1945,872,602,2828,10510,1469,1679,10897,95,729,562
"Agric., ganadería, caza y silvicultura (001)",18978,,28,54,5,1,10498,,6,8386,,,
"Pesca (002)",21,,1,2,1,,12,,,5,,,
"Explotación de minas y canteras (003)",489,,22,46,22,,,228,38,133,,,
"Industrias manufactureras (004)",998,,10,41,17,1,,862,48,19,,,
"Suministro de electricidad, gas y agua (005)",30,,1,11,5,,,8,,5,,,
"Construcción (006)",937,,26,21,11,,,38,532,309,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",2952,2,8,124,13,2138,,312,16,339,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",349,2,2,8,3,61,,257,13,3,,,
"Comercio al por mayor (009)",127,,,13,5,102,,,,7,,,
"Comercio al por menor (010)",2476,,6,103,5,1975,,55,3,329,,,
"Hoteles y restaurantes (011)",916,,7,36,8,554,,1,,310,,,
"Trans., almac. y comunicaciones (012)",1275,2,7,41,41,10,,3,1003,168,,,
"Intermediación financiera (013)",26,,7,9,10,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",504,1,114,148,120,40,,12,13,56,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",696,31,61,46,213,14,,3,18,215,95,,
"Enseñanza (016)",1506,23,1421,2,38,,,,,22,,,
"Servicios sociales y de salud (017)",483,,185,211,47,13,,1,5,21,,,
"Otras activ. serv.comun.soc y personales (018)",343,7,46,70,22,55,,1,,142,,,
"Hogares privados con servicio doméstico (019)",770,,,1,,2,,,,767,,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,,
"Actividad economica no especificada (021)",767,,1,9,28,,,,,,,729,
"Desocupado (022)",562,,,,,,,,,,,,562
"Hombres (023)",23598,54,948,548,281,1062,9500,1332,1636,7406,94,332,405
"Agric., ganadería, caza y silvicultura (024)",15766,,22,46,3,,9489,,6,6200,,,
"Pesca (025)",18,,1,1,1,,11,,,4,,,
"Explotación de minas y canteras (026)",479,,19,44,20,,,228,38,130,,,
"Industrias manufactureras (027)",827,,9,30,12,1,,733,30,12,,,
"Suministro de electricidad, gas y agua (028)",26,,,10,3,,,8,,5,,,
"Construcción (029)",895,,24,21,9,,,38,524,279,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1400,2,3,64,5,861,,305,16,144,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",311,2,1,6,1,34,,252,13,2,,,
"Comercio al por mayor (032)",72,,,7,3,55,,,,7,,,
"Comercio al por menor (033)",1017,,2,51,1,772,,53,3,135,,,
"Hoteles y restaurantes (034)",207,,3,16,3,126,,1,,58,,,
"Trans., almac. y comunicaciones (035)",1186,2,5,29,13,3,,3,986,145,,,
"Intermediación financiera (036)",13,,6,4,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",355,1,84,109,56,40,,12,13,40,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",482,28,43,30,99,14,,3,18,153,94,,
"Enseñanza (039)",661,15,616,2,14,,,,,14,,,
"Servicios sociales y de salud (040)",205,,79,91,20,5,,,5,5,,,
"Otras activ. serv.comun.soc y personales (041)",161,6,34,47,10,12,,1,,51,,,
"Hogares privados con servicio doméstico (042)",166,,,,,,,,,166,,,
"Organiz. y organos extraterritoriales (043)",1,,,,1,,,,,,,,
"Actividad economica no especificada (044)",345,,,4,9,,,,,,,332,
"Desocupado (045)",405,,,,,,,,,,,,405
"Mujeres (046)",8656,12,997,324,321,1766,1010,137,43,3491,1,397,157
"Agric., ganadería, caza y silvicultura (047)",3212,,6,8,2,1,1009,,,2186,,,
"Pesca (048)",3,,,1,,,1,,,1,,,
"Explotación de minas y canteras (049)",10,,3,2,2,,,,,3,,,
"Industrias manufactureras (050)",171,,1,11,5,,,129,18,7,,,
"Suministro de electricidad, gas y agua (051)",4,,1,1,2,,,,,,,,
"Construcción (052)",42,,2,,2,,,,8,30,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1552,,5,60,8,1277,,7,,195,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",38,,1,2,2,27,,5,,1,,,
"Comercio al por mayor (055)",55,,,6,2,47,,,,,,,
"Comercio al por menor (056)",1459,,4,52,4,1203,,2,,194,,,
"Hoteles y restaurantes (057)",709,,4,20,5,428,,,,252,,,
"Trans., almac. y comunicaciones (058)",89,,2,12,28,7,,,17,23,,,
"Intermediación financiera (059)",13,,1,5,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",149,,30,39,64,,,,,16,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",214,3,18,16,114,,,,,62,1,,
"Enseñanza (062)",845,8,805,,24,,,,,8,,,
"Servicios sociales y de salud (063)",278,,106,120,27,8,,1,,16,,,
"Otras activ. serv.comun.soc y personales (064)",182,1,12,23,12,43,,,,91,,,
"Hogares privados con servicio doméstico (065)",604,,,1,,2,,,,601,,,
"Actividad economica no especificada (067)",422,,1,5,19,,,,,,,397,
"Desocupado (068)",157,,,,,,,,,,,,157
,,,,,,,,,,,,,
"URBANA (069)",13377,44,1400,715,533,2237,2270,1153,1343,2974,93,301,314
"Agric., ganadería, caza y silvicultura (070)",3549,,24,41,4,,2264,,4,1212,,,
"Pesca (071)",14,,1,2,1,,6,,,4,,,
"Explotación de minas y canteras (072)",469,,21,45,22,,,222,37,122,,,
"Industrias manufactureras (073)",703,,10,32,14,1,,602,30,14,,,
"Suministro de electricidad, gas y agua (074)",26,,1,11,4,,,6,,4,,,
"Construcción (075)",678,,23,21,11,,,30,424,169,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",2360,2,8,88,13,1684,,273,16,276,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",311,2,2,8,3,56,,225,13,2,,,
"Comercio al por mayor (078)",108,,,10,5,90,,,,3,,,
"Comercio al por menor (079)",1941,,6,70,5,1538,,48,3,271,,,
"Hoteles y restaurantes (080)",755,,7,34,8,456,,1,,249,,,
"Trans., almac. y comunicaciones (081)",1028,2,7,40,34,8,,3,800,134,,,
"Intermediación financiera (082)",25,,7,8,10,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",439,1,106,135,110,21,,12,11,43,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",567,21,58,42,183,12,,3,17,138,93,,
"Enseñanza (085)",1002,11,938,2,34,,,,,17,,,
"Servicios sociales y de salud (086)",367,,150,147,40,8,,1,4,17,,,
"Otras activ. serv.comun.soc y personales (087)",276,7,38,57,17,46,,,,111,,,
"Hogares privados con servicio doméstico (088)",466,,,1,,1,,,,464,,,
"Organiz. y organos extraterritoriales (089)",1,,,,1,,,,,,,,
"Actividad economica no especificada (090)",338,,1,9,27,,,,,,,301,
"Desocupado (091)",314,,,,,,,,,,,,314
"Hombres (092)",8876,38,685,453,249,859,2042,1055,1309,1752,92,133,209
"Agric., ganadería, caza y silvicultura (093)",3045,,20,33,3,,2037,,4,948,,,
"Pesca (094)",11,,1,1,1,,5,,,3,,,
"Explotación de minas y canteras (095)",459,,18,43,20,,,222,37,119,,,
"Industrias manufactureras (096)",579,,9,23,10,1,,511,18,7,,,
"Suministro de electricidad, gas y agua (097)",22,,,10,2,,,6,,4,,,
"Construcción (098)",646,,22,21,9,,,30,417,147,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1153,2,3,46,5,694,,267,16,120,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",279,2,1,6,1,33,,221,13,2,,,
"Comercio al por mayor (101)",58,,,4,3,48,,,,3,,,
"Comercio al por menor (102)",816,,2,36,1,613,,46,3,115,,,
"Hoteles y restaurantes (103)",184,,3,14,3,115,,1,,48,,,
"Trans., almac. y comunicaciones (104)",954,2,5,28,12,3,,3,785,116,,,
"Intermediación financiera (105)",12,,6,3,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",302,1,77,100,52,21,,12,11,28,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",386,19,41,26,85,12,,3,17,91,92,,
"Enseñanza (108)",418,8,386,2,12,,,,,10,,,
"Servicios sociales y de salud (109)",151,,65,59,16,2,,,4,5,,,
"Otras activ. serv.comun.soc y personales (110)",136,6,29,40,6,11,,,,44,,,
"Hogares privados con servicio doméstico (111)",62,,,,,,,,,62,,,
"Organiz. y organos extraterritoriales (112)",1,,,,1,,,,,,,,
"Actividad economica no especificada (113)",146,,,4,9,,,,,,,133,
"Desocupado (114)",209,,,,,,,,,,,,209
"Mujeres (115)",4501,6,715,262,284,1378,228,98,34,1222,1,168,105
"Agric., ganadería, caza y silvicultura (116)",504,,4,8,1,,227,,,264,,,
"Pesca (117)",3,,,1,,,1,,,1,,,
"Explotación de minas y canteras (118)",10,,3,2,2,,,,,3,,,
"Industrias manufactureras (119)",124,,1,9,4,,,91,12,7,,,
"Suministro de electricidad, gas y agua (120)",4,,1,1,2,,,,,,,,
"Construcción (121)",32,,1,,2,,,,7,22,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1207,,5,42,8,990,,6,,156,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",32,,1,2,2,23,,4,,,,,
"Comercio al por mayor (124)",50,,,6,2,42,,,,,,,
"Comercio al por menor (125)",1125,,4,34,4,925,,2,,156,,,
"Hoteles y restaurantes (126)",571,,4,20,5,341,,,,201,,,
"Trans., almac. y comunicaciones (127)",74,,2,12,22,5,,,15,18,,,
"Intermediación financiera (128)",13,,1,5,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",137,,29,35,58,,,,,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",181,2,17,16,98,,,,,47,1,,
"Enseñanza (131)",584,3,552,,22,,,,,7,,,
"Servicios sociales y de salud (132)",216,,85,88,24,6,,1,,12,,,
"Otras activ. serv.comun.soc y personales (133)",140,1,9,17,11,35,,,,67,,,
"Hogares privados con servicio doméstico (134)",404,,,1,,1,,,,402,,,
"Actividad economica no especificada (136)",192,,1,5,18,,,,,,,168,
"Desocupado (137)",105,,,,,,,,,,,,105
,,,,,,,,,,,,,
"RURAL (138)",18877,22,545,157,69,591,8240,316,336,7923,2,428,248
