"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTA (000)",110988,103230,453,25193,25415,18454,19969,8992,3563,1191,7758,319021
"De 12 a 14 años (001)",119,60,9,43,8,,,,,,59,59
"De 15 a 19 años (002)",2298,1978,27,1752,165,28,6,,,,320,2190
"De 20 a 24 años (003)",9913,7645,67,5555,1673,290,49,11,,,2268,10047
"De 25 a 29 años (004)",13562,11362,45,5714,3952,1262,353,32,4,,2200,19105
"De 30 a 34 años (005)",13844,12834,48,4091,4943,2437,1184,119,9,3,1010,27156
"De 35 a 39 años (006)",14010,13359,48,2669,4693,3309,2239,338,56,7,651,34243
"De 40 a 44 años (007)",12503,12081,45,1711,3553,3107,2787,693,160,25,422,36216
"De 45 a 49 años (008)",10312,10045,34,1169,2292,2451,2757,990,289,63,267,34494
"De 50 y más años (009)",34427,33866,130,2489,4136,5570,10594,6809,3045,1093,561,155511
"Conviviente (010)",35896,34971,154,10803,9684,5884,5370,2037,790,249,925,93582
"De 12 a 14 años (011)",79,26,5,19,2,,,,,,53,23
"De 15 a 19 años (012)",1548,1295,15,1151,112,14,3,,,,253,1429
"De 20 a 24 años (013)",5175,4885,39,3405,1190,212,37,2,,,290,6588
"De 25 a 29 años (014)",6621,6473,22,2887,2465,841,232,22,4,,148,11478
"De 30 a 34 años (015)",6124,6053,15,1567,2372,1290,722,79,7,1,71,13808
"De 35 a 39 años (016)",5191,5150,22,771,1647,1351,1125,195,37,2,41,14525
"De 40 a 44 años (017)",3920,3901,10,448,928,990,1069,358,84,14,19,13084
"De 45 a 49 años (018)",2703,2694,5,238,492,574,797,414,139,35,9,10651
"De 50 y más años (019)",4535,4494,21,317,476,612,1385,967,519,197,41,21996
"Separado(a) (020)",9161,9037,26,2778,2143,1433,1635,715,240,67,124,25857
