"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia OCROS (000)",2566,56,139,242,331,460,764,574
"De 15 a 19 años (002)",43,,,,,,24,19
"De 20 a 24 años (003)",208,,,,,,126,82
"De 25 a 29 años (004)",243,,,,,7,175,61
"De 30 a 34 años (005)",255,,,,,40,163,52
"De 35 a 39 años (006)",236,,,,1,69,122,44
"De 40 a 44 años (007)",230,,,,7,76,98,49
"De 45 a 49 años (008)",231,,,2,34,106,49,40
"De 50 y más años (009)",1120,56,139,240,289,162,7,227
"Sin nivel (010)",368,24,58,52,56,51,46,81
"De 20 a 24 años (013)",3,,,,,,3,
"De 25 a 29 años (014)",7,,,,,,4,3
"De 30 a 34 años (015)",20,,,,,2,14,4
"De 35 a 39 años (016)",16,,,,,3,12,1
"De 40 a 44 años (017)",20,,,,,8,7,5
"De 45 a 49 años (018)",22,,,1,1,9,4,7
"De 50 y más años (019)",280,24,58,51,55,29,2,61
"Educacion Inicial (020)",1,,,,,,,1
"De 20 a 24 años (023)",1,,,,,,,1
"Primaria (030)",1242,28,68,154,214,234,305,239
"De 15 a 19 años (032)",11,,,,,,8,3
"De 20 a 24 años (033)",51,,,,,,36,15
"De 25 a 29 años (034)",77,,,,,2,57,18
"De 30 a 34 años (035)",84,,,,,10,60,14
"De 35 a 39 años (036)",105,,,,,34,56,15
"De 40 a 44 años (037)",115,,,,6,37,51,21
"De 45 a 49 años (038)",127,,,1,20,53,34,19
"De 50 y más años (039)",672,28,68,153,188,98,3,134
"Secundaria (040)",669,1,8,24,43,129,295,169
"De 15 a 19 años (042)",29,,,,,,13,16
"De 20 a 24 años (043)",112,,,,,,69,43
"De 25 a 29 años (044)",113,,,,,4,80,29
"De 30 a 34 años (045)",106,,,,,22,64,20
"De 35 a 39 años (046)",77,,,,1,22,36,18
"De 40 a 44 años (047)",61,,,,1,24,21,15
"De 45 a 49 años (048)",62,,,,8,32,10,12
"De 50 y más años (049)",109,1,8,24,33,25,2,16
"Sup. no Univ. incompleta (050)",57,,1,,3,7,28,18
"De 15 a 19 años (052)",2,,,,,,2,
"De 20 a 24 años (053)",12,,,,,,5,7
"De 25 a 29 años (054)",14,,,,,,11,3
"De 30 a 34 años (055)",10,,,,,,6,4
"De 35 a 39 años (056)",7,,,,,4,2,1
"De 40 a 44 años (057)",3,,,,,1,2,
"De 45 a 49 años (058)",3,,,,1,2,,
"De 50 y más años (059)",6,,1,,2,,,3
"Sup. no Univ. completa (060)",90,1,3,3,5,10,43,25
"De 20 a 24 años (063)",14,,,,,,8,6
"De 25 a 29 años (064)",18,,,,,,14,4
