"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MORROPON (000)",150650,6608,16131,19937,16761,21871,20152,35522,13668
"Sabe leer y escribir (001)",124385,,11588,19636,16418,20926,18705,29374,7738
"No sabe leer y escribir (002)",26265,6608,4543,301,343,945,1447,6148,5930
"Hombres (004)",76386,3382,8086,10334,8878,10961,9679,17908,7158
"Sabe leer y escribir (005)",64966,,5736,10171,8706,10555,9160,15906,4732
"No sabe leer y escribir (006)",11420,3382,2350,163,172,406,519,2002,2426
"Mujeres (008)",74264,3226,8045,9603,7883,10910,10473,17614,6510
"Sabe leer y escribir (009)",59419,,5852,9465,7712,10371,9545,13468,3006
"No sabe leer y escribir (010)",14845,3226,2193,138,171,539,928,4146,3504
,,,,,,,,,
"URBANA (012)",86905,3509,8639,10790,9685,13220,12118,21175,7769
"Sabe leer y escribir (013)",74872,,6685,10672,9549,12859,11564,18578,4965
"No sabe leer y escribir (014)",12033,3509,1954,118,136,361,554,2597,2804
"Hombres (016)",43412,1784,4326,5528,5023,6424,5657,10588,4082
"Sabe leer y escribir (017)",38044,,3335,5463,4946,6254,5468,9695,2883
"No sabe leer y escribir (018)",5368,1784,991,65,77,170,189,893,1199
"Mujeres (020)",43493,1725,4313,5262,4662,6796,6461,10587,3687
"Sabe leer y escribir (021)",36828,,3350,5209,4603,6605,6096,8883,2082
"No sabe leer y escribir (022)",6665,1725,963,53,59,191,365,1704,1605
,,,,,,,,,
"RURAL (024)",63745,3099,7492,9147,7076,8651,8034,14347,5899
"Sabe leer y escribir (025)",49513,,4903,8964,6869,8067,7141,10796,2773
"No sabe leer y escribir (026)",14232,3099,2589,183,207,584,893,3551,3126
"Hombres (028)",32974,1598,3760,4806,3855,4537,4022,7320,3076
"Sabe leer y escribir (029)",26922,,2401,4708,3760,4301,3692,6211,1849
"No sabe leer y escribir (030)",6052,1598,1359,98,95,236,330,1109,1227
"Mujeres (032)",30771,1501,3732,4341,3221,4114,4012,7027,2823
"Sabe leer y escribir (033)",22591,,2502,4256,3109,3766,3449,4585,924
"No sabe leer y escribir (034)",8180,1501,1230,85,112,348,563,2442,1899
