"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (039)",340,,92,155,88,5
"Otras activ. serv.comun.soc y personales (040)",472,4,213,145,95,15
"Hogares privados con servicio doméstico (041)",122,4,66,26,23,3
"Organiz. y organos extraterritoriales (042)",1,,,,1,
"Actividad economica no especificada (043)",1271,3,457,501,273,37
"Mujeres (045)",13256,137,4624,5218,2829,448
"Agric., ganadería, caza y silvicultura (046)",2166,36,746,658,542,184
"Pesca (047)",4,,1,3,,
"Explotación de minas y canteras (048)",239,,124,89,26,
"Industrias manufactureras (049)",340,2,159,90,75,14
"Suministro de electricidad, gas y agua (050)",5,,3,2,,
"Construcción (051)",133,2,57,60,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3086,41,928,1275,732,110
"Venta, mant.y rep. veh.autom.y motoc. (053)",38,,19,15,4,
"Comercio al por mayor (054)",111,3,41,40,25,2
"Comercio al por menor (055)",2937,38,868,1220,703,108
"Hoteles y restaurantes (056)",1171,24,427,417,266,37
"Trans., almac. y comunicaciones (057)",251,3,156,67,24,1
"Intermediación financiera (058)",37,,22,12,3,
"Activid.inmobil., empres. y alquileres (059)",584,1,303,209,70,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",583,,275,221,86,1
"Enseñanza (061)",1915,,389,1106,419,1
"Servicios sociales y de salud (062)",613,,184,289,138,2
"Otras activ. serv.comun.soc y personales (063)",646,4,186,256,176,24
"Hogares privados con servicio doméstico (064)",599,23,318,150,90,18
"Actividad economica no especificada (066)",884,1,346,314,168,55
,,,,,,
"URBANA (067)",37525,270,12630,15086,8442,1097
"Agric., ganadería, caza y silvicultura (068)",4487,63,1275,1408,1256,485
"Pesca (069)",10,,4,3,1,2
"Explotación de minas y canteras (070)",5902,6,1829,2804,1250,13
"Industrias manufactureras (071)",1679,14,728,520,362,55
"Suministro de electricidad, gas y agua (072)",67,,27,24,14,2
"Construcción (073)",3356,14,1280,1330,670,62
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",5816,77,1877,2300,1355,207
"Venta, mant.y rep. veh.autom.y motoc. (075)",782,5,357,275,136,9
"Comercio al por mayor (076)",228,3,93,83,44,5
"Comercio al por menor (077)",4806,69,1427,1942,1175,193
"Hoteles y restaurantes (078)",1634,43,602,551,388,50
"Trans., almac. y comunicaciones (079)",2870,17,1183,1135,493,42
"Intermediación financiera (080)",73,,36,24,12,1
"Activid.inmobil., empres. y alquileres (081)",2225,4,965,890,345,21
"Admin.pub. y defensa; p. segur.soc.afil (082)",1526,,612,539,359,16
"Enseñanza (083)",3480,,595,1890,984,11
"Servicios sociales y de salud (084)",903,,255,422,219,7
"Otras activ. serv.comun.soc y personales (085)",1070,8,377,386,262,37
"Hogares privados con servicio doméstico (086)",644,20,339,169,99,17
"Organiz. y organos extraterritoriales (087)",1,,,,1,
"Actividad economica no especificada (088)",1782,4,646,691,372,69
"Hombres (089)",26318,163,8842,10499,6018,796
"Agric., ganadería, caza y silvicultura (090)",3630,49,998,1142,1017,424
"Pesca (091)",7,,3,1,1,2
"Explotación de minas y canteras (092)",5725,6,1745,2731,1230,13
"Industrias manufactureras (093)",1368,12,589,435,290,42
"Suministro de electricidad, gas y agua (094)",62,,24,22,14,2
"Construcción (095)",3236,12,1230,1275,657,62
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2855,39,999,1076,638,103
"Venta, mant.y rep. veh.autom.y motoc. (097)",747,5,341,260,132,9
"Comercio al por mayor (098)",123,,54,46,20,3
"Comercio al por menor (099)",1985,34,604,770,486,91
"Hoteles y restaurantes (100)",542,19,222,157,129,15
"Trans., almac. y comunicaciones (101)",2625,14,1030,1070,470,41
"Intermediación financiera (102)",38,,14,14,9,1
"Activid.inmobil., empres. y alquileres (103)",1660,3,676,685,276,20
"Admin.pub. y defensa; p. segur.soc.afil (104)",962,,348,324,275,15
"Enseñanza (105)",1639,,231,824,574,10
"Servicios sociales y de salud (106)",314,,86,139,84,5
"Otras activ. serv.comun.soc y personales (107)",460,4,207,144,92,13
"Hogares privados con servicio doméstico (108)",107,2,59,26,19,1
"Organiz. y organos extraterritoriales (109)",1,,,,1,
"Actividad economica no especificada (110)",1087,3,381,434,242,27
"Mujeres (112)",11207,107,3788,4587,2424,301
"Agric., ganadería, caza y silvicultura (113)",857,14,277,266,239,61
"Pesca (114)",3,,1,2,,
"Explotación de minas y canteras (115)",177,,84,73,20,
"Industrias manufactureras (116)",311,2,139,85,72,13
"Suministro de electricidad, gas y agua (117)",5,,3,2,,
"Construcción (118)",120,2,50,55,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2961,38,878,1224,717,104
"Venta, mant.y rep. veh.autom.y motoc. (120)",35,,16,15,4,
"Comercio al por mayor (121)",105,3,39,37,24,2
"Comercio al por menor (122)",2821,35,823,1172,689,102
"Hoteles y restaurantes (123)",1092,24,380,394,259,35
"Trans., almac. y comunicaciones (124)",245,3,153,65,23,1
"Intermediación financiera (125)",35,,22,10,3,
"Activid.inmobil., empres. y alquileres (126)",565,1,289,205,69,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",564,,264,215,84,1
"Enseñanza (128)",1841,,364,1066,410,1
"Servicios sociales y de salud (129)",589,,169,283,135,2
"Otras activ. serv.comun.soc y personales (130)",610,4,170,242,170,24
"Hogares privados con servicio doméstico (131)",537,18,280,143,80,16
"Actividad economica no especificada (133)",695,1,265,257,130,42
,,,,,,
"RURAL (134)",11494,111,4147,4068,2454,714
"Agric., ganadería, caza y silvicultura (135)",7414,97,2470,2330,1868,649
"Pesca (136)",6,,1,2,3,
"Explotación de minas y canteras (137)",2008,,776,986,244,2
"Industrias manufactureras (138)",94,,55,25,11,3
"Suministro de electricidad, gas y agua (139)",10,,4,4,2,
"Construcción (140)",275,1,100,109,56,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",266,4,117,95,38,12
"Venta, mant.y rep. veh.autom.y motoc. (142)",43,,30,8,5,
"Comercio al por mayor (143)",9,,3,4,2,
"Comercio al por menor (144)",214,4,84,83,31,12
"Hoteles y restaurantes (145)",166,1,94,53,16,2
"Trans., almac. y comunicaciones (146)",356,1,153,139,58,5
"Intermediación financiera (147)",2,,,2,,
"Activid.inmobil., empres. y alquileres (148)",108,,50,42,15,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",97,,42,38,17,
"Enseñanza (150)",144,,40,75,27,2
"Servicios sociales y de salud (151)",50,,21,22,7,
"Otras activ. serv.comun.soc y personales (152)",48,,22,15,9,2
"Hogares privados con servicio doméstico (153)",77,7,45,7,14,4
"Actividad economica no especificada (155)",373,,157,124,69,23
"Hombres (156)",9445,81,3311,3437,2049,567
"Agric., ganadería, caza y silvicultura (157)",6105,75,2001,1938,1565,526
"Pesca (158)",5,,1,1,3,
"Explotación de minas y canteras (159)",1946,,736,970,238,2
"Industrias manufactureras (160)",65,,35,20,8,2
"Suministro de electricidad, gas y agua (161)",10,,4,4,2,
"Construcción (162)",262,1,93,104,55,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",141,1,67,44,23,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",40,,27,8,5,
"Comercio al por mayor (165)",3,,1,1,1,
"Comercio al por menor (166)",98,1,39,35,17,6
"Hoteles y restaurantes (167)",87,1,47,30,9,
"Trans., almac. y comunicaciones (168)",350,1,150,137,57,5
"Activid.inmobil., empres. y alquileres (170)",89,,36,38,14,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",78,,31,32,15,
"Enseñanza (172)",70,,15,35,18,2
"Servicios sociales y de salud (173)",26,,6,16,4,
"Otras activ. serv.comun.soc y personales (174)",12,,6,1,3,2
"Hogares privados con servicio doméstico (175)",15,2,7,,4,2
"Actividad economica no especificada (177)",184,,76,67,31,10
"Mujeres (179)",2049,30,836,631,405,147
"Agric., ganadería, caza y silvicultura (180)",1309,22,469,392,303,123
"Pesca (181)",1,,,1,,
"Explotación de minas y canteras (182)",62,,40,16,6,
"Industrias manufactureras (183)",29,,20,5,3,1
"Construcción (185)",13,,7,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",125,3,50,51,15,6
"Venta, mant.y rep. veh.autom.y motoc. (187)",3,,3,,,
"Comercio al por mayor (188)",6,,2,3,1,
"Comercio al por menor (189)",116,3,45,48,14,6
"Hoteles y restaurantes (190)",79,,47,23,7,2
"Trans., almac. y comunicaciones (191)",6,,3,2,1,
"Intermediación financiera (192)",2,,,2,,
"Activid.inmobil., empres. y alquileres (193)",19,,14,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",19,,11,6,2,
"Enseñanza (195)",74,,25,40,9,
"Servicios sociales y de salud (196)",24,,15,6,3,
"Otras activ. serv.comun.soc y personales (197)",36,,16,14,6,
"Hogares privados con servicio doméstico (198)",62,5,38,7,10,2
"Actividad economica no especificada (200)",189,,81,57,38,13
