"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHOTA (000)",44960,5470,8340,23086,585,6841,638
"Sin nivel (001)",5208,87,886,3025,41,1026,143
"Educación inicial (002)",42,5,7,21,1,7,1
"Primaria (003)",23812,317,4869,14098,327,3890,311
"Secundaria (004)",9681,795,2071,4778,145,1732,160
"Superior no univ. incompleta (005)",817,340,126,286,9,49,7
"Superior no univ. completa (006)",2530,1824,204,393,22,82,5
"Superior univ. incompleta (007)",475,233,62,141,11,21,7
"Superior univ. completa (008)",2395,1869,115,344,29,34,4
"Hombres (010)",35404,3324,7611,19284,511,4640,34
"Sin nivel (011)",3093,12,686,2007,31,352,5
"Educación inicial (012)",29,5,7,11,1,5,
"Primaria (013)",19993,160,4503,12299,299,2723,9
"Secundaria (014)",8120,509,1937,4102,127,1431,14
"Superior no univ. incompleta (015)",600,219,122,215,8,36,
"Superior no univ. completa (016)",1656,1090,192,302,14,56,2
"Superior univ. incompleta (017)",326,146,55,97,9,17,2
"Superior univ. completa (018)",1587,1183,109,251,22,20,2
"Mujeres (020)",9556,2146,729,3802,74,2201,604
"Sin nivel (021)",2115,75,200,1018,10,674,138
"Educación inicial (022)",13,,,10,,2,1
"Primaria (023)",3819,157,366,1799,28,1167,302
"Secundaria (024)",1561,286,134,676,18,301,146
"Superior no univ. incompleta (025)",217,121,4,71,1,13,7
"Superior no univ. completa (026)",874,734,12,91,8,26,3
"Superior univ. incompleta (027)",149,87,7,44,2,4,5
"Superior univ. completa (028)",808,686,6,93,7,14,2
,,,,,,,
"URBANA (030)",11495,4164,1257,4757,196,764,357
"Sin nivel (031)",620,46,62,363,5,79,65
"Educación inicial (032)",20,5,6,5,1,2,1
"Primaria (033)",3208,190,522,1938,80,323,155
"Secundaria (034)",3145,587,521,1588,58,273,118
"Superior no univ. incompleta (035)",480,224,34,194,5,16,7
"Superior no univ. completa (036)",1744,1382,50,264,15,30,3
"Superior univ. incompleta (037)",342,185,20,109,8,14,6
"Superior univ. completa (038)",1936,1545,42,296,24,27,2
"Hombres (040)",7426,2406,1106,3368,143,382,21
"Sin nivel (041)",209,6,42,144,2,13,2
"Educación inicial (042)",14,5,6,1,1,1,
"Primaria (043)",2220,99,456,1443,62,155,5
"Secundaria (044)",2239,366,478,1172,42,170,11
"Superior no univ. incompleta (045)",309,130,32,135,4,8,
"Superior no univ. completa (046)",1001,751,40,189,9,11,1
"Superior univ. incompleta (047)",212,109,15,71,6,10,1
"Superior univ. completa (048)",1222,940,37,213,17,14,1
"Mujeres (050)",4069,1758,151,1389,53,382,336
"Sin nivel (051)",411,40,20,219,3,66,63
"Educación inicial (052)",6,,,4,,1,1
"Primaria (053)",988,91,66,495,18,168,150
"Secundaria (054)",906,221,43,416,16,103,107
"Superior no univ. incompleta (055)",171,94,2,59,1,8,7
"Superior no univ. completa (056)",743,631,10,75,6,19,2
"Superior univ. incompleta (057)",130,76,5,38,2,4,5
"Superior univ. completa (058)",714,605,5,83,7,13,1
,,,,,,,
"RURAL (060)",33465,1306,7083,18329,389,6077,281
"Sin nivel (061)",4588,41,824,2662,36,947,78
"Educación inicial (062)",22,,1,16,,5,
"Primaria (063)",20604,127,4347,12160,247,3567,156
"Secundaria (064)",6536,208,1550,3190,87,1459,42
"Superior no univ. incompleta (065)",337,116,92,92,4,33,
"Superior no univ. completa (066)",786,442,154,129,7,52,2
"Superior univ. incompleta (067)",133,48,42,32,3,7,1
"Superior univ. completa (068)",459,324,73,48,5,7,2
"Hombres (070)",27978,918,6505,15916,368,4258,13
"Sin nivel (071)",2884,6,644,1863,29,339,3
"Educación inicial (072)",15,,1,10,,4,
"Primaria (073)",17773,61,4047,10856,237,2568,4
"Secundaria (074)",5881,143,1459,2930,85,1261,3
"Superior no univ. incompleta (075)",291,89,90,80,4,28,
"Superior no univ. completa (076)",655,339,152,113,5,45,1
"Superior univ. incompleta (077)",114,37,40,26,3,7,1
"Superior univ. completa (078)",365,243,72,38,5,6,1
"Mujeres (080)",5487,388,578,2413,21,1819,268
"Sin nivel (081)",1704,35,180,799,7,608,75
"Educación inicial (082)",7,,,6,,1,
"Primaria (083)",2831,66,300,1304,10,999,152
"Secundaria (084)",655,65,91,260,2,198,39
"Superior no univ. incompleta (085)",46,27,2,12,,5,
"Superior no univ. completa (086)",131,103,2,16,2,7,1
"Superior univ. incompleta (087)",19,11,2,6,,,
"Superior univ. completa (088)",94,81,1,10,,1,1
