"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JUNIN (000)",9853,1667,1368,4931,312,831,82,662
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,21,,,,,,
"Profes., científicos e intelectuales (002)",794,720,,66,7,1,,
"Técnicos de nivel medio y trab. asimilados (003)",262,136,,100,22,3,1,
"Jefes y empleados de oficina (004)",269,269,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",909,164,3,607,19,116,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2866,,,2654,212,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",557,,188,331,18,20,,
"Obreros construc.,conf.,papel, fab., instr. (008)",875,144,229,471,18,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",2411,129,921,622,9,649,81,
"Otra (010)",26,26,,,,,,
"Ocupación no especificada (011)",201,58,27,80,7,29,,
"Desocupado (012)",662,,,,,,,662
"Hombres (013)",6699,953,1153,3455,204,431,1,502
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",18,18,,,,,,
"Profes., científicos e intelectuales (015)",423,368,,53,2,,,
"Técnicos de nivel medio y trab. asimilados (016)",147,63,,73,11,,,
"Jefes y empleados de oficina (017)",137,137,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",350,98,1,213,10,28,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2298,,,2155,143,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",482,,179,272,15,16,,
"Obreros construc.,conf.,papel, fab., instr. (021)",856,142,226,458,17,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",1373,71,733,199,4,365,1,
"Otra (023)",26,26,,,,,,
"Ocupación no especificada (024)",87,30,14,32,2,9,,
"Desocupado (025)",502,,,,,,,502
"Mujeres (026)",3154,714,215,1476,108,400,81,160
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,3,,,,,,
"Profes., científicos e intelectuales (028)",371,352,,13,5,1,,
"Técnicos de nivel medio y trab. asimilados (029)",115,73,,27,11,3,1,
"Jefes y empleados de oficina (030)",132,132,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",559,66,2,394,9,88,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",568,,,499,69,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",75,,9,59,3,4,,
"Obreros construc.,conf.,papel, fab., instr. (034)",19,2,3,13,1,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1038,58,188,423,5,284,80,
"Ocupación no especificada (037)",114,28,13,48,5,20,,
"Desocupado (038)",160,,,,,,,160
,,,,,,,,
"URBANA (039)",6481,1525,880,2933,148,349,75,571
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",19,19,,,,,,
"Profes., científicos e intelectuales (041)",713,646,,59,7,1,,
"Técnicos de nivel medio y trab. asimilados (042)",250,126,,98,22,3,1,
"Jefes y empleados de oficina (043)",257,257,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",868,153,3,583,16,113,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",825,,,768,57,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",509,,153,319,17,20,,
"Obreros construc.,conf.,papel, fab., instr. (047)",791,131,192,442,14,12,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1494,116,513,604,8,179,74,
"Otra (049)",26,26,,,,,,
"Ocupación no especificada (050)",158,51,19,60,7,21,,
"Desocupado (051)",571,,,,,,,571
"Hombres (052)",4116,865,752,1833,95,142,1,428
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",16,16,,,,,,
"Profes., científicos e intelectuales (054)",378,329,,47,2,,,
"Técnicos de nivel medio y trab. asimilados (055)",137,55,,71,11,,,
"Jefes y empleados de oficina (056)",129,129,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",326,89,1,201,8,27,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",649,,,608,41,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",437,,144,262,15,16,,
"Obreros construc.,conf.,papel, fab., instr. (060)",772,129,189,429,13,12,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",749,66,406,191,3,82,1,
"Otra (062)",26,26,,,,,,
"Ocupación no especificada (063)",69,26,12,24,2,5,,
"Desocupado (064)",428,,,,,,,428
"Mujeres (065)",2365,660,128,1100,53,207,74,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,3,,,,,,
"Profes., científicos e intelectuales (067)",335,317,,12,5,1,,
"Técnicos de nivel medio y trab. asimilados (068)",113,71,,27,11,3,1,
"Jefes y empleados de oficina (069)",128,128,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",542,64,2,382,8,86,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",176,,,160,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",72,,9,57,2,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",19,2,3,13,1,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",745,50,107,413,5,97,73,
"Ocupación no especificada (076)",89,25,7,36,5,16,,
"Desocupado (077)",143,,,,,,,143
,,,,,,,,
"RURAL (078)",3372,142,488,1998,164,482,7,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,2,,,,,,
"Profes., científicos e intelectuales (080)",81,74,,7,,,,
"Técnicos de nivel medio y trab. asimilados (081)",12,10,,2,,,,
"Jefes y empleados de oficina (082)",12,12,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",41,11,,24,3,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2041,,,1886,155,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",48,,35,12,1,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",84,13,37,29,4,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",917,13,408,18,1,470,7,
"Ocupación no especificada (089)",43,7,8,20,,8,,
"Desocupado (090)",91,,,,,,,91
"Hombres (091)",2583,88,401,1622,109,289,,74
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",45,39,,6,,,,
"Técnicos de nivel medio y trab. asimilados (094)",10,8,,2,,,,
"Jefes y empleados de oficina (095)",8,8,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",24,9,,12,2,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1649,,,1547,102,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",45,,35,10,,,,
"Obreros construc.,conf.,papel, fab., instr. (099)",84,13,37,29,4,1,,
