"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",153,111,16,7,19
"Mujeres (044)",11016,8616,879,521,1000
"Agric., ganadería, caza y silvicultura (045)",4297,3779,374,122,22
"Pesca (046)",2,1,,1,
"Explotación de minas y canteras (047)",20,5,9,5,1
"Industrias manufactureras (048)",396,311,51,12,22
"Suministro de electricidad, gas y agua (049)",5,,,3,2
"Construcción (050)",29,13,6,9,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2388,2318,62,6,2
"Venta, mant.y rep. veh.autom y motoc. (052)",25,21,2,1,1
"Comercio al por mayor (053)",112,101,6,4,1
"Comercio al por menor (054)",2251,2196,54,1,
"Hoteles y restaurantes (055)",857,791,59,5,2
"Trans., almac. y comunicaciones (056)",110,90,9,7,4
"Intermediación financiera (057)",25,2,5,11,7
"Activid.inmobil., empres. y alquileres (058)",180,110,28,21,21
"Admin.pub. y defensa; p. segur soc.afil (059)",314,,,,314
"Enseñanza (060)",1032,187,228,300,317
"Servicios sociales y de salud (061)",387,87,11,8,281
"Otras activ. serv.comun.soc y personales (062)",294,265,19,9,1
"Hogares privados con servicio doméstico (063)",378,378,,,
"Actividad economica no especificada (065)",302,279,18,2,3
,,,,,
"URBANA (066)",20631,15196,1879,1400,2156
"Agric., ganadería, caza y silvicultura (067)",6171,5382,540,205,44
"Pesca (068)",13,10,2,1,
"Explotación de minas y canteras (069)",354,65,51,104,134
"Industrias manufactureras (070)",1338,1076,157,62,43
"Suministro de electricidad, gas y agua (071)",46,2,2,27,15
"Construcción (072)",996,772,132,72,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3917,3692,158,50,17
"Venta, mant.y rep. veh.autom y motoc. (074)",332,259,38,21,14
"Comercio al por mayor (075)",200,166,17,14,3
"Comercio al por menor (076)",3385,3267,103,15,
"Hoteles y restaurantes (077)",1054,940,96,15,3
"Trans., almac. y comunicaciones (078)",1622,1374,119,83,46
"Intermediación financiera (079)",46,5,10,20,11
"Activid.inmobil., empres. y alquileres (080)",567,341,90,77,59
"Admin.pub. y defensa; p. segur soc.afil (081)",771,,,,771
"Enseñanza (082)",1828,238,395,595,600
"Servicios sociales y de salud (083)",528,139,14,12,363
"Otras activ. serv.comun.soc y personales (084)",706,535,93,70,8
"Hogares privados con servicio doméstico (085)",328,328,,,
"Actividad economica no especificada (087)",346,297,20,7,22
"Hombres (088)",12296,8959,1200,927,1210
"Agric., ganadería, caza y silvicultura (089)",3928,3479,309,117,23
"Pesca (090)",11,9,2,,
"Explotación de minas y canteras (091)",344,64,47,100,133
"Industrias manufactureras (092)",992,804,114,51,23
"Suministro de electricidad, gas y agua (093)",41,2,2,24,13
"Construcción (094)",969,760,127,63,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1714,1556,99,44,15
"Venta, mant.y rep. veh.autom y motoc. (096)",308,239,36,20,13
"Comercio al por mayor (097)",90,67,11,10,2
"Comercio al por menor (098)",1316,1250,52,14,
"Hoteles y restaurantes (099)",282,225,45,11,1
"Trans., almac. y comunicaciones (100)",1517,1288,111,76,42
"Intermediación financiera (101)",21,3,5,9,4
"Activid.inmobil., empres. y alquileres (102)",404,242,65,56,41
"Admin.pub. y defensa; p. segur soc.afil (103)",481,,,,481
"Enseñanza (104)",857,77,185,304,291
"Servicios sociales y de salud (105)",166,59,4,5,98
"Otras activ. serv.comun.soc y personales (106)",436,293,75,61,7
"Hogares privados con servicio doméstico (107)",19,19,,,
"Actividad economica no especificada (109)",114,79,10,6,19
"Mujeres (110)",8335,6237,679,473,946
"Agric., ganadería, caza y silvicultura (111)",2243,1903,231,88,21
"Pesca (112)",2,1,,1,
"Explotación de minas y canteras (113)",10,1,4,4,1
"Industrias manufactureras (114)",346,272,43,11,20
"Suministro de electricidad, gas y agua (115)",5,,,3,2
"Construcción (116)",27,12,5,9,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2203,2136,59,6,2
"Venta, mant.y rep. veh.autom y motoc. (118)",24,20,2,1,1
"Comercio al por mayor (119)",110,99,6,4,1
"Comercio al por menor (120)",2069,2017,51,1,
"Hoteles y restaurantes (121)",772,715,51,4,2
"Trans., almac. y comunicaciones (122)",105,86,8,7,4
"Intermediación financiera (123)",25,2,5,11,7
"Activid.inmobil., empres. y alquileres (124)",163,99,25,21,18
"Admin.pub. y defensa; p. segur soc.afil (125)",290,,,,290
"Enseñanza (126)",971,161,210,291,309
"Servicios sociales y de salud (127)",362,80,10,7,265
"Otras activ. serv.comun.soc y personales (128)",270,242,18,9,1
"Hogares privados con servicio doméstico (129)",309,309,,,
"Actividad economica no especificada (131)",232,218,10,1,3
,,,,,
"RURAL (132)",8305,7212,641,275,177
"Agric., ganadería, caza y silvicultura (133)",6221,5733,381,103,4
"Pesca (134)",8,8,,,
"Explotación de minas y canteras (135)",302,153,63,61,25
"Industrias manufactureras (136)",266,221,32,5,8
"Suministro de electricidad, gas y agua (137)",7,,,5,2
"Construcción (138)",152,118,24,8,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",381,351,20,6,4
"Venta, mant.y rep. veh.autom y motoc. (140)",62,46,6,6,4
"Comercio al por mayor (141)",6,5,1,,
"Comercio al por menor (142)",313,300,13,,
"Hoteles y restaurantes (143)",115,101,11,3,
"Trans., almac. y comunicaciones (144)",238,196,20,15,7
"Activid.inmobil., empres. y alquileres (146)",87,41,19,16,11
"Admin.pub. y defensa; p. segur soc.afil (147)",77,,,,77
"Enseñanza (148)",153,50,47,40,16
"Servicios sociales y de salud (149)",34,11,1,1,21
"Otras activ. serv.comun.soc y personales (150)",80,61,9,10,
"Hogares privados con servicio doméstico (151)",75,75,,,
"Actividad economica no especificada (153)",109,93,14,2,
"Hombres (154)",5624,4833,441,227,123
"Agric., ganadería, caza y silvicultura (155)",4167,3857,238,69,3
"Pesca (156)",8,8,,,
"Explotación de minas y canteras (157)",292,149,58,60,25
"Industrias manufactureras (158)",216,182,24,4,6
"Suministro de electricidad, gas y agua (159)",7,,,5,2
"Construcción (160)",150,117,23,8,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",196,169,17,6,4
"Venta, mant.y rep. veh.autom y motoc. (162)",61,45,6,6,4
"Comercio al por mayor (163)",4,3,1,,
"Comercio al por menor (164)",131,121,10,,
"Hoteles y restaurantes (165)",30,25,3,2,
"Trans., almac. y comunicaciones (166)",233,192,19,15,7
"Activid.inmobil., empres. y alquileres (168)",70,30,16,16,8
"Admin.pub. y defensa; p. segur soc.afil (169)",53,,,,53
"Enseñanza (170)",92,24,29,31,8
"Servicios sociales y de salud (171)",9,4,,,5
"Otras activ. serv.comun.soc y personales (172)",56,38,8,10,
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",39,32,6,1,
"Mujeres (176)",2681,2379,200,48,54
"Agric., ganadería, caza y silvicultura (177)",2054,1876,143,34,1
"Explotación de minas y canteras (179)",10,4,5,1,
"Industrias manufactureras (180)",50,39,8,1,2
"Construcción (182)",2,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",185,182,3,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",2,2,,,
"Comercio al por menor (186)",182,179,3,,
"Hoteles y restaurantes (187)",85,76,8,1,
"Trans., almac. y comunicaciones (188)",5,4,1,,
"Activid.inmobil., empres. y alquileres (190)",17,11,3,,3
"Admin.pub. y defensa; p. segur soc.afil (191)",24,,,,24
"Enseñanza (192)",61,26,18,9,8
"Servicios sociales y de salud (193)",25,7,1,1,16
"Otras activ. serv.comun.soc y personales (194)",24,23,1,,
"Hogares privados con servicio doméstico (195)",69,69,,,
"Actividad economica no especificada (197)",70,61,8,1,
