"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",70,14,15,13,18,10
"Educación inicial (032)",3,,3,,,
"Primaria (033)",328,27,160,72,59,10
"Secundaria (034)",280,10,202,48,20,
"Superior no univ. incompleta (035)",30,,19,2,8,1
"Superior no univ. completa (036)",35,,24,8,3,
"Superior univ. incompleta (037)",9,,7,,2,
"Superior univ. completa (038)",29,,17,9,2,1
"No PEA (040)",34174,13812,10261,4611,3406,2084
"Sin nivel (041)",4132,727,512,819,1070,1004
"Educación inicial (042)",975,937,24,14,,
"Primaria (043)",17362,9931,3022,1993,1594,822
"Secundaria (044)",9054,2217,4998,1201,473,165
"Superior no univ. incompleta (045)",1004,,765,148,70,21
"Superior no univ. completa (046)",554,,266,186,72,30
"Superior univ. incompleta (047)",630,,502,77,38,13
"Superior univ. completa (048)",463,,172,173,89,29
,,,,,,
"URBANA (060)",50396,11094,20204,10994,6067,2037
"Sin nivel (061)",4302,516,749,1140,1155,742
"Educación inicial (062)",857,775,57,25,,
"Primaria (063)",22158,7909,6119,4342,2853,935
"Secundaria (064)",16403,1894,9599,3412,1286,212
"Superior no univ. incompleta (065)",2211,,1427,557,190,37
"Superior no univ. completa (066)",1892,,961,664,222,45
"Superior univ. incompleta (067)",1129,,771,250,93,15
"Superior univ. completa (068)",1444,,521,604,268,51
"PEA (070)",24650,463,12202,7599,3698,688
"Sin nivel (071)",1588,21,383,581,464,139
"Educación inicial (072)",60,4,40,16,,
"Primaria (073)",9202,291,3864,2904,1758,385
"Secundaria (074)",9258,147,5608,2491,925,87
"Superior no univ. incompleta (075)",1418,,831,436,133,18
"Superior no univ. completa (076)",1441,,743,518,158,22
"Superior univ. incompleta (077)",627,,358,194,66,9
"Superior univ. completa (078)",1056,,375,459,194,28
"Ocupada (080)",24084,437,11877,7480,3619,671
"Sin nivel (081)",1551,18,375,572,453,133
"Educación inicial (082)",57,4,37,16,,
"Primaria (083)",8981,275,3763,2851,1716,376
"Secundaria (084)",9037,140,5450,2450,910,87
"Superior no univ. incompleta (085)",1393,,813,434,129,17
"Superior no univ. completa (086)",1412,,723,512,155,22
"Superior univ. incompleta (087)",620,,353,194,64,9
"Superior univ. completa (088)",1033,,363,451,192,27
"Desocupada (090)",566,26,325,119,79,17
"Sin nivel (091)",37,3,8,9,11,6
"Educación inicial (092)",3,,3,,,
"Primaria (093)",221,16,101,53,42,9
"Secundaria (094)",221,7,158,41,15,
"Superior no univ. incompleta (095)",25,,18,2,4,1
"Superior no univ. completa (096)",29,,20,6,3,
"Superior univ. incompleta (097)",7,,5,,2,
"Superior univ. completa (098)",23,,12,8,2,1
"No PEA (100)",25746,10631,8002,3395,2369,1349
"Sin nivel (101)",2714,495,366,559,691,603
"Educación inicial (102)",797,771,17,9,,
"Primaria (103)",12956,7618,2255,1438,1095,550
"Secundaria (104)",7145,1747,3991,921,361,125
"Superior no univ. incompleta (105)",793,,596,121,57,19
"Superior no univ. completa (106)",451,,218,146,64,23
"Superior univ. incompleta (107)",502,,413,56,27,6
"Superior univ. completa (108)",388,,146,145,74,23
,,,,,,
"RURAL (120)",15246,3375,4986,3141,2493,1251
"Sin nivel (121)",2275,266,291,499,662,557
"Educación inicial (122)",194,169,16,9,,
"Primaria (123)",7636,2433,1970,1441,1243,549
"Secundaria (124)",3832,507,2057,805,371,92
"Superior no univ. incompleta (125)",437,,272,97,61,7
"Superior no univ. completa (126)",367,,151,152,46,18
"Superior univ. incompleta (127)",225,,137,39,39,10
"Superior univ. completa (128)",280,,92,99,71,18
"PEA (130)",6818,194,2727,1925,1456,516
"Sin nivel (131)",857,34,145,239,283,156
"Educación inicial (132)",16,3,9,4,,
"Primaria (133)",3230,120,1203,886,744,277
"Secundaria (134)",1923,37,1050,525,259,52
"Superior no univ. incompleta (135)",226,,103,70,48,5
"Superior no univ. completa (136)",264,,103,112,38,11
"Superior univ. incompleta (137)",97,,48,18,28,3
"Superior univ. completa (138)",205,,66,71,56,12
"Ocupada (140)",6600,169,2605,1892,1423,511
"Sin nivel (141)",824,23,138,235,276,152
"Educación inicial (142)",16,3,9,4,,
"Primaria (143)",3123,109,1144,867,727,276
"Secundaria (144)",1864,34,1006,518,254,52
"Superior no univ. incompleta (145)",221,,102,70,44,5
"Superior no univ. completa (146)",258,,99,110,38,11
"Superior univ. incompleta (147)",95,,46,18,28,3
"Superior univ. completa (148)",199,,61,70,56,12
"Desocupada (150)",218,25,122,33,33,5
"Sin nivel (151)",33,11,7,4,7,4
"Primaria (153)",107,11,59,19,17,1
"Secundaria (154)",59,3,44,7,5,
"Superior no univ. incompleta (155)",5,,1,,4,
"Superior no univ. completa (156)",6,,4,2,,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",6,,5,1,,
"No PEA (160)",8428,3181,2259,1216,1037,735
"Sin nivel (161)",1418,232,146,260,379,401
"Educación inicial (162)",178,166,7,5,,
"Primaria (163)",4406,2313,767,555,499,272
"Secundaria (164)",1909,470,1007,280,112,40
"Superior no univ. incompleta (165)",211,,169,27,13,2
"Superior no univ. completa (166)",103,,48,40,8,7
"Superior univ. incompleta (167)",128,,89,21,11,7
"Superior univ. completa (168)",75,,26,28,15,6
