"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ISLAY (000)",21271,4645,7547,7268,512,921,378
"Sin nivel (001)",838,36,428,279,27,56,12
"Educación inicial (002)",23,2,7,8,,5,1
"Primaria (003)",3793,161,1822,1405,118,198,89
"Secundaria (004)",7761,1054,3439,2588,168,347,165
"Superior no univ. incompleta (005)",1950,516,614,641,46,101,32
"Superior no univ. completa (006)",3433,1501,755,965,59,100,53
"Superior univ. incompleta (007)",917,325,220,281,36,42,13
"Superior univ. completa (008)",2556,1050,262,1101,58,72,13
"Hombres (010)",13627,2638,5529,4608,400,414,38
"Sin nivel (011)",306,13,170,93,17,12,1
"Educación inicial (012)",14,2,4,4,,4,
"Primaria (013)",2186,96,1145,767,86,79,13
"Secundaria (014)",5510,734,2695,1762,137,170,12
"Superior no univ. incompleta (015)",1274,280,499,415,39,40,1
"Superior no univ. completa (016)",2012,749,623,542,42,49,7
"Superior univ. incompleta (017)",666,212,187,216,29,19,3
"Superior univ. completa (018)",1659,552,206,809,50,41,1
"Mujeres (020)",7644,2007,2018,2660,112,507,340
"Sin nivel (021)",532,23,258,186,10,44,11
"Educación inicial (022)",9,,3,4,,1,1
"Primaria (023)",1607,65,677,638,32,119,76
"Secundaria (024)",2251,320,744,826,31,177,153
"Superior no univ. incompleta (025)",676,236,115,226,7,61,31
"Superior no univ. completa (026)",1421,752,132,423,17,51,46
"Superior univ. incompleta (027)",251,113,33,65,7,23,10
"Superior univ. completa (028)",897,498,56,292,8,31,12
,,,,,,,
"URBANA (030)",18750,4405,6096,6777,372,731,369
"Sin nivel (031)",659,35,313,242,14,44,11
"Educación inicial (032)",19,2,6,7,,3,1
"Primaria (033)",3188,157,1470,1252,82,144,83
"Secundaria (034)",6818,991,2856,2410,118,280,163
"Superior no univ. incompleta (035)",1763,496,498,614,37,86,32
"Superior no univ. completa (036)",3121,1429,597,920,48,74,53
"Superior univ. incompleta (037)",810,309,163,261,31,33,13
"Superior univ. completa (038)",2372,986,193,1071,42,67,13
"Hombres (040)",11770,2448,4440,4233,288,326,35
"Sin nivel (041)",209,12,109,71,5,11,1
"Educación inicial (042)",12,2,4,4,,2,
"Primaria (043)",1807,92,934,654,59,56,12
"Secundaria (044)",4781,686,2233,1620,97,135,10
"Superior no univ. incompleta (045)",1124,264,400,392,30,37,1
"Superior no univ. completa (046)",1760,690,480,512,35,36,7
"Superior univ. incompleta (047)",568,200,133,196,25,11,3
"Superior univ. completa (048)",1509,502,147,784,37,38,1
"Mujeres (050)",6980,1957,1656,2544,84,405,334
"Sin nivel (051)",450,23,204,171,9,33,10
"Educación inicial (052)",7,,2,3,,1,1
"Primaria (053)",1381,65,536,598,23,88,71
"Secundaria (054)",2037,305,623,790,21,145,153
"Superior no univ. incompleta (055)",639,232,98,222,7,49,31
"Superior no univ. completa (056)",1361,739,117,408,13,38,46
"Superior univ. incompleta (057)",242,109,30,65,6,22,10
"Superior univ. completa (058)",863,484,46,287,5,29,12
,,,,,,,
"RURAL (060)",2521,240,1451,491,140,190,9
"Sin nivel (061)",179,1,115,37,13,12,1
"Educación inicial (062)",4,,1,1,,2,
"Primaria (063)",605,4,352,153,36,54,6
"Secundaria (064)",943,63,583,178,50,67,2
"Superior no univ. incompleta (065)",187,20,116,27,9,15,
"Superior no univ. completa (066)",312,72,158,45,11,26,
"Superior univ. incompleta (067)",107,16,57,20,5,9,
"Superior univ. completa (068)",184,64,69,30,16,5,
"Hombres (070)",1857,190,1089,375,112,88,3
"Sin nivel (071)",97,1,61,22,12,1,
"Educación inicial (072)",2,,,,,2,
"Primaria (073)",379,4,211,113,27,23,1
"Secundaria (074)",729,48,462,142,40,35,2
"Superior no univ. incompleta (075)",150,16,99,23,9,3,
"Superior no univ. completa (076)",252,59,143,30,7,13,
"Superior univ. incompleta (077)",98,12,54,20,4,8,
"Superior univ. completa (078)",150,50,59,25,13,3,
"Mujeres (080)",664,50,362,116,28,102,6
"Sin nivel (081)",82,,54,15,1,11,1
"Educación inicial (082)",2,,1,1,,,
"Primaria (083)",226,,141,40,9,31,5
"Secundaria (084)",214,15,121,36,10,32,
"Superior no univ. incompleta (085)",37,4,17,4,,12,
"Superior no univ. completa (086)",60,13,15,15,4,13,
"Superior univ. incompleta (087)",9,4,3,,1,1,
"Superior univ. completa (088)",34,14,10,5,3,2,
