"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia MARISCAL NIETO (000)",31444,65,3833,2031,1931,4022,3590,1886,3280,9051,457,1298
"Agric., ganadería, caza y silvicultura (001)",6757,,26,58,,,3569,1,4,3099,,
"Pesca (002)",27,,,3,1,,21,2,,,,
"Explotación de minas y canteras (003)",933,4,83,136,51,8,,397,218,36,,
"Industrias manufactureras (004)",970,,42,57,14,3,,758,78,18,,
"Suministro de electricidad, gas y agua (005)",117,,14,23,21,,,19,15,25,,
"Construcción (006)",3245,,165,156,65,,,133,1265,1461,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4480,2,60,208,45,2842,,474,43,806,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",582,1,29,38,9,70,,401,29,5,,
"Comercio al por mayor (009)",141,,5,25,7,92,,,3,9,,
"Comercio al por menor (010)",3757,1,26,145,29,2680,,73,11,792,,
"Hoteles y restaurantes (011)",1321,,10,66,29,703,,1,,512,,
"Trans., almac. y comunicaciones (012)",1787,3,16,55,145,4,,13,1205,346,,
"Intermediación financiera (013)",133,1,15,33,79,2,,,,3,,
"Activid.inmobil., empres. y alquileres (014)",1606,4,462,398,179,284,,33,100,146,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",4295,28,435,344,876,60,,47,336,1712,457,
"Enseñanza (016)",2189,22,2020,21,86,,,,1,39,,
"Servicios sociales y de salud (017)",794,,407,256,46,25,,5,12,43,,
"Otras activ. serv.comun.soc y personales (018)",639,1,43,147,50,86,,3,2,307,,
"Hogares privados con servicio doméstico (019)",499,,,1,,5,,,,493,,
"Actividad economica no especificada (021)",1652,,35,69,244,,,,1,5,,1298
"Hombres (022)",19347,43,1926,1357,891,1410,2548,1713,3189,5003,433,834
"Agric., ganadería, caza y silvicultura (023)",4137,,24,48,,,2531,1,4,1529,,
"Pesca (024)",23,,,3,1,,17,2,,,,
"Explotación de minas y canteras (025)",904,4,74,133,42,8,,393,218,32,,
"Industrias manufactureras (026)",740,,29,40,9,,,600,49,13,,
"Suministro de electricidad, gas y agua (027)",104,,10,21,15,,,19,15,24,,
"Construcción (028)",2982,,144,141,44,,,132,1236,1285,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1792,2,37,119,17,867,,466,42,242,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",530,1,28,32,3,40,,393,28,5,,
"Comercio al por mayor (031)",65,,2,9,4,39,,,3,8,,
"Comercio al por menor (032)",1197,1,7,78,10,788,,73,11,229,,
"Hoteles y restaurantes (033)",328,,3,30,9,180,,1,,105,,
"Trans., almac. y comunicaciones (034)",1558,2,11,32,62,1,,13,1188,249,,
"Intermediación financiera (035)",73,1,11,16,41,1,,,,3,,
"Activid.inmobil., empres. y alquileres (036)",1127,1,304,280,77,275,,33,97,60,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",3159,22,319,253,447,51,,47,325,1262,433,
"Enseñanza (038)",846,10,765,13,29,,,,,29,,
"Servicios sociales y de salud (039)",258,,138,74,19,2,,4,12,9,,
"Otras activ. serv.comun.soc y personales (040)",315,1,29,105,22,25,,2,2,129,,
"Hogares privados con servicio doméstico (041)",27,,,,,,,,,27,,
"Actividad economica no especificada (043)",974,,28,49,57,,,,1,5,,834
"Mujeres (044)",12097,22,1907,674,1040,2612,1042,173,91,4048,24,464
"Agric., ganadería, caza y silvicultura (045)",2620,,2,10,,,1038,,,1570,,
"Pesca (046)",4,,,,,,4,,,,,
"Explotación de minas y canteras (047)",29,,9,3,9,,,4,,4,,
"Industrias manufactureras (048)",230,,13,17,5,3,,158,29,5,,
"Suministro de electricidad, gas y agua (049)",13,,4,2,6,,,,,1,,
"Construcción (050)",263,,21,15,21,,,1,29,176,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2688,,23,89,28,1975,,8,1,564,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",52,,1,6,6,30,,8,1,,,
"Comercio al por mayor (053)",76,,3,16,3,53,,,,1,,
"Comercio al por menor (054)",2560,,19,67,19,1892,,,,563,,
"Hoteles y restaurantes (055)",993,,7,36,20,523,,,,407,,
"Trans., almac. y comunicaciones (056)",229,1,5,23,83,3,,,17,97,,
"Intermediación financiera (057)",60,,4,17,38,1,,,,,,
"Activid.inmobil., empres. y alquileres (058)",479,3,158,118,102,9,,,3,86,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",1136,6,116,91,429,9,,,11,450,24,
"Enseñanza (060)",1343,12,1255,8,57,,,,1,10,,
"Servicios sociales y de salud (061)",536,,269,182,27,23,,1,,34,,
"Otras activ. serv.comun.soc y personales (062)",324,,14,42,28,61,,1,,178,,
"Hogares privados con servicio doméstico (063)",472,,,1,,5,,,,466,,
"Actividad economica no especificada (065)",678,,7,20,187,,,,,,,464
,,,,,,,,,,,,
"URBANA (066)",26149,61,3636,1888,1808,3829,1829,1693,2895,6967,445,1098
"Agric., ganadería, caza y silvicultura (067)",3880,,23,48,,,1822,1,3,1983,,
"Pesca (068)",13,,,3,1,,7,2,,,,
"Explotación de minas y canteras (069)",633,4,63,96,28,,,289,129,24,,
"Industrias manufactureras (070)",922,,41,55,14,3,,721,70,18,,
"Suministro de electricidad, gas y agua (071)",107,,14,22,20,,,19,14,18,,
"Construcción (072)",2832,,157,146,62,,,124,1125,1218,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4347,2,57,199,43,2773,,456,39,778,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",555,1,27,35,9,67,,385,26,5,,
"Comercio al por mayor (075)",132,,5,23,6,87,,,3,8,,
"Comercio al por menor (076)",3660,1,25,141,28,2619,,71,10,765,,
"Hoteles y restaurantes (077)",1251,,8,64,29,647,,1,,502,,
"Trans., almac. y comunicaciones (078)",1678,3,15,52,138,4,,6,1129,331,,
"Intermediación financiera (079)",129,1,15,33,75,2,,,,3,,
"Activid.inmobil., empres. y alquileres (080)",1500,4,439,384,173,234,,32,92,142,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",3504,26,416,312,827,56,,35,279,1108,445,
"Enseñanza (082)",2085,20,1925,20,83,,,,1,36,,
"Servicios sociales y de salud (083)",758,,390,242,45,23,,4,11,43,,
