"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",345,1,171,90,70,13
"Obreros construc., conf., papel, fab., instr. (034)",116,2,48,45,19,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",4058,111,1529,1340,913,165
"Otra (036)",1,,1,,,
"Ocupación no especificada (037)",817,1,308,289,164,55
"Desocupado (038)",1071,13,726,259,63,10
,,,,,,
"URBANA (039)",40339,296,14204,15914,8777,1148
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",111,,8,52,46,5
"Profes., científicos e intelectuales (041)",5079,,1146,2628,1287,18
"Técnicos de nivel medio y trab.asimilados (042)",2111,,804,805,473,29
"Jefes y empleados de oficina (043)",1931,,800,710,414,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4846,35,1667,1933,1040,171
"Agricult.trabaj. calif. agrop. y pesqueros (045)",2903,3,532,1022,951,395
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",5740,15,2075,2352,1222,76
"Obreros construc., conf., papel, fab., instr. (047)",5051,7,1704,2245,1019,76
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",8002,206,3253,2665,1627,251
"Otra (049)",85,,40,36,9,
"Ocupación no especificada (050)",1666,4,601,638,354,69
"Desocupado (051)",2814,26,1574,828,335,51
"Hombres (052)",28272,180,9846,11115,6293,838
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",83,,3,39,36,5
"Profes., científicos e intelectuales (054)",2694,,552,1320,805,17
"Técnicos de nivel medio y trab.asimilados (055)",1493,,546,574,346,27
"Jefes y empleados de oficina (056)",1016,,336,371,302,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2127,15,789,812,432,79
"Agricult.trabaj. calif. agrop. y pesqueros (058)",2524,3,450,883,832,356
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",5435,14,1934,2268,1155,64
"Obreros construc., conf., papel, fab., instr. (060)",4948,5,1663,2205,1001,74
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",4884,123,2163,1586,872,140
"Otra (062)",84,,39,36,9,
"Ocupación no especificada (063)",1030,3,367,405,228,27
"Desocupado (064)",1954,17,1004,616,275,42
"Mujeres (065)",12067,116,4358,4799,2484,310
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",28,,5,13,10,
"Profes., científicos e intelectuales (067)",2385,,594,1308,482,1
"Técnicos de nivel medio y trab.asimilados (068)",618,,258,231,127,2
"Jefes y empleados de oficina (069)",915,,464,339,112,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2719,20,878,1121,608,92
"Agricult.trabaj. calif. agrop. y pesqueros (071)",379,,82,139,119,39
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",305,1,141,84,67,12
"Obreros construc., conf., papel, fab., instr. (073)",103,2,41,40,18,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",3118,83,1090,1079,755,111
"Otra (075)",1,,1,,,
"Ocupación no especificada (076)",636,1,234,233,126,42
"Desocupado (077)",860,9,570,212,60,9
,,,,,,
"RURAL (078)",12280,128,4656,4248,2521,727
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,,1,4,2,
"Profes., científicos e intelectuales (080)",324,,106,148,69,1
"Técnicos de nivel medio y trab.asimilados (081)",211,,74,105,29,3
"Jefes y empleados de oficina (082)",150,,63,66,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",335,3,158,121,40,13
"Agricult.trabaj. calif. agrop. y pesqueros (084)",4574,4,938,1625,1489,518
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",946,,360,463,119,4
"Obreros construc., conf., papel, fab., instr. (086)",879,,301,427,139,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",3703,104,1996,985,477,141
"Otra (088)",2,,1,1,,
"Ocupación no especificada (089)",363,,149,123,69,22
"Desocupado (090)",786,17,509,180,67,13
"Hombres (091)",10020,94,3664,3570,2113,579
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,,1,3,1,
"Profes., científicos e intelectuales (093)",207,,55,94,57,1
"Técnicos de nivel medio y trab.asimilados (094)",178,,56,93,26,3
"Jefes y empleados de oficina (095)",113,,35,60,18,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",172,1,76,65,24,6
"Agricult.trabaj. calif. agrop. y pesqueros (097)",4051,4,831,1451,1319,446
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",906,,330,457,116,3
"Obreros construc., conf., papel, fab., instr. (099)",866,,294,422,138,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2763,76,1557,724,319,87
"Otra (101)",2,,1,1,,
"Ocupación no especificada (102)",182,,75,67,31,9
"Desocupado (103)",575,13,353,133,64,12
"Mujeres (104)",2260,34,992,678,408,148
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",2,,,1,1,
"Profes., científicos e intelectuales (106)",117,,51,54,12,
"Técnicos de nivel medio y trab.asimilados (107)",33,,18,12,3,
"Jefes y empleados de oficina (108)",37,,28,6,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",163,2,82,56,16,7
"Agricult.trabaj. calif. agrop. y pesqueros (110)",523,,107,174,170,72
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",40,,30,6,3,1
"Obreros construc., conf., papel, fab., instr. (112)",13,,7,5,1,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",940,28,439,261,158,54
"Ocupación no especificada (115)",181,,74,56,38,13
"Desocupado (116)",211,4,156,47,3,1
