"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",6925,6738,25,1415,1421,1057,1373,870,435,142,187,24298
"De 12 a 14 años (001)",14,4,,3,1,,,,,,10,5
"De 15 a 19 años (002)",253,231,1,210,19,1,,,,,22,251
"De 20 a 24 años (003)",741,694,5,418,210,44,17,,,,47,1039
"De 25 a 29 años (004)",839,797,,282,297,147,67,4,,,42,1625
"De 30 a 34 años (005)",821,808,2,166,276,180,150,30,3,1,13,2122
"De 35 a 39 años (006)",799,788,,78,212,228,201,56,11,2,11,2536
"De 40 a 44 años (007)",715,705,,51,156,153,224,90,25,6,10,2655
"De 45 a 49 años (008)",578,570,3,47,79,96,174,111,55,5,8,2491
"De 50 y más años (009)",2165,2141,14,160,171,208,540,579,341,128,24,11574
"Conviviente (010)",1773,1724,6,554,465,260,269,118,41,11,49,4637
"De 12 a 14 años (011)",13,3,,2,1,,,,,,10,4
"De 15 a 19 años (012)",153,133,1,118,13,1,,,,,20,147
"De 20 a 24 años (013)",370,361,3,204,117,29,8,,,,9,557
"De 25 a 29 años (014)",364,357,,127,125,67,34,4,,,7,748
"De 30 a 34 años (015)",274,274,,56,97,53,56,9,2,1,,727
"De 35 a 39 años (016)",215,212,,23,58,58,53,17,3,,3,675
"De 40 a 44 años (017)",130,130,,8,24,25,44,19,9,1,,528
"De 45 a 49 años (018)",83,83,1,4,12,14,30,15,6,1,,358
"De 50 y más años (019)",171,171,1,12,18,13,44,54,21,8,,893
"Separado(a) (020)",183,181,1,53,39,18,30,25,12,3,2,612
"De 15 a 19 años (022)",9,8,,6,2,,,,,,1,10
"De 20 a 24 años (023)",19,19,,16,3,,,,,,,22
"De 25 a 29 años (024)",18,18,,9,5,1,3,,,,,35
