"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAJAMARCA (000)",122362,278920,249254,,5646,89.4,2
"De 12 a 14 años (001)",10306,56,55,,8,98.2,14.3
"De 15 a 19 años (002)",16832,2333,2275,642,97.5,27.5,
"De 20 a 24 años (003)",17017,11677,11377,1501,97.4,12.9,
"De 25 a 29 años (004)",14540,19082,18470,1378,96.8,7.2,
"De 30 a 34 años (005)",12328,24795,23800,1099,96,4.4,
"De 35 a 39 años (006)",10837,30104,28550,691,94.8,2.3,
"De 40 a 44 años (007)",8840,30426,28352,285,93.2,0.9,
"De 45 a 49 años (008)",7377,30002,27413,42,91.4,0.1,
"De 50 y más años (009)",24285,130445,108962,,83.5,,
"Conviviente (010)",38157,109460,99751,3625,91.1,3.3,
"De 12 a 14 años (011)",130,25,25,2,100,8,
"De 15 a 19 años (012)",2678,1605,1564,471,97.4,29.3,
"De 20 a 24 años (013)",6797,7891,7691,1054,97.5,13.4,
"De 25 a 29 años (014)",6897,11992,11604,921,96.8,7.7,
"De 30 a 34 años (015)",5637,13768,13187,642,95.8,4.7,
"De 35 a 39 años (016)",4585,15044,14214,362,94.5,2.4,
"De 40 a 44 años (017)",3358,13822,12778,151,92.4,1.1,
"De 45 a 49 años (018)",2493,12168,10970,22,90.2,0.2,
"De 50 y más años (019)",5582,33145,27718,,83.6,,
"Separado(a) (020)",6659,16374,15186,348,92.7,2.1,
"De 12 a 14 años (021)",13,8,8,3,100,37.5,
"De 15 a 19 años (022)",299,269,264,72,98.1,26.8,
"De 20 a 24 años (023)",828,994,980,111,98.6,11.2,
"De 25 a 29 años (024)",918,1348,1319,67,97.8,5,
"De 30 a 34 años (025)",924,1761,1706,50,96.9,2.8,
"De 35 a 39 años (026)",944,2200,2099,29,95.4,1.3,
"De 40 a 44 años (027)",677,1974,1866,12,94.5,0.6,
"De 45 a 49 años (028)",585,1857,1734,4,93.4,0.2,
"De 50 y más años (029)",1471,5963,5210,,87.4,,
"Casado(a) (030)",27950,106634,95773,1410,89.8,1.3,
"De 12 a 14 años (031)",9,4,4,,100,,
"De 15 a 19 años (032)",317,193,185,46,95.9,23.8,
"De 20 a 24 años (033)",1534,1963,1890,254,96.3,12.9,
"De 25 a 29 años (034)",2684,4590,4428,333,96.5,7.3,
