"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",68,,,2,10,8,29,5,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",159,23,,22,35,22,34,6,17
"Agricult.trabaj. calif.agrop. y pesquros (042)",104,18,,23,27,5,20,3,8
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",47,2,,11,11,7,11,,5
"Obreros. construc., conf., papel, fab., instr (044)",58,3,,7,15,10,16,1,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",216,26,2,58,74,15,26,6,9
"Otra (046)",5,,,,,,3,2,
"Ocupación no especificada (047)",44,8,,13,7,6,4,3,3
"Hombres (048)",646,35,1,83,142,55,176,33,121
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",4,,,,1,,1,,2
"Profes., científicos e intelectuales (050)",167,,,,2,8,77,12,68
"Técnicos de nivel medio ytrab.asimilados (051)",17,,,,2,1,9,2,3
"Jefes y empleados de oficina (052)",43,,,2,8,4,16,5,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",46,2,,6,10,6,9,3,10
"Agricult.trabaj. calif.agrop. y pesquros (054)",97,15,,21,27,5,19,2,8
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",41,1,,8,10,7,10,,5
"Obreros. construc., conf., papel, fab., instr (056)",58,3,,7,15,10,16,1,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",150,13,1,35,63,11,13,5,9
"Otra (058)",5,,,,,,3,2,
"Ocupación no especificada (059)",18,1,,4,4,3,3,1,2
"Mujeres (060)",340,46,1,53,43,33,96,17,51
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,,,2,,
"Profes., científicos e intelectuales (062)",79,,,,1,3,30,8,37
"Técnicos de nivel medio ytrab.asimilados (063)",16,1,,,,3,10,2,
"Jefes y empleados de oficina (064)",25,,,,2,4,13,,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",113,21,,16,25,16,25,3,7
"Agricult.trabaj. calif.agrop. y pesquros (066)",7,3,,2,,,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",6,1,,3,1,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",66,13,1,23,11,4,13,1,
"Ocupación no especificada (071)",26,7,,9,3,3,1,2,1
,,,,,,,,,
"RURAL (072)",3494,973,9,1175,665,110,363,58,141
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,1,,,2,1,3
"Profes., científicos e intelectuales (074)",255,,,,8,13,145,24,65
"Técnicos de nivel medio ytrab.asimilados (075)",13,,,1,,4,7,,1
"Jefes y empleados de oficina (076)",57,,,1,27,4,11,1,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",98,24,,33,26,,11,1,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",1501,452,6,608,293,35,75,7,25
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",44,8,,14,14,2,3,1,2
"Obreros. construc., conf., papel, fab., instr (080)",89,13,1,28,29,5,5,4,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1221,376,2,432,253,35,95,10,18
"Ocupación no especificada (083)",209,100,,57,15,12,9,9,7
"Hombres (084)",2913,720,9,1020,606,93,296,50,119
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",6,,,1,,,2,1,2
"Profes., científicos e intelectuales (086)",186,,,,5,9,102,21,49
"Técnicos de nivel medio ytrab.asimilados (087)",11,,,1,,4,5,,1
"Jefes y empleados de oficina (088)",49,,,1,24,4,8,,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",43,8,,18,12,,3,,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",1443,410,6,600,289,33,73,7,25
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",35,6,,12,12,,2,1,2
"Obreros. construc., conf., papel, fab., instr (092)",86,12,1,28,28,4,5,4,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",969,258,2,336,228,32,88,9,16
"Ocupación no especificada (095)",85,26,,23,8,7,8,7,6
"Mujeres (096)",581,253,,155,59,17,67,8,22
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",69,,,,3,4,43,3,16
"Técnicos de nivel medio ytrab.asimilados (099)",2,,,,,,2,,
"Jefes y empleados de oficina (100)",8,,,,3,,3,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",55,16,,15,14,,8,1,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",58,42,,8,4,2,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",9,2,,2,2,2,1,,
"Obreros. construc., conf., papel, fab., instr (104)",3,1,,,1,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",252,118,,96,25,3,7,1,2
"Ocupación no especificada (107)",124,74,,34,7,5,1,2,1
