"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",256,2,91,105,50,8
"Obreros construc., conf., papel, fab., instr. (034)",64,,28,21,15,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",6314,335,2420,2040,1277,242
"Otra (036)",8,,6,2,,
"Ocupación no especificada (037)",1138,9,384,374,281,90
"Desocupado (038)",616,12,360,184,56,4
,,,,,,
"URBANA (039)",20770,309,6835,8045,4715,866
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",42,,2,22,16,2
"Profes., científicos e intelectuales (041)",2331,,485,1261,558,27
"Técnicos de nivel medio y trab.asimilados (042)",913,1,288,391,203,30
"Jefes y empleados de oficina (043)",684,,276,248,150,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4152,30,1260,1697,972,193
"Agricult.trabaj. calif. agrop. y pesqueros (045)",2622,16,587,909,846,264
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",1479,13,553,516,336,61
"Obreros construc., conf., papel, fab., instr. (047)",2215,2,846,886,447,34
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",4248,221,1647,1359,838,183
"Otra (049)",262,,75,135,51,1
"Ocupación no especificada (050)",630,2,233,217,147,31
"Desocupado (051)",1192,24,583,404,151,30
"Hombres (052)",12873,196,4167,4839,3067,604
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",37,,2,18,15,2
"Profes., científicos e intelectuales (054)",1310,,225,682,378,25
"Técnicos de nivel medio y trab.asimilados (055)",589,1,173,241,150,24
"Jefes y empleados de oficina (056)",371,,101,160,103,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1398,13,412,525,362,86
"Agricult.trabaj. calif. agrop. y pesqueros (058)",2188,15,476,762,701,234
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",1305,13,502,440,294,56
"Obreros construc., conf., papel, fab., instr. (060)",2166,2,826,868,436,34
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",2192,132,920,647,395,98
"Otra (062)",255,,70,133,51,1
"Ocupación no especificada (063)",316,2,124,106,74,10
"Desocupado (064)",746,18,336,257,108,27
"Mujeres (065)",7897,113,2668,3206,1648,262
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,,,4,1,
"Profes., científicos e intelectuales (067)",1021,,260,579,180,2
"Técnicos de nivel medio y trab.asimilados (068)",324,,115,150,53,6
"Jefes y empleados de oficina (069)",313,,175,88,47,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2754,17,848,1172,610,107
"Agricult.trabaj. calif. agrop. y pesqueros (071)",434,1,111,147,145,30
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",174,,51,76,42,5
"Obreros construc., conf., papel, fab., instr. (073)",49,,20,18,11,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",2056,89,727,712,443,85
"Otra (075)",7,,5,2,,
"Ocupación no especificada (076)",314,,109,111,73,21
"Desocupado (077)",446,6,247,147,43,3
,,,,,,
"RURAL (078)",44532,910,15246,14383,10639,3354
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",25,,3,10,12,
"Profes., científicos e intelectuales (080)",1155,,317,609,224,5
"Técnicos de nivel medio y trab.asimilados (081)",325,,124,149,47,5
"Jefes y empleados de oficina (082)",256,,111,102,43,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1713,17,593,695,358,50
"Agricult.trabaj. calif. agrop. y pesqueros (084)",22846,89,5439,7746,6958,2614
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",612,4,256,204,120,28
"Obreros construc., conf., papel, fab., instr. (086)",1213,4,413,524,252,20
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",14417,759,7152,3731,2250,525
"Otra (088)",49,,12,27,10,
"Ocupación no especificada (089)",1266,15,456,400,300,95
"Desocupado (090)",655,22,370,186,65,12
"Hombres (091)",35296,616,11860,11299,8659,2862
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",20,,2,8,10,
"Profes., científicos e intelectuales (093)",624,,137,321,161,5
"Técnicos de nivel medio y trab.asimilados (094)",208,,68,95,40,5
"Jefes y empleados de oficina (095)",152,,48,65,39,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",566,3,190,217,134,22
"Agricult.trabaj. calif. agrop. y pesqueros (097)",20864,72,4886,7181,6345,2380
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",530,2,216,175,112,25
"Obreros construc., conf., papel, fab., instr. (099)",1198,4,405,521,248,20
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",10159,513,5459,2403,1416,368
"Otra (101)",48,,11,27,10,
"Ocupación no especificada (102)",442,6,181,137,92,26
"Desocupado (103)",485,16,257,149,52,11
"Mujeres (104)",9236,294,3386,3084,1980,492
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",5,,1,2,2,
"Profes., científicos e intelectuales (106)",531,,180,288,63,
"Técnicos de nivel medio y trab.asimilados (107)",117,,56,54,7,
"Jefes y empleados de oficina (108)",104,,63,37,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",1147,14,403,478,224,28
"Agricult.trabaj. calif. agrop. y pesqueros (110)",1982,17,553,565,613,234
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",82,2,40,29,8,3
"Obreros construc., conf., papel, fab., instr. (112)",15,,8,3,4,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",4258,246,1693,1328,834,157
"Otra (114)",1,,1,,,
"Ocupación no especificada (115)",824,9,275,263,208,69
"Desocupado (116)",170,6,113,37,13,1
