"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2535,2208,113,87,127
"Otra (034)",17,,,,17
"Ocupación no especificada (035)",348,293,23,16,16
,,,,,
"URBANA (036)",25791,15101,3037,3459,4194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",68,7,10,18,33
"Profes., científicos e intelectuales (038)",2747,649,326,795,977
"Técnicos de nivel medio y trab. asimilados (039)",2390,1016,336,436,602
"Jefes y empleados de oficina (040)",1708,461,244,375,628
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4841,4052,358,260,171
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1663,944,477,218,24
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2928,1453,311,433,731
"Obreros construc.,conf.,papel, fab., instr. (044)",3326,2296,339,401,290
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",5121,3675,537,441,468
"Otra (046)",190,,,,190
"Ocupación no especificada (047)",809,548,99,82,80
"Hombres (048)",16173,8433,2263,2461,3016
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",47,3,9,9,26
"Profes., científicos e intelectuales (050)",1277,318,130,292,537
"Técnicos de nivel medio y trab. asimilados (051)",1519,587,221,319,392
"Jefes y empleados de oficina (052)",739,140,96,198,305
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1852,1279,220,203,150
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1617,913,468,214,22
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2626,1210,287,415,714
"Obreros construc.,conf.,papel, fab., instr. (056)",3254,2246,331,391,286
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2600,1479,425,354,342
"Otra (058)",178,,,,178
"Ocupación no especificada (059)",464,258,76,66,64
"Mujeres (060)",9618,6668,774,998,1178
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",21,4,1,9,7
"Profes., científicos e intelectuales (062)",1470,331,196,503,440
"Técnicos de nivel medio y trab. asimilados (063)",871,429,115,117,210
"Jefes y empleados de oficina (064)",969,321,148,177,323
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2989,2773,138,57,21
"Agricult.trabaj.calif.agrop.y pesqueros (066)",46,31,9,4,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",302,243,24,18,17
"Obreros construc.,conf.,papel, fab., instr. (068)",72,50,8,10,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2521,2196,112,87,126
"Otra (070)",12,,,,12
"Ocupación no especificada (071)",345,290,23,16,16
,,,,,
"RURAL (072)",335,136,11,66,122
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,,,2,2
"Profes., científicos e intelectuales (074)",14,1,1,7,5
"Técnicos de nivel medio y trab. asimilados (075)",16,6,,1,9
"Jefes y empleados de oficina (076)",10,1,,2,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",27,17,1,6,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",58,53,2,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",16,6,,7,3
"Obreros construc.,conf.,papel, fab., instr. (080)",21,6,1,12,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",73,41,6,23,3
"Otra (082)",88,,,,88
"Ocupación no especificada (083)",8,5,,3,
"Hombres (084)",272,95,9,61,107
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,2,
"Profes., científicos e intelectuales (086)",8,1,,4,3
"Técnicos de nivel medio y trab. asimilados (087)",12,5,,,7
"Jefes y empleados de oficina (088)",6,,,1,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",21,11,1,6,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",41,36,2,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",14,5,,7,2
"Obreros construc.,conf.,papel, fab., instr. (092)",21,6,1,12,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",59,29,5,23,2
"Otra (094)",83,,,,83
"Ocupación no especificada (095)",5,2,,3,
"Mujeres (096)",63,41,2,5,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",6,,1,3,2
"Técnicos de nivel medio y trab. asimilados (099)",4,1,,1,2
"Jefes y empleados de oficina (100)",4,1,,1,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",6,6,,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",17,17,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,1,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",14,12,1,,1
"Otra (106)",5,,,,5
"Ocupación no especificada (107)",3,3,,,
