"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PISCO (000)",96280,13013,19328,20477,16837,11728,14897
"Conviviente (001)",22951,261,5232,8492,4957,2318,1691
"Separado(a) (002)",3836,20,368,921,964,774,789
"Casado(a) (003)",30716,38,1094,5557,8272,7041,8714
"Viudo(a) (004)",3257,3,18,90,221,375,2550
"Divorciado(a) (005)",439,,8,60,101,119,151
"Soltero(a) (006)",35081,12691,12608,5357,2322,1101,1002
"Hombres (008)",48909,6626,10089,10236,8347,5855,7756
"Conviviente (009)",11237,90,2047,4162,2624,1282,1032
"Separado(a) (010)",1200,6,72,233,302,262,325
"Casado(a) (011)",15376,16,365,2482,3966,3574,4973
"Viudo(a) (012)",965,1,4,23,71,88,778
"Divorciado(a) (013)",208,,5,27,44,51,81
"Soltero(a) (014)",19923,6513,7596,3309,1340,598,567
"Mujeres (016)",47371,6387,9239,10241,8490,5873,7141
"Conviviente (017)",11714,171,3185,4330,2333,1036,659
"Separado(a) (018)",2636,14,296,688,662,512,464
"Casado(a) (019)",15340,22,729,3075,4306,3467,3741
"Viudo(a) (020)",2292,2,14,67,150,287,1772
"Divorciado(a) (021)",231,,3,33,57,68,70
"Soltero(a) (022)",15158,6178,5012,2048,982,503,435
,,,,,,,
"URBANA (024)",84394,11372,16823,17960,15009,10451,12779
"Conviviente (025)",19765,240,4591,7299,4288,1970,1377
"Separado(a) (026)",3513,18,333,854,890,720,698
"Casado(a) (027)",27285,34,950,4985,7494,6338,7484
"Viudo(a) (028)",2829,3,17,83,200,328,2198
"Divorciado(a) (029)",409,,7,58,99,108,137
"Soltero(a) (030)",30593,11077,10925,4681,2038,987,885
"Hombres (032)",42479,5761,8669,8903,7369,5193,6584
"Conviviente (033)",9637,83,1811,3550,2257,1100,836
"Separado(a) (034)",1060,5,67,208,272,236,272
"Casado(a) (035)",13611,15,322,2223,3569,3222,4260
"Viudo(a) (036)",829,1,4,22,63,73,666
"Divorciado(a) (037)",190,,5,26,43,44,72
"Soltero(a) (038)",17152,5657,6460,2874,1165,518,478
"Mujeres (040)",41915,5611,8154,9057,7640,5258,6195
"Conviviente (041)",10128,157,2780,3749,2031,870,541
"Separado(a) (042)",2453,13,266,646,618,484,426
"Casado(a) (043)",13674,19,628,2762,3925,3116,3224
"Viudo(a) (044)",2000,2,13,61,137,255,1532
"Divorciado(a) (045)",219,,2,32,56,64,65
"Soltero(a) (046)",13441,5420,4465,1807,873,469,407
,,,,,,,
"RURAL (048)",11886,1641,2505,2517,1828,1277,2118
"Conviviente (049)",3186,21,641,1193,669,348,314
"Separado(a) (050)",323,2,35,67,74,54,91
"Casado(a) (051)",3431,4,144,572,778,703,1230
"Viudo(a) (052)",428,,1,7,21,47,352
"Divorciado(a) (053)",30,,1,2,2,11,14
"Soltero(a) (054)",4488,1614,1683,676,284,114,117
"Hombres (056)",6430,865,1420,1333,978,662,1172
"Conviviente (057)",1600,7,236,612,367,182,196
"Separado(a) (058)",140,1,5,25,30,26,53
"Casado(a) (059)",1765,1,43,259,397,352,713
"Viudo(a) (060)",136,,,1,8,15,112
"Divorciado(a) (061)",18,,,1,1,7,9
"Soltero(a) (062)",2771,856,1136,435,175,80,89
"Mujeres (064)",5456,776,1085,1184,850,615,946
"Conviviente (065)",1586,14,405,581,302,166,118
"Separado(a) (066)",183,1,30,42,44,28,38
"Casado(a) (067)",1666,3,101,313,381,351,517
"Viudo(a) (068)",292,,1,6,13,32,240
"Divorciado(a) (069)",12,,1,1,1,4,5
"Soltero(a) (070)",1717,758,547,241,109,34,28
