"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",44,21,7,2,14
,,,,,
"URBANA (060)",37525,20576,4078,4867,8004
"Sin nivel (061)",819,750,25,10,34
"Educación inicial (062)",29,20,3,4,2
"Primaria (063)",5412,4442,341,253,376
"Secundaria (064)",15482,9238,1518,1721,3005
"Superior no univ. incompleta (065)",2144,1108,261,286,489
"Superior no univ. completa (066)",3263,1231,406,596,1030
"Superior univ. incompleta (067)",2536,1315,271,366,584
"Superior univ. completa (068)",7840,2472,1253,1631,2484
"De 06 a 14 años (070)",270,235,22,10,3
"Sin nivel (071)",2,2,,,
"Educación inicial (072)",2,2,,,
"Primaria (073)",143,124,10,8,1
"Secundaria (074)",123,107,12,2,2
"De 15 a 29 años (080)",12630,7046,1512,1630,2442
"Sin nivel (081)",57,43,9,2,3
"Educación inicial (082)",16,10,3,1,2
"Primaria (083)",683,522,66,43,52
"Secundaria (084)",6219,3910,672,705,932
"Superior no univ. incompleta (085)",1039,569,127,131,212
"Superior no univ. completa (086)",1291,512,162,219,398
"Superior univ. incompleta (087)",1076,616,120,143,197
"Superior univ. completa (088)",2249,864,353,386,646
"De 30 a 44 años (090)",15086,7479,1728,2246,3633
"Sin nivel (091)",155,132,5,4,14
"Educación inicial (092)",11,8,,3,
"Primaria (093)",1719,1362,120,95,142
"Secundaria (094)",6092,3357,563,730,1442
"Superior no univ. incompleta (095)",800,387,92,122,199
"Superior no univ. completa (096)",1506,564,200,295,447
"Superior univ. incompleta (097)",1011,497,108,161,245
"Superior univ. completa (098)",3792,1172,640,836,1144
"De 45 a 64 años (100)",8442,4846,769,953,1874
"Sin nivel (101)",361,342,7,3,9
"Primaria (103)",2249,1867,122,92,168
"Secundaria (104)",2892,1739,259,277,617
"Superior no univ. incompleta (105)",284,136,39,32,77
"Superior no univ. completa (106)",457,151,44,81,181
"Superior univ. incompleta (107)",442,196,43,61,142
"Superior univ. completa (108)",1757,415,255,407,680
"De 65 y más años (110)",1097,970,47,28,52
"Sin nivel (111)",244,231,4,1,8
"Primaria (113)",618,567,23,15,13
"Secundaria (114)",156,125,12,7,12
"Superior no univ. incompleta (115)",21,16,3,1,1
"Superior no univ. completa (116)",9,4,,1,4
"Superior univ. incompleta (117)",7,6,,1,
"Superior univ. completa (118)",42,21,5,2,14
,,,,,
"RURAL (120)",11494,8472,572,631,1819
"Sin nivel (121)",759,731,20,6,2
"Educación inicial (122)",13,11,,2,
"Primaria (123)",3863,3546,158,82,77
"Secundaria (124)",5204,3671,250,329,954
"Superior no univ. incompleta (125)",377,143,30,59,145
"Superior no univ. completa (126)",517,129,35,65,288
"Superior univ. incompleta (127)",212,102,11,23,76
"Superior univ. completa (128)",549,139,68,65,277
"De 06 a 14 años (130)",111,102,7,2,
"Sin nivel (131)",7,7,,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",72,66,5,1,
"Secundaria (134)",29,26,2,1,
"De 15 a 29 años (140)",4147,2945,237,252,713
"Sin nivel (141)",53,53,,,
"Educación inicial (142)",6,4,,2,
"Primaria (143)",797,743,32,10,12
"Secundaria (144)",2550,1897,137,141,375
"Superior no univ. incompleta (145)",194,80,19,30,65
"Superior no univ. completa (146)",256,63,25,37,131
"Superior univ. incompleta (147)",96,50,5,9,32
"Superior univ. completa (148)",195,55,19,23,98
"De 30 a 44 años (150)",4068,2720,203,283,862
"Sin nivel (151)",136,129,5,1,1
"Educación inicial (152)",4,4,,,
"Primaria (153)",1288,1168,56,34,30
"Secundaria (154)",1926,1226,83,155,462
"Superior no univ. incompleta (155)",151,49,7,27,68
"Superior no univ. completa (156)",222,49,9,23,141
"Superior univ. incompleta (157)",88,34,5,11,38
"Superior univ. completa (158)",253,61,38,32,122
"De 45 a 64 años (160)",2454,2017,110,86,241
"Sin nivel (161)",297,280,12,4,1
"Primaria (163)",1302,1181,56,30,35
"Secundaria (164)",661,487,27,32,115
"Superior no univ. incompleta (165)",32,14,4,2,12
"Superior no univ. completa (166)",38,17,1,5,15
"Superior univ. incompleta (167)",25,15,1,3,6
"Superior univ. completa (168)",99,23,9,10,57
"De 65 y más años (170)",714,688,15,8,3
"Sin nivel (171)",266,262,3,1,
"Primaria (173)",404,388,9,7,
"Secundaria (174)",38,35,1,,2
"Superior no univ. completa (176)",1,,,,1
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",2,,2,,
