"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia POMABAMBA (000)",5891,4572,593,393,333
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,,10,5,14
"Profes., científicos e intelectuales (002)",892,303,245,234,110
"Técnicos de nivel medio y trab. asimilados (003)",98,29,7,8,54
"Jefes y empleados de oficina (004)",147,12,22,29,84
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",318,306,6,3,3
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1878,1809,68,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",202,178,12,6,6
"Obreros construc.,conf.,papel, fab., instr. (008)",199,114,36,32,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1947,1682,175,57,33
"Otra (010)",11,,,,11
"Ocupación no especificada (011)",170,139,12,18,1
"Hombres (012)",4623,3625,482,302,214
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",20,,5,5,10
"Profes., científicos e intelectuales (014)",544,156,168,162,58
"Técnicos de nivel medio y trab. asimilados (015)",71,23,6,8,34
"Jefes y empleados de oficina (016)",93,8,20,16,49
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",151,146,,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1803,1740,62,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",180,157,12,6,5
"Obreros construc.,conf.,papel, fab., instr. (020)",198,114,35,32,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1467,1220,165,56,26
"Otra (022)",11,,,,11
"Ocupación no especificada (023)",85,61,9,14,1
"Mujeres (024)",1268,947,111,91,119
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,,5,,4
"Profes., científicos e intelectuales (026)",348,147,77,72,52
"Técnicos de nivel medio y trab. asimilados (027)",27,6,1,,20
"Jefes y empleados de oficina (028)",54,4,2,13,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",167,160,6,1,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",75,69,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",22,21,,,1
"Obreros construc.,conf.,papel, fab., instr. (032)",1,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",480,462,10,1,7
"Ocupación no especificada (035)",85,78,3,4,
