"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",4442,3712,282,280,168
"Agric., ganadería, caza y silvicultura (045)",1814,1582,137,87,8
"Industrias manufactureras (048)",92,81,6,4,1
"Suministro de electricidad, gas y agua (049)",1,1,,,
"Construcción (050)",11,4,3,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",741,714,22,4,1
"Venta, mant.y rep. veh.autom y motoc. (052)",19,17,2,,
"Comercio al por mayor (053)",22,19,1,1,1
"Comercio al por menor (054)",700,678,19,3,
"Hoteles y restaurantes (055)",411,383,22,5,1
"Trans., almac. y comunicaciones (056)",23,21,1,1,
"Intermediación financiera (057)",5,,,4,1
"Activid.inmobil., empres. y alquileres (058)",28,21,3,3,1
"Admin.pub. y defensa; p. segur soc.afil (059)",78,,,,78
"Enseñanza (060)",356,124,70,145,17
"Servicios sociales y de salud (061)",68,9,,3,56
"Otras activ. serv.comun.soc y personales (062)",72,60,6,5,1
"Hogares privados con servicio doméstico (063)",389,389,,,
"Actividad economica no especificada (065)",353,323,12,15,3
,,,,,
"URBANA (066)",10841,8543,979,851,468
"Agric., ganadería, caza y silvicultura (067)",5798,4895,546,315,42
"Pesca (068)",5,5,,,
"Explotación de minas y canteras (069)",2,2,,,
"Industrias manufactureras (070)",363,289,36,32,6
"Suministro de electricidad, gas y agua (071)",27,7,5,14,1
"Construcción (072)",332,182,73,64,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1472,1390,69,11,2
"Venta, mant.y rep. veh.autom y motoc. (074)",181,170,10,1,
"Comercio al por mayor (075)",57,42,8,5,2
"Comercio al por menor (076)",1234,1178,51,5,
"Hoteles y restaurantes (077)",395,361,27,6,1
"Trans., almac. y comunicaciones (078)",572,498,35,30,9
"Intermediación financiera (079)",22,2,3,15,2
"Activid.inmobil., empres. y alquileres (080)",131,88,11,25,7
"Admin.pub. y defensa; p. segur soc.afil (081)",235,,,,235
"Enseñanza (082)",592,116,133,300,43
"Servicios sociales y de salud (083)",126,23,1,4,98
"Otras activ. serv.comun.soc y personales (084)",162,127,17,16,2
"Hogares privados con servicio doméstico (085)",327,327,,,
"Actividad economica no especificada (087)",280,231,23,19,7
"Hombres (088)",7790,6108,751,615,316
"Agric., ganadería, caza y silvicultura (089)",4829,4076,450,263,40
"Pesca (090)",5,5,,,
"Explotación de minas y canteras (091)",2,2,,,
"Industrias manufactureras (092)",279,216,30,28,5
"Suministro de electricidad, gas y agua (093)",26,6,5,14,1
"Construcción (094)",322,178,70,61,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",820,763,48,8,1
"Venta, mant.y rep. veh.autom y motoc. (096)",162,153,8,1,
"Comercio al por mayor (097)",36,24,7,4,1
"Comercio al por menor (098)",622,586,33,3,
"Hoteles y restaurantes (099)",89,83,5,1,
"Trans., almac. y comunicaciones (100)",551,479,34,29,9
"Intermediación financiera (101)",17,2,3,11,1
"Activid.inmobil., empres. y alquileres (102)",103,67,8,22,6
"Admin.pub. y defensa; p. segur soc.afil (103)",162,,,,162
"Enseñanza (104)",294,37,71,160,26
"Servicios sociales y de salud (105)",65,16,1,1,47
"Otras activ. serv.comun.soc y personales (106)",95,70,13,11,1
"Hogares privados con servicio doméstico (107)",19,19,,,
"Actividad economica no especificada (109)",112,89,13,6,4
"Mujeres (110)",3051,2435,228,236,152
"Agric., ganadería, caza y silvicultura (111)",969,819,96,52,2
"Industrias manufactureras (114)",84,73,6,4,1
"Suministro de electricidad, gas y agua (115)",1,1,,,
"Construcción (116)",10,4,3,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",652,627,21,3,1
"Venta, mant.y rep. veh.autom y motoc. (118)",19,17,2,,
"Comercio al por mayor (119)",21,18,1,1,1
"Comercio al por menor (120)",612,592,18,2,
"Hoteles y restaurantes (121)",306,278,22,5,1
"Trans., almac. y comunicaciones (122)",21,19,1,1,
"Intermediación financiera (123)",5,,,4,1
"Activid.inmobil., empres. y alquileres (124)",28,21,3,3,1
"Admin.pub. y defensa; p. segur soc.afil (125)",73,,,,73
"Enseñanza (126)",298,79,62,140,17
"Servicios sociales y de salud (127)",61,7,,3,51
"Otras activ. serv.comun.soc y personales (128)",67,57,4,5,1
"Hogares privados con servicio doméstico (129)",308,308,,,
"Actividad economica no especificada (131)",168,142,10,13,3
,,,,,
"RURAL (132)",8256,7569,426,210,51
"Agric., ganadería, caza y silvicultura (133)",7221,6625,376,191,29
"Pesca (134)",1,1,,,
"Industrias manufactureras (136)",67,62,3,2,
"Suministro de electricidad, gas y agua (137)",1,1,,,
"Construcción (138)",36,27,6,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",240,233,6,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",9,9,,,
"Comercio al por mayor (141)",8,8,,,
"Comercio al por menor (142)",223,216,6,1,
"Hoteles y restaurantes (143)",107,107,,,
"Trans., almac. y comunicaciones (144)",70,64,4,2,
"Activid.inmobil., empres. y alquileres (146)",6,5,,1,
"Admin.pub. y defensa; p. segur soc.afil (147)",13,,,,13
"Enseñanza (148)",115,85,22,8,
"Servicios sociales y de salud (149)",16,8,,,8
"Otras activ. serv.comun.soc y personales (150)",15,10,4,1,
"Hogares privados con servicio doméstico (151)",85,85,,,
"Actividad economica no especificada (153)",263,256,5,2,
"Hombres (154)",6865,6292,372,166,35
"Agric., ganadería, caza y silvicultura (155)",6376,5862,335,156,23
"Pesca (156)",1,1,,,
"Industrias manufactureras (158)",59,54,3,2,
"Suministro de electricidad, gas y agua (159)",1,1,,,
"Construcción (160)",35,27,6,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",151,146,5,,
"Venta, mant.y rep. veh.autom y motoc. (162)",9,9,,,
"Comercio al por mayor (163)",7,7,,,
"Comercio al por menor (164)",135,130,5,,
"Hoteles y restaurantes (165)",2,2,,,
"Trans., almac. y comunicaciones (166)",68,62,4,2,
"Activid.inmobil., empres. y alquileres (168)",6,5,,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",8,,,,8
"Enseñanza (170)",57,40,14,3,
"Servicios sociales y de salud (171)",9,6,,,3
"Otras activ. serv.comun.soc y personales (172)",10,7,2,1,
"Hogares privados con servicio doméstico (173)",4,4,,,
"Actividad economica no especificada (175)",78,75,3,,
"Mujeres (176)",1391,1277,54,44,16
"Agric., ganadería, caza y silvicultura (177)",845,763,41,35,6
"Industrias manufactureras (180)",8,8,,,
"Construcción (182)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",89,87,1,1,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",88,86,1,1,
"Hoteles y restaurantes (187)",105,105,,,
"Trans., almac. y comunicaciones (188)",2,2,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",5,,,,5
"Enseñanza (192)",58,45,8,5,
"Servicios sociales y de salud (193)",7,2,,,5
"Otras activ. serv.comun.soc y personales (194)",5,3,2,,
"Hogares privados con servicio doméstico (195)",81,81,,,
"Actividad economica no especificada (197)",185,181,2,2,
