"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",221,12,,74,107,2,7,7,12
"Agricult.trabaj. calif.agrop. y pesquros (042)",821,75,,402,314,6,8,7,9
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",39,2,,9,19,1,4,2,2
"Obreros. construc., conf., papel, fab., instr (044)",71,1,,17,39,3,3,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",736,76,1,305,318,12,9,6,9
"Otra (046)",24,,,,8,,3,2,11
"Ocupación no especificada (047)",88,9,,38,29,1,2,2,7
"Hombres (048)",1571,55,1,542,635,27,100,36,175
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",20,,,1,4,2,3,,10
"Profes., científicos e intelectuales (050)",172,,,,,2,54,7,109
"Técnicos de nivel medio ytrab.asimilados (051)",27,,,,4,4,10,4,5
"Jefes y empleados de oficina (052)",24,,,,9,2,4,2,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",65,,,16,36,1,3,5,4
"Agricult.trabaj. calif.agrop. y pesquros (054)",708,44,,346,290,6,8,5,9
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",34,1,,8,18,1,3,2,1
"Obreros. construc., conf., papel, fab., instr (056)",71,1,,17,39,3,3,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",388,9,1,142,209,6,8,5,8
"Otra (058)",24,,,,8,,3,2,11
"Ocupación no especificada (059)",38,,,12,18,,1,1,6
"Mujeres (060)",802,120,,308,220,14,50,14,76
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",5,,,2,1,,2,,
"Profes., científicos e intelectuales (062)",106,,,,2,5,34,4,61
"Técnicos de nivel medio ytrab.asimilados (063)",8,,,,,,5,3,
"Jefes y empleados de oficina (064)",11,,,2,1,1,2,1,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",156,12,,58,71,1,4,2,8
"Agricult.trabaj. calif.agrop. y pesquros (066)",113,31,,56,24,,,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",5,1,,1,1,,1,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",348,67,,163,109,6,1,1,1
"Ocupación no especificada (071)",50,9,,26,11,1,1,1,1
,,,,,,,,,
"RURAL (072)",7237,1125,24,3727,2014,69,112,36,130
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",6,,,,,,1,1,4
"Profes., científicos e intelectuales (074)",156,,,,3,7,62,5,79
"Técnicos de nivel medio ytrab.asimilados (075)",30,,,1,5,12,11,1,
"Jefes y empleados de oficina (076)",6,,,,3,1,1,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",119,7,,42,60,2,1,1,6
"Agricult.trabaj. calif.agrop. y pesquros (078)",3567,572,3,1997,912,23,23,16,21
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",63,3,,28,28,1,1,1,1
"Obreros. construc., conf., papel, fab., instr (080)",85,3,,26,48,1,4,1,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3034,492,21,1546,922,21,7,10,15
"Ocupación no especificada (083)",171,48,,87,33,1,1,,1
"Hombres (084)",4791,383,9,2556,1574,51,84,32,102
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,,,,1,1,3
"Profes., científicos e intelectuales (086)",115,,,,1,6,42,4,62
"Técnicos de nivel medio ytrab.asimilados (087)",24,,,1,4,10,8,1,
"Jefes y empleados de oficina (088)",5,,,,3,,1,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",43,,,9,28,2,,,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",2949,291,2,1738,840,20,21,16,21
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",53,2,,26,22,1,,1,1
"Obreros. construc., conf., papel, fab., instr (092)",85,3,,26,48,1,4,1,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1478,84,7,743,612,10,6,8,8
"Ocupación no especificada (095)",34,3,,13,16,1,1,,
"Mujeres (096)",2446,742,15,1171,440,18,28,4,28
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",41,,,,2,1,20,1,17
"Técnicos de nivel medio ytrab.asimilados (099)",6,,,,1,2,3,,
"Jefes y empleados de oficina (100)",1,,,,,1,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",76,7,,33,32,,1,1,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",618,281,1,259,72,3,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",10,1,,2,6,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1556,408,14,803,310,11,1,2,7
"Ocupación no especificada (107)",137,45,,74,17,,,,1
