"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",44,39,5,,
,,,,,
"URBANA (036)",2630,1583,345,298,404
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",25,,2,3,20
"Profes., científicos e intelectuales (038)",411,129,123,94,65
"Técnicos de nivel medio y trab. asimilados (039)",106,33,25,14,34
"Jefes y empleados de oficina (040)",154,20,12,17,105
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",248,228,11,2,7
"Agricult.trabaj.calif.agrop.y pesqueros (042)",385,376,8,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",426,240,61,86,39
"Obreros construc.,conf.,papel, fab., instr. (044)",142,94,19,17,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",651,441,68,59,83
"Otra (046)",39,,,,39
"Ocupación no especificada (047)",43,22,16,5,
"Hombres (048)",1854,1058,262,245,289
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",19,,1,2,16
"Profes., científicos e intelectuales (050)",197,41,63,58,35
"Técnicos de nivel medio y trab. asimilados (051)",90,29,24,12,25
"Jefes y empleados de oficina (052)",95,14,10,9,62
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",84,76,3,1,4
"Agricult.trabaj.calif.agrop.y pesqueros (054)",292,286,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",417,236,58,85,38
"Obreros construc.,conf.,papel, fab., instr. (056)",140,92,19,17,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",456,276,66,56,58
"Otra (058)",39,,,,39
"Ocupación no especificada (059)",25,8,12,5,
"Mujeres (060)",776,525,83,53,115
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,1,1,4
"Profes., científicos e intelectuales (062)",214,88,60,36,30
"Técnicos de nivel medio y trab. asimilados (063)",16,4,1,2,9
"Jefes y empleados de oficina (064)",59,6,2,8,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",164,152,8,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",93,90,2,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",9,4,3,1,1
"Obreros construc.,conf.,papel, fab., instr. (068)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",195,165,2,3,25
"Ocupación no especificada (071)",18,14,4,,
,,,,,
"RURAL (072)",3862,3292,286,179,105
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,,1,,6
"Profes., científicos e intelectuales (074)",191,90,73,18,10
"Técnicos de nivel medio y trab. asimilados (075)",57,21,18,5,13
"Jefes y empleados de oficina (076)",38,9,11,3,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",116,101,12,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1850,1834,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",228,108,66,45,9
"Obreros construc.,conf.,papel, fab., instr. (080)",132,73,25,31,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1176,1003,58,73,42
"Otra (082)",4,,,,4
"Ocupación no especificada (083)",63,53,6,3,1
"Hombres (084)",2677,2191,241,162,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,,4
"Profes., científicos e intelectuales (086)",121,46,53,14,8
"Técnicos de nivel medio y trab. asimilados (087)",48,21,16,5,6
"Jefes y empleados de oficina (088)",30,5,8,3,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",53,43,7,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1370,1357,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",223,107,65,44,7
"Obreros construc.,conf.,papel, fab., instr. (092)",130,71,25,31,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",658,513,49,61,35
"Otra (094)",3,,,,3
"Ocupación no especificada (095)",37,28,5,3,1
"Mujeres (096)",1185,1101,45,17,22
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,,2
"Profes., científicos e intelectuales (098)",70,44,20,4,2
"Técnicos de nivel medio y trab. asimilados (099)",9,,2,,7
"Jefes y empleados de oficina (100)",8,4,3,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",63,58,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",480,477,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",5,1,1,1,2
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",518,490,9,12,7
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",26,25,1,,
