"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 25 a 29 años (054)",1,,,,,1,,
"De 30 a 34 años (055)",1,,,,,,1,
"De 35 a 39 años (056)",4,,,,,1,1,2
"De 40 a 44 años (057)",4,,,,,1,,3
"De 45 a 49 años (058)",5,,,,1,3,,1
"De 50 y más años (059)",9,,,2,2,1,,4
"Soltero(a) (060)",1037,2,4,11,39,68,187,726
"De 12 a 14 años (061)",1,,,,,,,1
"De 15 a 19 años (062)",28,,,,,,17,11
"De 20 a 24 años (063)",257,,,,,,55,202
"De 25 a 29 años (064)",235,,,,,7,57,171
"De 30 a 34 años (065)",159,,,,1,19,31,108
"De 35 a 39 años (066)",122,,,,1,17,20,84
"De 40 a 44 años (067)",69,,,,5,13,6,45
"De 45 a 49 años (068)",55,,,2,12,8,1,32
"De 50 y más años (069)",111,2,4,9,20,4,,72
,,,,,,,,
"URBANA (080)",14239,83,261,715,1349,2565,6559,2707
"De 12 a 14 años (081)",7,,,,,,,7
"De 15 a 19 años (082)",504,,,,,,322,182
"De 20 a 24 años (083)",2032,,,,,2,1396,634
"De 25 a 29 años (084)",2162,,,,,44,1643,475
"De 30 a 34 años (085)",1899,,,,1,176,1433,289
"De 35 a 39 años (086)",1729,,,,9,428,1062,230
"De 40 a 44 años (087)",1349,,,,49,607,511,182
"De 45 a 49 años (088)",1153,,,2,176,664,173,138
"De 50 y más años (089)",3404,83,261,713,1114,644,19,570
"Conviviente (090)",4916,1,7,54,123,477,3306,948
"De 12 a 14 años (091)",4,,,,,,,4
"De 15 a 19 años (092)",416,,,,,,265,151
"De 20 a 24 años (093)",1375,,,,,1,1034,340
"De 25 a 29 años (094)",1110,,,,,16,901,193
"De 30 a 34 años (095)",745,,,,,56,596,93
"De 35 a 39 años (096)",529,,,,5,113,354,57
"De 40 a 44 años (097)",270,,,,11,108,117,34
"De 45 a 49 años (098)",184,,,,18,105,35,26
"De 50 y más años (099)",283,1,7,54,89,78,4,50
"Separado(a) (100)",820,3,10,39,88,193,293,194
"De 15 a 19 años (102)",31,,,,,,22,9
"De 20 a 24 años (103)",93,,,,,1,62,30
"De 25 a 29 años (104)",111,,,,,8,72,31
"De 30 a 34 años (105)",118,,,,,28,64,26
"De 35 a 39 años (106)",106,,,,,51,41,14
"De 40 a 44 años (107)",90,,,,6,43,23,18
"De 45 a 49 años (108)",86,,,,18,42,9,17
"De 50 y más años (109)",185,3,10,39,64,20,,49
"Casado(a) (110)",6718,18,108,422,954,1729,2753,734
"De 12 a 14 años (111)",2,,,,,,,2
"De 15 a 19 años (112)",28,,,,,,17,11
"De 20 a 24 años (113)",322,,,,,,248,74
"De 25 a 29 años (114)",713,,,,,10,613,90
"De 30 a 34 años (115)",873,,,,,69,734,70
"De 35 a 39 años (116)",955,,,,3,236,642,74
"De 40 a 44 años (117)",898,,,,26,427,360,85
"De 45 a 49 años (118)",787,,,,123,482,124,58
"De 50 y más años (119)",2140,18,108,422,802,505,15,270
"Viudo(a) (120)",793,60,132,189,144,94,29,145
"De 20 a 24 años (123)",2,,,,,,2,
"De 25 a 29 años (124)",8,,,,,2,5,1
"De 30 a 34 años (125)",15,,,,,5,8,2
"De 35 a 39 años (126)",17,,,,,11,5,1
"De 40 a 44 años (127)",25,,,,1,15,5,4
"De 45 a 49 años (128)",39,,,,5,25,4,5
"De 50 y más años (129)",687,60,132,189,138,36,,132
"Divorciado(a) (130)",23,,,2,2,7,2,10
"De 15 a 19 años (132)",1,,,,,,1,
"De 25 a 29 años (134)",1,,,,,1,,
"De 35 a 39 años (136)",4,,,,,1,1,2
"De 40 a 44 años (137)",4,,,,,1,,3
"De 45 a 49 años (138)",4,,,,,3,,1
"De 50 y más años (139)",9,,,2,2,1,,4
"Soltero(a) (140)",969,1,4,9,38,65,176,676
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",28,,,,,,17,11
"De 20 a 24 años (143)",240,,,,,,50,190
"De 25 a 29 años (144)",219,,,,,7,52,160
"De 30 a 34 años (145)",148,,,,1,18,31,98
"De 35 a 39 años (146)",118,,,,1,16,19,82
"De 40 a 44 años (147)",62,,,,5,13,6,38
"De 45 a 49 años (148)",53,,,2,12,7,1,31
"De 50 y más años (149)",100,1,4,7,19,4,,65
,,,,,,,,
"RURAL (160)",878,6,16,37,77,166,402,174
"De 12 a 14 años (161)",2,,,,,,,2
"De 15 a 19 años (162)",40,,,,,,28,12
"De 20 a 24 años (163)",125,,,,,1,88,36
"De 25 a 29 años (164)",149,,,,,1,123,25
"De 30 a 34 años (165)",86,,,,,10,58,18
"De 35 a 39 años (166)",94,,,,2,21,60,11
"De 40 a 44 años (167)",85,,,,4,34,32,15
"De 45 a 49 años (168)",69,,,,9,43,10,7
"De 50 y más años (169)",228,6,16,37,62,56,3,48
"Conviviente (170)",355,1,1,5,12,47,231,58
"De 12 a 14 años (171)",2,,,,,,,2
"De 15 a 19 años (172)",34,,,,,,24,10
"De 20 a 24 años (173)",81,,,,,,62,19
"De 25 a 29 años (174)",77,,,,,,68,9
"De 30 a 34 años (175)",35,,,,,4,28,3
"De 35 a 39 años (176)",38,,,,1,8,27,2
"De 40 a 44 años (177)",28,,,,1,10,13,4
"De 45 a 49 años (178)",23,,,,1,13,7,2
"De 50 y más años (179)",37,1,1,5,9,12,2,7
"Separado(a) (180)",64,1,1,1,7,14,21,19
"De 15 a 19 años (182)",1,,,,,,,1
"De 20 a 24 años (183)",10,,,,,1,6,3
"De 25 a 29 años (184)",6,,,,,1,4,1
"De 30 a 34 años (185)",6,,,,,1,3,2
"De 35 a 39 años (186)",10,,,,,2,2,6
"De 40 a 44 años (187)",12,,,,2,5,4,1
"De 45 a 49 años (188)",8,,,,1,2,2,3
"De 50 y más años (189)",11,1,1,1,4,2,,2
"Casado(a) (190)",346,1,4,23,51,94,137,36
"De 15 a 19 años (192)",5,,,,,,4,1
"De 20 a 24 años (193)",17,,,,,,15,2
"De 25 a 29 años (194)",50,,,,,,46,4
"De 30 a 34 años (195)",32,,,,,4,25,3
"De 35 a 39 años (196)",42,,,,1,10,30,1
"De 40 a 44 años (197)",36,,,,1,17,15,3
"De 45 a 49 años (198)",35,,,,6,27,1,1
"De 50 y más años (199)",129,1,4,23,43,36,1,21
"Viudo(a) (200)",43,2,10,6,5,8,1,11
"De 30 a 34 años (205)",1,,,,,,1,
"De 40 a 44 años (207)",2,,,,,2,,
"De 50 y más años (209)",40,2,10,6,5,6,,11
"Divorciado(a) (210)",2,,,,1,,1,
"De 30 a 34 años (215)",1,,,,,,1,
"De 45 a 49 años (218)",1,,,,1,,,
"Soltero(a) (220)",68,1,,2,1,3,11,50
"De 20 a 24 años (223)",17,,,,,,5,12
"De 25 a 29 años (224)",16,,,,,,5,11
"De 30 a 34 años (225)",11,,,,,1,,10
"De 35 a 39 años (226)",4,,,,,1,1,2
"De 40 a 44 años (227)",7,,,,,,,7
"De 45 a 49 años (228)",2,,,,,1,,1
"De 50 y más años (229)",11,1,,2,1,,,7
