"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PACHITEA (000)",17566,692,2448,9986,398,2986,156,900
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",20,20,,,,,,
"Profes., científicos e intelectuales (002)",324,302,,18,4,,,
"Técnicos de nivel medio y trab. asimilados (003)",113,80,,30,2,1,,
"Jefes y empleados de oficina (004)",74,74,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",748,66,5,581,13,83,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",8957,2,1,8591,363,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",301,,51,233,6,11,,
"Obreros construc.,conf.,papel, fab., instr. (008)",331,41,77,193,8,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5481,51,2292,164,,2818,156,
"Otra (010)",16,16,,,,,,
"Ocupaciñn no especificada (011)",301,40,22,176,2,61,,
"Desocupado (012)",900,,,,,,,900
"Hombres (013)",15116,393,2313,8919,383,2449,44,615
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",18,18,,,,,,
"Profes., científicos e intelectuales (015)",165,147,,14,4,,,
"Técnicos de nivel medio y trab. asimilados (016)",73,51,,20,1,1,,
"Jefes y empleados de oficina (017)",39,39,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",335,41,,269,9,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",8589,2,1,8230,356,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",154,,40,105,4,5,,
"Obreros construc.,conf.,papel, fab., instr. (021)",329,41,77,191,8,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",4719,23,2182,62,,2408,44,
"Otra (023)",16,16,,,,,,
"Ocupaciñn no especificada (024)",64,15,13,28,1,7,,
"Desocupado (025)",615,,,,,,,615
"Mujeres (026)",2450,299,135,1067,15,537,112,285
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",2,2,,,,,,
"Profes., científicos e intelectuales (028)",159,155,,4,,,,
"Técnicos de nivel medio y trab. asimilados (029)",40,29,,10,1,,,
"Jefes y empleados de oficina (030)",35,35,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",413,25,5,312,4,67,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",368,,,361,7,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",147,,11,128,2,6,,
"Obreros construc.,conf.,papel, fab., instr. (034)",2,,,2,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",762,28,110,102,,410,112,
"Ocupaciñn no especificada (037)",237,25,9,148,1,54,,
"Desocupado (038)",285,,,,,,,285
,,,,,,,,
"URBANA (039)",2823,428,408,1470,24,199,50,244
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",11,11,,,,,,
"Profes., científicos e intelectuales (041)",209,189,,16,4,,,
"Técnicos de nivel medio y trab. asimilados (042)",76,48,,25,2,1,,
"Jefes y empleados de oficina (043)",57,57,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",463,33,,367,4,59,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",762,,1,752,9,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",124,,27,91,1,5,,
"Obreros construc.,conf.,papel, fab., instr. (047)",156,23,30,95,2,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",648,34,343,100,,121,50,
"Otra (049)",16,16,,,,,,
"Ocupaciñn no especificada (050)",57,17,7,24,2,7,,
"Desocupado (051)",244,,,,,,,244
"Hombres (052)",2079,245,389,1133,18,112,10,172
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",9,9,,,,,,
"Profes., científicos e intelectuales (054)",99,82,,13,4,,,
"Técnicos de nivel medio y trab. asimilados (055)",52,32,,18,1,1,,
"Jefes y empleados de oficina (056)",32,32,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",219,22,,185,3,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",727,,1,720,6,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",88,,21,62,1,4,,
"Obreros construc.,conf.,papel, fab., instr. (060)",155,23,30,94,2,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",483,18,330,34,,91,10,
"Otra (062)",16,16,,,,,,
"Ocupaciñn no especificada (063)",27,11,7,7,1,1,,
"Desocupado (064)",172,,,,,,,172
"Mujeres (065)",744,183,19,337,6,87,40,72
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",110,107,,3,,,,
"Técnicos de nivel medio y trab. asimilados (068)",24,16,,7,1,,,
"Jefes y empleados de oficina (069)",25,25,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",244,11,,182,1,50,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",35,,,32,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",36,,6,29,,1,,
"Obreros construc.,conf.,papel, fab., instr. (073)",1,,,1,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",165,16,13,66,,30,40,
"Ocupaciñn no especificada (076)",30,6,,17,1,6,,
"Desocupado (077)",72,,,,,,,72
,,,,,,,,
"RURAL (078)",14743,264,2040,8516,374,2787,106,656
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",9,9,,,,,,
"Profes., científicos e intelectuales (080)",115,113,,2,,,,
"Técnicos de nivel medio y trab. asimilados (081)",37,32,,5,,,,
"Jefes y empleados de oficina (082)",17,17,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",285,33,5,214,9,24,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",8195,2,,7839,354,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",177,,24,142,5,6,,
"Obreros construc.,conf.,papel, fab., instr. (086)",175,18,47,98,6,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",4833,17,1949,64,,2697,106,
"Ocupaciñn no especificada (089)",244,23,15,152,,54,,
"Desocupado (090)",656,,,,,,,656
"Hombres (091)",13037,148,1924,7786,365,2337,34,443
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,9,,,,,,
"Profes., científicos e intelectuales (093)",66,65,,1,,,,
"Técnicos de nivel medio y trab. asimilados (094)",21,19,,2,,,,
"Jefes y empleados de oficina (095)",7,7,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",116,19,,84,6,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",7862,2,,7510,350,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",66,,19,43,3,1,,
"Obreros construc.,conf.,papel, fab., instr. (099)",174,18,47,97,6,6,,
