"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANUCO (000)",198663,33475,42990,39539,31213,22409,29037
"Conviviente (001)",51644,646,9917,18221,12750,6206,3904
"Separado(a) (002)",7925,72,907,1932,2036,1491,1487
"Casado(a) (003)",46928,68,1223,7117,11704,11540,15276
"Viudo(a) (004)",8712,10,88,297,703,1220,6394
"Divorciado(a) (005)",977,,36,125,234,272,310
"Soltero(a) (006)",82477,32679,30819,11847,3786,1680,1666
"Hombres (008)",96458,16944,21186,19097,14701,10664,13866
"Conviviente (009)",24775,252,3546,8677,6518,3489,2293
"Separado(a) (010)",1908,14,109,410,493,413,469
"Casado(a) (011)",22642,33,377,2931,5330,5509,8462
"Viudo(a) (012)",2213,4,16,78,169,286,1660
"Divorciado(a) (013)",394,,16,45,92,121,120
"Soltero(a) (014)",44526,16641,17122,6956,2099,846,862
"Mujeres (016)",102205,16531,21804,20442,16512,11745,15171
"Conviviente (017)",26869,394,6371,9544,6232,2717,1611
"Separado(a) (018)",6017,58,798,1522,1543,1078,1018
"Casado(a) (019)",24286,35,846,4186,6374,6031,6814
"Viudo(a) (020)",6499,6,72,219,534,934,4734
"Divorciado(a) (021)",583,,20,80,142,151,190
"Soltero(a) (022)",37951,16038,13697,4891,1687,834,804
,,,,,,,
"URBANA (024)",124995,19542,28185,24964,20129,14463,17712
"Conviviente (025)",28070,360,5347,10069,7225,3292,1777
"Separado(a) (026)",4969,42,468,1142,1329,1024,964
"Casado(a) (027)",32048,44,778,4875,8294,8080,9977
"Viudo(a) (028)",4902,6,33,127,380,654,3702
"Divorciado(a) (029)",737,,15,72,187,216,247
"Soltero(a) (030)",54269,19090,21544,8679,2714,1197,1045
"Hombres (032)",59177,9668,13588,11800,9210,6686,8225
"Conviviente (033)",13081,159,1861,4573,3590,1840,1058
"Separado(a) (034)",1145,8,65,241,291,262,278
"Casado(a) (035)",15292,22,245,1955,3749,3818,5503
"Viudo(a) (036)",1028,2,6,32,70,116,802
"Divorciado(a) (037)",286,,9,27,65,94,91
"Soltero(a) (038)",28345,9477,11402,4972,1445,556,493
"Mujeres (040)",65818,9874,14597,13164,10919,7777,9487
"Conviviente (041)",14989,201,3486,5496,3635,1452,719
"Separado(a) (042)",3824,34,403,901,1038,762,686
"Casado(a) (043)",16756,22,533,2920,4545,4262,4474
"Viudo(a) (044)",3874,4,27,95,310,538,2900
"Divorciado(a) (045)",451,,6,45,122,122,156
"Soltero(a) (046)",25924,9613,10142,3707,1269,641,552
,,,,,,,
"RURAL (048)",73668,13933,14805,14575,11084,7946,11325
"Conviviente (049)",23574,286,4570,8152,5525,2914,2127
"Separado(a) (050)",2956,30,439,790,707,467,523
"Casado(a) (051)",14880,24,445,2242,3410,3460,5299
"Viudo(a) (052)",3810,4,55,170,323,566,2692
"Divorciado(a) (053)",240,,21,53,47,56,63
"Soltero(a) (054)",28208,13589,9275,3168,1072,483,621
"Hombres (056)",37281,7276,7598,7297,5491,3978,5641
"Conviviente (057)",11694,93,1685,4104,2928,1649,1235
"Separado(a) (058)",763,6,44,169,202,151,191
"Casado(a) (059)",7350,11,132,976,1581,1691,2959
"Viudo(a) (060)",1185,2,10,46,99,170,858
"Divorciado(a) (061)",108,,7,18,27,27,29
"Soltero(a) (062)",16181,7164,5720,1984,654,290,369
"Mujeres (064)",36387,6657,7207,7278,5593,3968,5684
"Conviviente (065)",11880,193,2885,4048,2597,1265,892
"Separado(a) (066)",2193,24,395,621,505,316,332
"Casado(a) (067)",7530,13,313,1266,1829,1769,2340
"Viudo(a) (068)",2625,2,45,124,224,396,1834
"Divorciado(a) (069)",132,,14,35,20,29,34
"Soltero(a) (070)",12027,6425,3555,1184,418,193,252
