"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JAEN (000)",171790,8170,21479,23921,19569,30535,24856,34195,9065
"Sabe leer y escribir (001)",142513,,14774,23503,19104,29245,23027,27895,4965
"No sabe leer y escribir (002)",29277,8170,6705,418,465,1290,1829,6300,4100
"Hombres (004)",88020,4231,10979,12296,10067,15340,12443,17739,4925
"Sabe leer y escribir (005)",75758,,7559,12072,9853,14869,11885,16015,3505
"No sabe leer y escribir (006)",12262,4231,3420,224,214,471,558,1724,1420
"Mujeres (008)",83770,3939,10500,11625,9502,15195,12413,16456,4140
"Sabe leer y escribir (009)",66755,,7215,11431,9251,14376,11142,11880,1460
"No sabe leer y escribir (010)",17015,3939,3285,194,251,819,1271,4576,2680
,,,,,,,,,
"URBANA (012)",86543,3526,9241,10944,10427,16409,13514,18276,4206
"Sabe leer y escribir (013)",76746,,7038,10822,10297,16104,13081,16482,2922
"No sabe leer y escribir (014)",9797,3526,2203,122,130,305,433,1794,1284
"Hombres (016)",42961,1816,4718,5490,5097,7808,6502,9292,2238
"Sabe leer y escribir (017)",38817,,3579,5424,5037,7682,6381,8840,1874
"No sabe leer y escribir (018)",4144,1816,1139,66,60,126,121,452,364
"Mujeres (020)",43582,1710,4523,5454,5330,8601,7012,8984,1968
"Sabe leer y escribir (021)",37929,,3459,5398,5260,8422,6700,7642,1048
"No sabe leer y escribir (022)",5653,1710,1064,56,70,179,312,1342,920
,,,,,,,,,
"RURAL (024)",85247,4644,12238,12977,9142,14126,11342,15919,4859
"Sabe leer y escribir (025)",65767,,7736,12681,8807,13141,9946,11413,2043
"No sabe leer y escribir (026)",19480,4644,4502,296,335,985,1396,4506,2816
"Hombres (028)",45059,2415,6261,6806,4970,7532,5941,8447,2687
"Sabe leer y escribir (029)",36941,,3980,6648,4816,7187,5504,7175,1631
"No sabe leer y escribir (030)",8118,2415,2281,158,154,345,437,1272,1056
"Mujeres (032)",40188,2229,5977,6171,4172,6594,5401,7472,2172
"Sabe leer y escribir (033)",28826,,3756,6033,3991,5954,4442,4238,412
"No sabe leer y escribir (034)",11362,2229,2221,138,181,640,959,3234,1760
