"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",39,4,9,9,12,5
"Primaria (033)",327,34,146,78,50,19
"Secundaria (034)",212,10,135,44,23,
"Superior no univ. incompleta (035)",14,,12,2,,
"Superior no univ. completa (036)",30,,21,5,4,
"Superior univ. incompleta (037)",4,,2,2,,
"Superior univ. completa (038)",23,,10,8,5,
"No PEA (040)",34526,15286,9155,4581,3344,2160
"Sin nivel (041)",3326,471,381,602,1025,847
"Educación inicial (042)",645,615,21,9,,
"Primaria (043)",21939,12098,3870,2921,1921,1129
"Secundaria (044)",7629,2102,4232,882,301,112
"Superior no univ. incompleta (045)",379,,309,52,12,6
"Superior no univ. completa (046)",232,,90,63,41,38
"Superior univ. incompleta (047)",225,,193,16,12,4
"Superior univ. completa (048)",151,,59,36,32,24
,,,,,,
"URBANA (060)",33279,7441,9917,7674,5770,2477
"Sin nivel (061)",2019,157,199,353,752,558
"Educación inicial (062)",388,352,20,16,,
"Primaria (063)",17599,5421,3265,3884,3380,1649
"Secundaria (064)",10270,1511,5211,2305,1076,167
"Superior no univ. incompleta (065)",751,,473,188,78,12
"Superior no univ. completa (066)",1102,,326,496,233,47
"Superior univ. incompleta (067)",415,,238,109,61,7
"Superior univ. completa (068)",735,,185,323,190,37
"PEA (070)",16257,485,5265,5457,3992,1058
"Sin nivel (071)",905,17,96,202,410,180
"Educación inicial (072)",25,8,7,10,,
"Primaria (073)",8038,357,2031,2597,2277,776
"Secundaria (074)",5159,103,2475,1676,836,69
"Superior no univ. incompleta (075)",435,,212,151,66,6
"Superior no univ. completa (076)",885,,248,436,192,9
"Superior univ. incompleta (077)",214,,65,95,51,3
"Superior univ. completa (078)",596,,131,290,160,15
"Ocupada (080)",15840,468,5062,5355,3918,1037
"Sin nivel (081)",886,16,94,198,401,177
"Educación inicial (082)",25,8,7,10,,
"Primaria (083)",7854,346,1962,2546,2242,758
"Secundaria (084)",5008,98,2382,1644,815,69
"Superior no univ. incompleta (085)",423,,202,149,66,6
"Superior no univ. completa (086)",858,,229,432,188,9
"Superior univ. incompleta (087)",211,,64,93,51,3
"Superior univ. completa (088)",575,,122,283,155,15
"Desocupada (090)",417,17,203,102,74,21
"Sin nivel (091)",19,1,2,4,9,3
"Primaria (093)",184,11,69,51,35,18
"Secundaria (094)",151,5,93,32,21,
"Superior no univ. incompleta (095)",12,,10,2,,
"Superior no univ. completa (096)",27,,19,4,4,
"Superior univ. incompleta (097)",3,,1,2,,
"Superior univ. completa (098)",21,,9,7,5,
"No PEA (100)",17022,6956,4652,2217,1778,1419
"Sin nivel (101)",1114,140,103,151,342,378
"Educación inicial (102)",363,344,13,6,,
"Primaria (103)",9561,5064,1234,1287,1103,873
"Secundaria (104)",5111,1408,2736,629,240,98
"Superior no univ. incompleta (105)",316,,261,37,12,6
"Superior no univ. completa (106)",217,,78,60,41,38
"Superior univ. incompleta (107)",201,,173,14,10,4
"Superior univ. completa (108)",139,,54,33,30,22
,,,,,,
"RURAL (120)",34562,9371,11473,7376,4825,1517
"Sin nivel (121)",4099,416,583,917,1399,784
"Educación inicial (122)",319,287,22,10,,
"Primaria (123)",24306,7888,7421,5268,3038,691
"Secundaria (124)",5444,780,3244,1039,344,37
"Superior no univ. incompleta (125)",141,,91,46,4,
"Superior no univ. completa (126)",132,,55,58,17,2
"Superior univ. incompleta (127)",52,,35,9,8,
"Superior univ. completa (128)",69,,22,29,15,3
"PEA (130)",17058,1041,6970,5012,3259,776
"Sin nivel (131)",1887,85,305,466,716,315
"Educación inicial (132)",37,16,14,7,,
"Primaria (133)",11928,854,4785,3634,2220,435
"Secundaria (134)",2926,86,1748,786,283,23
"Superior no univ. incompleta (135)",78,,43,31,4,
"Superior no univ. completa (136)",117,,43,55,17,2
"Superior univ. incompleta (137)",28,,15,7,6,
"Superior univ. completa (138)",57,,17,26,13,1
"Ocupada (140)",16826,1010,6838,4966,3239,773
"Sin nivel (141)",1867,82,298,461,713,313
"Educación inicial (142)",37,16,14,7,,
"Primaria (143)",11785,831,4708,3607,2205,434
"Secundaria (144)",2865,81,1706,774,281,23
"Superior no univ. incompleta (145)",76,,41,31,4,
"Superior no univ. completa (146)",114,,41,54,17,2
"Superior univ. incompleta (147)",27,,14,7,6,
"Superior univ. completa (148)",55,,16,25,13,1
"Desocupada (150)",232,31,132,46,20,3
"Sin nivel (151)",20,3,7,5,3,2
"Primaria (153)",143,23,77,27,15,1
"Secundaria (154)",61,5,42,12,2,
"Superior no univ. incompleta (155)",2,,2,,,
"Superior no univ. completa (156)",3,,2,1,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",2,,1,1,,
"No PEA (160)",17504,8330,4503,2364,1566,741
"Sin nivel (161)",2212,331,278,451,683,469
"Educación inicial (162)",282,271,8,3,,
"Primaria (163)",12378,7034,2636,1634,818,256
"Secundaria (164)",2518,694,1496,253,61,14
"Superior no univ. incompleta (165)",63,,48,15,,
"Superior no univ. completa (166)",15,,12,3,,
"Superior univ. incompleta (167)",24,,20,2,2,
"Superior univ. completa (168)",12,,5,3,2,2
