"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",3,3,,1,1,,1,,,,,7
"De 25 a 29 años (024)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (026)",4,4,,1,1,1,,1,,,,13
"Primaria (030)",6106,5926,33,827,855,895,1445,1031,536,304,180,26157
"De 12 a 14 años (031)",42,19,,17,2,,,,,,23,21
"De 15 a 19 años (032)",617,548,6,370,143,25,4,,,,69,747
"De 20 a 24 años (033)",961,917,11,224,326,248,102,6,,,44,2080
"De 25 a 29 años (034)",889,874,5,78,174,257,308,47,5,,15,2856
"De 30 a 34 años (035)",754,747,2,31,78,142,337,125,28,4,7,3193
"De 35 a 39 años (036)",696,689,,29,42,105,226,210,57,20,7,3485
"De 40 a 44 años (037)",592,590,1,14,21,42,168,202,104,38,2,3541
"De 45 a 49 años (038)",470,465,,23,20,24,103,143,99,53,5,2941
"De 50 y más años (039)",1085,1077,8,41,49,52,197,298,243,189,8,7293
"Secundaria (040)",3074,2872,12,870,697,506,524,184,57,22,202,7921
"De 12 a 14 años (041)",8,3,,3,,,,,,,5,3
"De 15 a 19 años (042)",406,339,4,294,35,3,3,,,,67,385
"De 20 a 24 años (043)",795,733,5,346,275,83,23,1,,,62,1249
"De 25 a 29 años (044)",659,615,1,144,206,163,90,11,,,44,1494
"De 30 a 34 años (045)",418,408,,34,102,113,132,25,2,,10,1311
"De 35 a 39 años (046)",317,310,1,16,44,73,126,44,6,,7,1195
"De 40 a 44 años (047)",192,190,,13,18,31,68,40,16,4,2,874
"De 45 a 49 años (048)",128,126,1,9,8,18,39,28,17,6,2,633
"De 50 y más años (049)",151,148,,11,9,22,43,35,16,12,3,777
"Sup. no Univ. incompleta (050)",197,176,,66,39,29,31,9,1,1,21,446
"De 15 a 19 años (052)",5,3,,3,,,,,,,2,3
"De 20 a 24 años (053)",57,45,,32,11,2,,,,,12,60
"De 25 a 29 años (054)",45,41,,17,14,8,2,,,,4,77
"De 30 a 34 años (055)",36,34,,9,8,9,8,,,,2,84
"De 35 a 39 años (056)",25,25,,4,5,8,7,1,,,,76
"De 40 a 44 años (057)",13,13,,1,,2,8,2,,,,55
"De 45 a 49 años (058)",9,8,,,,,4,4,,,1,43
"De 50 y más años (059)",7,7,,,1,,2,2,1,1,,48
"Sup. no Univ. completa (060)",202,182,3,52,54,30,33,8,1,1,20,463
"De 20 a 24 años (063)",17,10,1,9,,,,,,,7,9
"De 25 a 29 años (064)",47,36,,18,14,3,1,,,,11,60
"De 30 a 34 años (065)",36,36,,15,14,6,1,,,,,66
"De 35 a 39 años (066)",44,43,,7,15,8,10,3,,,1,122
"De 40 a 44 años (067)",22,22,1,1,3,5,9,3,,,,81
"De 45 a 49 años (068)",18,18,,1,7,3,7,,,,,54
"De 50 y más años (069)",18,17,1,1,1,5,5,2,1,1,1,71
"Sup. Univ. incompleta (070)",138,127,2,43,29,16,24,10,3,,11,342
"De 20 a 24 años (073)",28,24,,20,4,,,,,,4,28
"De 25 a 29 años (074)",27,24,,10,10,2,2,,,,3,44
"De 30 a 34 años (075)",23,22,1,7,9,3,2,,,,1,43
"De 35 a 39 años (076)",25,24,1,4,2,7,8,1,1,,1,80
"De 40 a 44 años (077)",18,17,,1,3,3,7,3,,,1,64
"De 45 a 49 años (078)",13,13,,,1,1,4,6,1,,,70
"De 50 y más años (079)",4,3,,1,,,1,,1,,1,13
"Sup. Univ. completa (080)",280,245,2,61,65,52,45,15,2,3,35,686
"De 20 a 24 años (083)",12,8,,7,1,,,,,,4,9
"De 25 a 29 años (084)",54,37,,18,14,4,1,,,,17,62
"De 30 a 34 años (085)",47,40,,20,14,6,,,,,7,66
"De 35 a 39 años (086)",58,56,2,8,13,17,14,2,,,2,159
"De 40 a 44 años (087)",47,46,,4,13,13,14,1,,1,1,146
"De 45 a 49 años (088)",35,34,,2,8,6,11,6,1,,1,131
"De 50 y más años (089)",27,24,,2,2,6,5,6,1,2,3,113
,,,,,,,,,,,,
"URBANA (100)",3783,3576,21,748,698,596,749,444,210,110,207,13032
"De 12 a 14 años (101)",17,7,,6,1,,,,,,10,8
"De 15 a 19 años (102)",280,232,3,191,33,2,3,,,,48,275
"De 20 a 24 años (103)",626,568,7,253,211,74,20,3,,,58,1000
"De 25 a 29 años (104)",608,558,2,139,179,146,84,8,,,50,1339
"De 30 a 34 años (105)",530,518,2,61,123,119,163,42,7,1,12,1715
"De 35 a 39 años (106)",479,469,3,33,68,117,159,74,14,1,10,1807
"De 40 a 44 años (107)",348,346,1,17,27,51,125,84,29,12,2,1679
"De 45 a 49 años (108)",261,258,,17,23,32,73,65,37,11,3,1328
"De 50 y más años (109)",634,620,3,31,33,55,122,168,123,85,14,3881
"Sin nivel (110)",250,235,1,16,20,24,49,61,35,29,15,1349
"De 15 a 19 años (112)",3,3,,1,1,1,,,,,,6
"De 20 a 24 años (113)",12,9,,3,2,1,2,1,,,3,26
"De 25 a 29 años (114)",14,10,,1,1,4,3,1,,,4,33
"De 30 a 34 años (115)",19,19,1,,1,4,9,4,,,,82
"De 35 a 39 años (116)",20,19,,,3,1,2,11,2,,1,104
"De 40 a 44 años (117)",13,13,,,1,2,2,4,3,1,,78
"De 45 a 49 años (118)",20,20,,2,2,3,2,7,3,1,,104
"De 50 y más años (119)",149,142,,9,9,8,29,33,27,27,7,916
"Educacion Inicial (120)",2,2,,,1,1,,,,,,5
"De 20 a 24 años (123)",1,1,,,1,,,,,,,2
"De 35 a 39 años (126)",1,1,,,,1,,,,,,3
"Primaria (130)",1427,1389,9,159,182,218,337,271,143,70,38,6379
"De 12 a 14 años (131)",14,6,,5,1,,,,,,8,7
"De 15 a 19 años (132)",102,88,2,66,17,1,2,,,,14,111
"De 20 a 24 años (133)",162,156,3,38,63,37,13,2,,,6,341
"De 25 a 29 años (134)",149,147,1,15,32,54,40,5,,,2,442
"De 30 a 34 años (135)",190,187,,4,25,38,85,27,7,1,3,789
"De 35 a 39 años (136)",165,163,,6,14,40,56,37,9,1,2,724
"De 40 a 44 años (137)",163,163,1,5,7,14,53,53,20,10,,903
"De 45 a 49 años (138)",120,119,,6,6,10,30,34,23,10,1,701
"De 50 y más años (139)",362,360,2,14,17,24,58,113,84,48,2,2361
"Secundaria (140)",1502,1419,6,405,363,258,267,84,28,8,83,3919
"De 12 a 14 años (141)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (142)",171,139,1,122,15,,1,,,,32,156
"De 20 a 24 años (143)",363,337,3,160,134,35,5,,,,26,554
"De 25 a 29 años (144)",324,307,1,79,111,76,38,2,,,17,702
"De 30 a 34 años (145)",211,210,,14,64,61,60,11,,,1,649
"De 35 a 39 años (146)",181,177,1,11,25,43,74,20,3,,4,655
"De 40 a 44 años (147)",104,103,,8,7,19,40,22,6,1,1,460
"De 45 a 49 años (148)",63,63,,6,3,9,22,13,10,,,304
"De 50 y más años (149)",82,82,,4,4,15,27,16,9,7,,438
"Sup. no Univ. incompleta (150)",149,133,,52,28,21,23,7,1,1,16,338
"De 15 a 19 años (152)",4,2,,2,,,,,,,2,2
"De 20 a 24 años (153)",43,33,,25,7,1,,,,,10,42
"De 25 a 29 años (154)",31,28,,12,9,6,1,,,,3,52
"De 30 a 34 años (155)",28,28,,9,7,6,6,,,,,65
"De 35 a 39 años (156)",19,19,,4,4,6,4,1,,,,54
"De 40 a 44 años (157)",10,10,,,,2,7,1,,,,43
"De 45 a 49 años (158)",9,8,,,,,4,4,,,1,43
"De 50 y más años (159)",5,5,,,1,,1,1,1,1,,37
"Sup. no Univ. completa (160)",168,153,2,45,44,24,29,7,1,1,15,394
"De 20 a 24 años (163)",15,9,1,8,,,,,,,6,8
"De 25 a 29 años (164)",39,31,,16,13,2,,,,,8,48
"De 30 a 34 años (165)",33,33,,14,13,5,1,,,,,60
"De 35 a 39 años (166)",35,35,,4,11,7,10,3,,,,108
"De 40 a 44 años (167)",15,15,,1,1,3,8,2,,,,61
"De 45 a 49 años (168)",16,16,,1,6,3,6,,,,,48
"De 50 y más años (169)",15,14,1,1,,4,4,2,1,1,1,61
"Sup. Univ. incompleta (170)",88,79,2,28,14,12,17,6,,,9,205
"De 20 a 24 años (173)",20,16,,13,3,,,,,,4,19
"De 25 a 29 años (174)",12,10,,5,3,1,1,,,,2,18
"De 30 a 34 años (175)",16,15,1,5,4,3,2,,,,1,31
"De 35 a 39 años (176)",18,17,1,3,2,5,5,1,,,1,52
"De 40 a 44 años (177)",11,11,,1,1,2,6,1,,,,40
"De 45 a 49 años (178)",9,9,,,1,1,3,4,,,,44
"De 50 y más años (179)",2,1,,1,,,,,,,1,1
"Sup. Univ. completa (180)",197,166,1,43,46,38,27,8,2,1,31,443
"De 20 a 24 años (183)",10,7,,6,1,,,,,,3,8
"De 25 a 29 años (184)",39,25,,11,10,3,1,,,,14,44
"De 30 a 34 años (185)",33,26,,15,9,2,,,,,7,39
"De 35 a 39 años (186)",40,38,1,5,9,14,8,1,,,2,107
"De 40 a 44 años (187)",32,31,,2,10,9,9,1,,,1,94
"De 45 a 49 años (188)",24,23,,2,5,6,6,3,1,,1,84
"De 50 y más años (189)",19,16,,2,2,4,3,3,1,1,3,67
,,,,,,,,,,,,
"RURAL (200)",7895,7582,35,1277,1163,1079,1758,1200,678,392,313,32382
"De 12 a 14 años (201)",34,16,,15,1,,,,,,18,17
"De 15 a 19 años (202)",784,691,7,492,157,31,4,,,,93,915
"De 20 a 24 años (203)",1327,1242,10,402,425,278,119,8,,,85,2635
"De 25 a 29 años (204)",1207,1157,4,152,265,312,363,55,6,,50,3573
"De 30 a 34 años (205)",890,875,2,57,108,173,361,137,32,5,15,3588
"De 35 a 39 años (206)",849,837,1,39,64,114,286,234,74,25,12,4185
"De 40 a 44 años (207)",688,682,2,23,39,56,181,210,128,43,6,3992
"De 45 a 49 años (208)",593,586,1,26,33,39,124,168,128,67,7,3663
"De 50 y más años (209)",1523,1496,8,71,71,76,320,388,310,252,27,9814
"Sin nivel (210)",1421,1385,3,87,99,121,355,325,253,142,36,8024
"De 12 a 14 años (211)",1,1,,1,,,,,,,,1
"De 15 a 19 años (212)",32,29,,14,11,4,,,,,3,48
"De 20 a 24 años (213)",68,61,,13,16,18,11,3,,,7,167
"De 25 a 29 años (214)",78,76,,5,10,16,40,4,1,,2,281
"De 30 a 34 años (215)",87,87,,2,5,9,35,25,9,2,,458
"De 35 a 39 años (216)",139,136,,3,7,11,52,35,22,6,3,758
"De 40 a 44 años (217)",139,137,1,6,7,9,30,39,34,11,2,832
"De 45 a 49 años (218)",161,160,,6,10,16,27,39,44,18,1,1015
"De 50 y más años (219)",716,698,2,37,33,38,160,180,143,105,18,4464
"Educacion Inicial (220)",8,8,,3,2,1,1,1,,,,21
"De 15 a 19 años (222)",1,1,,1,,,,,,,,1
"De 20 a 24 años (223)",2,2,,1,,,1,,,,,5
"De 25 a 29 años (224)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (226)",3,3,,1,1,,,1,,,,10
"Primaria (230)",4679,4537,24,668,673,677,1108,760,393,234,142,19778
"De 12 a 14 años (231)",28,13,,12,1,,,,,,15,14
"De 15 a 19 años (232)",515,460,4,304,126,24,2,,,,55,636
"De 20 a 24 años (233)",799,761,8,186,263,211,89,4,,,38,1739
"De 25 a 29 años (234)",740,727,4,63,142,203,268,42,5,,13,2414
"De 30 a 34 años (235)",564,560,2,27,53,104,252,98,21,3,4,2404
"De 35 a 39 años (236)",531,526,,23,28,65,170,173,48,19,5,2761
"De 40 a 44 años (237)",429,427,,9,14,28,115,149,84,28,2,2638
"De 45 a 49 años (238)",350,346,,17,14,14,73,109,76,43,4,2240
"De 50 y más años (239)",723,717,6,27,32,28,139,185,159,141,6,4932
"Secundaria (240)",1572,1453,6,465,334,248,257,100,29,14,119,4002
"De 12 a 14 años (241)",5,2,,2,,,,,,,3,2
"De 15 a 19 años (242)",235,200,3,172,20,3,2,,,,35,229
"De 20 a 24 años (243)",432,396,2,186,141,48,18,1,,,36,695
"De 25 a 29 años (244)",335,308,,65,95,87,52,9,,,27,792
"De 30 a 34 años (245)",207,198,,20,38,52,72,14,2,,9,662
"De 35 a 39 años (246)",136,133,,5,19,30,52,24,3,,3,540
"De 40 a 44 años (247)",88,87,,5,11,12,28,18,10,3,1,414
"De 45 a 49 años (248)",65,63,1,3,5,9,17,15,7,6,2,329
"De 50 y más años (249)",69,66,,7,5,7,16,19,7,5,3,339
"Sup. no Univ. incompleta (250)",48,43,,14,11,8,8,2,,,5,108
"De 15 a 19 años (252)",1,1,,1,,,,,,,,1
"De 20 a 24 años (253)",14,12,,7,4,1,,,,,2,18
"De 25 a 29 años (254)",14,13,,5,5,2,1,,,,1,25
"De 30 a 34 años (255)",8,6,,,1,3,2,,,,2,19
"De 35 a 39 años (256)",6,6,,,1,2,3,,,,,22
"De 40 a 44 años (257)",3,3,,1,,,1,1,,,,12
"De 50 y más años (259)",2,2,,,,,1,1,,,,11
"Sup. no Univ. completa (260)",34,29,1,7,10,6,4,1,,,5,69
"De 20 a 24 años (263)",2,1,,1,,,,,,,1,1
"De 25 a 29 años (264)",8,5,,2,1,1,1,,,,3,12
"De 30 a 34 años (265)",3,3,,1,1,1,,,,,,6
"De 35 a 39 años (266)",9,8,,3,4,1,,,,,1,14
"De 40 a 44 años (267)",7,7,1,,2,2,1,1,,,,20
"De 45 a 49 años (268)",2,2,,,1,,1,,,,,6
"De 50 y más años (269)",3,3,,,1,1,1,,,,,10
"Sup. Univ. incompleta (270)",50,48,,15,15,4,7,4,3,,2,137
"De 20 a 24 años (273)",8,8,,7,1,,,,,,,9
"De 25 a 29 años (274)",15,14,,5,7,1,1,,,,1,26
"De 30 a 34 años (275)",7,7,,2,5,,,,,,,12
"De 35 a 39 años (276)",7,7,,1,,2,3,,1,,,28
"De 40 a 44 años (277)",7,6,,,2,1,1,2,,,1,24
"De 45 a 49 años (278)",4,4,,,,,1,2,1,,,26
"De 50 y más años (279)",2,2,,,,,1,,1,,,12
"Sup. Univ. completa (280)",83,79,1,18,19,14,18,7,,2,4,243
"De 20 a 24 años (283)",2,1,,1,,,,,,,1,1
"De 25 a 29 años (284)",15,12,,7,4,1,,,,,3,18
"De 30 a 34 años (285)",14,14,,5,5,4,,,,,,27
"De 35 a 39 años (286)",18,18,1,3,4,3,6,1,,,,52
"De 40 a 44 años (287)",15,15,,2,3,4,5,,,1,,52
"De 45 a 49 años (288)",11,11,,,3,,5,3,,,,47
"De 50 y más años (289)",8,8,,,,2,2,3,,1,,46
