"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",6447,189,2302,2169,1400,387
"Otra (034)",5,,3,2,,
"Ocupación no especificada (035)",368,10,121,136,72,29
,,,,,,
"URBANA (036)",21243,421,7383,7741,4566,1132
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",70,,10,36,23,1
"Profes., científicos e intelectuales (038)",868,,235,461,167,5
"Técnicos de nivel medio y trab. asimilados (039)",699,,280,300,104,15
"Jefes y empleados de oficina (040)",468,,244,170,54,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3142,44,1152,1237,620,89
"Agricult. trabaj. calif.agrop. y pesqueros (042)",3398,16,564,1068,1228,522
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",1599,18,742,570,223,46
"Obreros construc., conf., papel, fab., instr. (044)",2128,5,716,913,453,41
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",8256,319,3238,2729,1590,380
"Otra (046)",101,,15,68,18,
"Ocupación no especificada (047)",514,19,187,189,86,33
"Hombres (048)",12531,257,4259,4426,2861,728
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",51,,5,28,18,
"Profes., científicos e intelectuales (050)",445,,90,230,121,4
"Técnicos de nivel medio y trab. asimilados (051)",434,,158,201,63,12
"Jefes y empleados de oficina (052)",247,,111,94,42,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",989,18,347,360,215,49
"Agricult. trabaj. calif.agrop. y pesqueros (054)",2475,12,378,753,939,393
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",1200,14,557,413,185,31
"Obreros construc., conf., papel, fab., instr. (056)",2002,5,660,867,433,37
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",4338,198,1844,1328,782,186
"Otra (058)",96,,12,66,18,
"Ocupación no especificada (059)",254,10,97,86,45,16
"Mujeres (060)",8712,164,3124,3315,1705,404
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",19,,5,8,5,1
"Profes., científicos e intelectuales (062)",423,,145,231,46,1
"Técnicos de nivel medio y trab. asimilados (063)",265,,122,99,41,3
"Jefes y empleados de oficina (064)",221,,133,76,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2153,26,805,877,405,40
"Agricult. trabaj. calif.agrop. y pesqueros (066)",923,4,186,315,289,129
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",399,4,185,157,38,15
"Obreros construc., conf., papel, fab., instr. (068)",126,,56,46,20,4
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",3918,121,1394,1401,808,194
"Otra (070)",5,,3,2,,
"Ocupación no especificada (071)",260,9,90,103,41,17
,,,,,,
"RURAL (072)",11668,211,3571,3677,3043,1166
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",10,,2,3,5,
"Profes., científicos e intelectuales (074)",255,,101,104,46,4
"Técnicos de nivel medio y trab. asimilados (075)",186,,76,86,22,2
"Jefes y empleados de oficina (076)",100,,46,36,18,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",312,3,147,105,49,8
"Agricult. trabaj. calif.agrop. y pesqueros (078)",3935,10,484,1077,1599,765
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",523,1,256,220,38,8
"Obreros construc., conf., papel, fab., instr. (080)",352,,115,161,67,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",5802,193,2281,1831,1146,351
"Otra (082)",14,,2,9,3,
"Ocupación no especificada (083)",179,4,61,45,50,19
"Hombres (084)",7645,136,2245,2467,2012,785
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",7,,2,1,4,
"Profes., científicos e intelectuales (086)",131,,43,55,30,3
"Técnicos de nivel medio y trab. asimilados (087)",136,,51,68,16,1
"Jefes y empleados de oficina (088)",60,,20,24,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",109,2,54,37,14,2
"Agricult. trabaj. calif.agrop. y pesqueros (090)",3057,6,346,841,1263,601
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",451,,218,199,30,4
"Obreros construc., conf., papel, fab., instr. (092)",336,,106,158,63,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",3273,125,1373,1063,554,158
"Otra (094)",14,,2,9,3,
"Ocupación no especificada (095)",71,3,30,12,19,7
"Mujeres (096)",4023,75,1326,1210,1031,381
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",3,,,2,1,
"Profes., científicos e intelectuales (098)",124,,58,49,16,1
"Técnicos de nivel medio y trab. asimilados (099)",50,,25,18,6,1
"Jefes y empleados de oficina (100)",40,,26,12,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",203,1,93,68,35,6
"Agricult. trabaj. calif.agrop. y pesqueros (102)",878,4,138,236,336,164
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",72,1,38,21,8,4
"Obreros construc., conf., papel, fab., instr. (104)",16,,9,3,4,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",2529,68,908,768,592,193
"Ocupación no especificada (107)",108,1,31,33,31,12
