"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia GRAN CHIMU (000)",10194,9858,2731,1346,1297,1038,1467,965,602,412,336,29458
"De 12 a 14 años (001)",1054,1048,1040,7,1,,,,,,6,9
"De 15 a 19 años (002)",1313,1292,1043,210,34,3,2,,,,21,295
"De 20 a 24 años (003)",1013,920,239,398,188,75,17,3,,,93,1089
"De 25 a 29 años (004)",966,904,113,253,269,169,92,8,,,62,1738
"De 30 a 34 años (005)",942,895,62,147,250,188,193,50,4,1,47,2420
"De 35 a 39 años (006)",877,854,42,92,186,169,232,98,29,6,23,2937
"De 40 a 44 años (007)",796,773,35,72,124,147,208,118,51,18,23,3052
"De 45 a 49 años (008)",720,704,32,42,90,97,190,144,70,39,16,3297
"De 50 y más años (009)",2513,2468,125,125,155,190,533,544,448,348,45,14621
"Sin nivel (010)",1781,1747,150,124,129,132,357,353,276,226,34,9554
"De 12 a 14 años (011)",31,31,29,2,,,,,,,,2
"De 15 a 19 años (012)",45,45,27,14,3,,1,,,,,24
"De 20 a 24 años (013)",74,67,22,19,13,8,5,,,,7,89
"De 25 a 29 años (014)",83,81,11,15,19,15,18,3,,,2,192
"De 30 a 34 años (015)",130,125,9,10,17,22,48,17,2,,5,451
"De 35 a 39 años (016)",138,137,5,9,24,15,41,28,11,4,1,599
"De 40 a 44 años (017)",123,118,6,8,10,11,28,37,14,4,5,584
"De 45 a 49 años (018)",134,132,4,6,5,9,29,40,25,14,2,794
"De 50 y más años (019)",1023,1011,37,41,38,52,187,228,224,204,12,6819
"Educacion Inicial (020)",58,55,25,11,9,6,2,2,,,3,69
"De 12 a 14 años (021)",21,20,20,,,,,,,,1,
"De 15 a 19 años (022)",10,9,5,2,1,1,,,,,1,7
