"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",21645,1180,2984,3207,2379,3177,2474,4338,1906
"Sin nivel (001)",6507,1180,336,46,89,404,840,2171,1441
"Educación inicial (002)",830,,750,35,8,22,15,,
"Primaria (003)",7998,,1898,2401,586,889,651,1241,332
"Secundaria (004)",4072,,,725,1523,1063,377,342,42
"Superior no univ. incompleto (005)",577,,,,113,294,81,78,11
"Superior no univ. completo (006)",943,,,,,280,314,300,49
"Superior univ. incompleto (007)",287,,,,60,136,37,48,6
"Superior univ. completo (008)",431,,,,,89,159,158,25
"Hombres (010)",10624,598,1516,1640,1221,1571,1153,2099,826
"Sin nivel (011)",2357,598,198,24,31,116,240,656,494
"Educación inicial (012)",396,,360,20,7,5,4,,
"Primaria (013)",4149,,958,1216,275,391,313,773,223
"Secundaria (014)",2283,,,380,817,581,229,239,37
"Superior no univ. incompleto (015)",345,,,,55,186,45,52,7
"Superior no univ. completo (016)",597,,,,,160,192,209,36
"Superior univ. incompleto (017)",188,,,,36,84,22,41,5
"Superior univ. completo (018)",309,,,,,48,108,129,24
"Mujeres (020)",11021,582,1468,1567,1158,1606,1321,2239,1080
"Sin nivel (021)",4150,582,138,22,58,288,600,1515,947
"Educación inicial (022)",434,,390,15,1,17,11,,
"Primaria (023)",3849,,940,1185,311,498,338,468,109
"Secundaria (024)",1789,,,345,706,482,148,103,5
"Superior no univ. incompleto (025)",232,,,,58,108,36,26,4
"Superior no univ. completo (026)",346,,,,,120,122,91,13
"Superior univ. incompleto (027)",99,,,,24,52,15,7,1
"Superior univ. completo (028)",122,,,,,41,51,29,1
,,,,,,,,,
"URBANA (030)",2731,110,315,349,274,396,415,636,236
"Sin nivel (031)",446,110,36,12,6,16,42,107,117
"Educación inicial (032)",77,,71,3,,3,,,
"Primaria (033)",721,,208,185,44,42,47,129,66
"Secundaria (034)",611,,,149,172,106,69,102,13
"Superior no univ. incompleto (035)",211,,,,34,82,46,42,7
"Superior no univ. completo (036)",370,,,,,83,124,144,19
"Superior univ. incompleto (037)",88,,,,18,29,17,22,2
"Superior univ. completo (038)",207,,,,,35,70,90,12
"Hombres (040)",1373,55,171,169,137,197,204,338,102
"Sin nivel (041)",152,55,25,8,2,4,8,20,30
"Educación inicial (042)",43,,39,2,,2,,,
"Primaria (043)",321,,107,75,24,12,14,57,32
"Secundaria (044)",337,,,84,87,54,39,62,11
"Superior no univ. incompleto (045)",112,,,,14,46,22,26,4
"Superior no univ. completo (046)",209,,,,,44,67,86,12
"Superior univ. incompleto (047)",54,,,,10,20,7,16,1
"Superior univ. completo (048)",145,,,,,15,47,71,12
"Mujeres (050)",1358,55,144,180,137,199,211,298,134
"Sin nivel (051)",294,55,11,4,4,12,34,87,87
"Educación inicial (052)",34,,32,1,,1,,,
"Primaria (053)",400,,101,110,20,30,33,72,34
"Secundaria (054)",274,,,65,85,52,30,40,2
"Superior no univ. incompleto (055)",99,,,,20,36,24,16,3
"Superior no univ. completo (056)",161,,,,,39,57,58,7
"Superior univ. incompleto (057)",34,,,,8,9,10,6,1
"Superior univ. completo (058)",62,,,,,20,23,19,
,,,,,,,,,
"RURAL (060)",18914,1070,2669,2858,2105,2781,2059,3702,1670
"Sin nivel (061)",6061,1070,300,34,83,388,798,2064,1324
"Educación inicial (062)",753,,679,32,8,19,15,,
"Primaria (063)",7277,,1690,2216,542,847,604,1112,266
"Secundaria (064)",3461,,,576,1351,957,308,240,29
"Superior no univ. incompleto (065)",366,,,,79,212,35,36,4
"Superior no univ. completo (066)",573,,,,,197,190,156,30
"Superior univ. incompleto (067)",199,,,,42,107,20,26,4
"Superior univ. completo (068)",224,,,,,54,89,68,13
"Hombres (070)",9251,543,1345,1471,1084,1374,949,1761,724
"Sin nivel (071)",2205,543,173,16,29,112,232,636,464
"Educación inicial (072)",353,,321,18,7,3,4,,
"Primaria (073)",3828,,851,1141,251,379,299,716,191
"Secundaria (074)",1946,,,296,730,527,190,177,26
"Superior no univ. incompleto (075)",233,,,,41,140,23,26,3
"Superior no univ. completo (076)",388,,,,,116,125,123,24
"Superior univ. incompleto (077)",134,,,,26,64,15,25,4
"Superior univ. completo (078)",164,,,,,33,61,58,12
"Mujeres (080)",9663,527,1324,1387,1021,1407,1110,1941,946
"Sin nivel (081)",3856,527,127,18,54,276,566,1428,860
"Educación inicial (082)",400,,358,14,1,16,11,,
"Primaria (083)",3449,,839,1075,291,468,305,396,75
"Secundaria (084)",1515,,,280,621,430,118,63,3
"Superior no univ. incompleto (085)",133,,,,38,72,12,10,1
"Superior no univ. completo (086)",185,,,,,81,65,33,6
"Superior univ. incompleto (087)",65,,,,16,43,5,1,
"Superior univ. completo (088)",60,,,,,21,28,10,1
