"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CONDORCANQUI (000)",8505,4,31,138,329,998,5265,1740
"De 12 a 14 años (001)",24,,,,,,4,20
"De 15 a 19 años (002)",837,,,,,,527,310
"De 20 a 24 años (003)",1563,,,,,5,1156,402
"De 25 a 29 años (004)",1551,,,,,44,1258,249
"De 30 a 34 años (005)",1135,,,,,97,901,137
"De 35 a 39 años (006)",1086,,,,3,158,810,115
"De 40 a 44 años (007)",656,,,,11,160,395,90
"De 45 a 49 años (008)",534,,,4,29,246,171,84
"De 50 y más años (009)",1119,4,31,134,286,288,43,333
"Sin nivel (010)",2441,4,29,120,247,406,1049,586
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",91,,,,,,50,41
"De 20 a 24 años (013)",223,,,,,2,156,65
"De 25 a 29 años (014)",280,,,,,10,227,43
"De 30 a 34 años (015)",207,,,,,16,165,26
"De 35 a 39 años (016)",301,,,,2,40,219,40
"De 40 a 44 años (017)",234,,,,5,49,125,55
"De 45 a 49 años (018)",275,,,2,22,114,80,57
"De 50 y más años (019)",828,4,29,118,218,175,27,257
"Educacion Inicial (020)",28,,,,,2,23,3
"De 15 a 19 años (022)",4,,,,,,4,
"De 20 a 24 años (023)",3,,,,,,2,1
"De 25 a 29 años (024)",9,,,,,1,8,
"De 30 a 34 años (025)",9,,,,,1,7,1
"De 35 a 39 años (026)",3,,,,,,2,1
"Primaria (030)",4574,,2,13,70,436,3283,770
"De 12 a 14 años (031)",19,,,,,,4,15
"De 15 a 19 años (032)",540,,,,,,344,196
"De 20 a 24 años (033)",940,,,,,2,746,192
"De 25 a 29 años (034)",935,,,,,14,789,132
"De 30 a 34 años (035)",680,,,,,45,567,68
"De 35 a 39 años (036)",631,,,,,77,498,56
"De 40 a 44 años (037)",348,,,,4,85,234,25
"De 45 a 49 años (038)",228,,,2,6,110,86,24
"De 50 y más años (039)",253,,2,11,60,103,15,62
"Secundaria (040)",1165,,,2,7,106,767,283
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",200,,,,,,127,73
"De 20 a 24 años (043)",358,,,,,1,235,122
"De 25 a 29 años (044)",265,,,,,18,200,47
"De 30 a 34 años (045)",160,,,,,24,120,16
"De 35 a 39 años (046)",96,,,,1,26,60,9
"De 40 a 44 años (047)",47,,,,1,16,23,7
"De 45 a 49 años (048)",19,,,,,15,2,2
"De 50 y más años (049)",17,,,2,5,6,,4
"Sup. no Univ. incompleta (050)",95,,,1,1,18,49,26
"De 15 a 19 años (052)",2,,,,,,2,
