"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CUSCO (000)",105211,89594,250,23466,24592,16814,15658,6206,2082,526,15617,254261
"De 12 a 14 años (001)",169,59,2,45,12,,,,,,110,69
"De 15 a 19 años (002)",1722,1304,11,1132,125,31,5,,,,418,1495
"De 20 a 24 años (003)",11561,6371,47,4756,1321,187,46,14,,,5190,8243
"De 25 a 29 años (004)",15381,10597,31,5648,3524,1066,294,23,11,,4784,17358
"De 30 a 34 años (005)",14429,12460,24,4224,4846,2157,1058,132,10,9,1969,25909
"De 35 a 39 años (006)",13271,12307,17,2541,4525,2947,1863,357,53,4,964,31170
"De 40 a 44 años (007)",11198,10641,21,1453,3392,2825,2212,567,146,25,557,31339
"De 45 a 49 años (008)",9330,8988,16,1056,2433,2303,2172,754,208,46,342,29338
"De 50 y más años (009)",28150,26867,81,2611,4414,5298,8008,4359,1654,442,1283,109340
"Conviviente (010)",32161,30593,100,11254,9315,4907,3586,1066,296,69,1568,70170
"De 12 a 14 años (011)",114,27,1,22,4,,,,,,87,30
"De 15 a 19 años (012)",1267,952,7,849,82,13,1,,,,315,1056
"De 20 a 24 años (013)",5172,4660,29,3391,1059,147,26,8,,,512,6111
"De 25 a 29 años (014)",7261,6894,22,3426,2453,772,201,13,7,,367,11622
"De 30 a 34 años (015)",6615,6473,10,1925,2595,1241,611,79,4,8,142,14056
"De 35 a 39 años (016)",4822,4750,9,841,1595,1220,895,165,22,3,72,12793
"De 40 a 44 años (017)",2990,2966,8,356,798,782,736,235,44,7,24,9420
"De 45 a 49 años (018)",1717,1710,4,199,369,389,479,199,57,14,7,6118
"De 50 y más años (019)",2203,2161,10,245,360,343,637,367,162,37,42,8964
"Separado(a) (020)",6461,6308,16,2153,1780,1035,928,311,64,21,153,15597
