"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia JUNIN (000)",30187,29838,239,110
"Hombres (001)",14594,14447,85,62
"Mujeres (002)",15593,15391,154,48
"Menores de 1 año (003)",454,388,52,14
"Hombres (004)",218,182,31,5
"Mujeres (005)",236,206,21,9
"De 1 a 5 años (006)",2646,2533,33,80
"Hombres (007)",1335,1266,20,49
"Mujeres (008)",1311,1267,13,31
"De 6 a 14 años (009)",6393,6383,4,6
"Hombres (010)",3289,3285,1,3
"Mujeres (011)",3104,3098,3,3
"De 15 a 29 años (012)",7521,7510,10,1
"Hombres (013)",3646,3643,2,1
"Mujeres (014)",3875,3867,8,
"De 30 a 44 años (015)",5453,5444,8,1
"Hombres (016)",2486,2483,3,
"Mujeres (017)",2967,2961,5,1
"De 45 a 64 años (018)",4898,4873,24,1
"Hombres (019)",2330,2322,7,1
"Mujeres (020)",2568,2551,17,
"De 65 a más años (021)",2822,2707,108,7
"Hombres (022)",1290,1266,21,3
"Mujeres (023)",1532,1441,87,4
,,,,
"URBANA (024)",21215,21027,128,60
"Hombres (025)",10021,9946,43,32
"Mujeres (026)",11194,11081,85,28
"Menores de 1 año (027)",293,253,35,5
"Hombres (028)",139,119,19,1
"Mujeres (029)",154,134,16,4
"De 1 a 5 años (030)",1783,1710,23,50
"Hombres (031)",889,849,13,27
"Mujeres (032)",894,861,10,23
"De 6 a 14 años (033)",4570,4567,1,2
"Hombres (034)",2371,2369,,2
"Mujeres (035)",2199,2198,1,
"De 15 a 29 años (036)",5465,5460,4,1
"Hombres (037)",2582,2579,2,1
"Mujeres (038)",2883,2881,2,
"De 30 a 44 años (039)",3936,3933,3,
"Hombres (040)",1726,1725,1,
"Mujeres (041)",2210,2208,2,
"De 45 a 64 años (042)",3315,3306,8,1
"Hombres (043)",1512,1511,,1
"Mujeres (044)",1803,1795,8,
"De 65 a más años (045)",1853,1798,54,1
"Hombres (046)",802,794,8,
"Mujeres (047)",1051,1004,46,1
,,,,
"RURAL (048)",8972,8811,111,50
"Hombres (049)",4573,4501,42,30
"Mujeres (050)",4399,4310,69,20
"Menores de 1 año (051)",161,135,17,9
"Hombres (052)",79,63,12,4
"Mujeres (053)",82,72,5,5
"De 1 a 5 años (054)",863,823,10,30
"Hombres (055)",446,417,7,22
"Mujeres (056)",417,406,3,8
"De 6 a 14 años (057)",1823,1816,3,4
"Hombres (058)",918,916,1,1
"Mujeres (059)",905,900,2,3
"De 15 a 29 años (060)",2056,2050,6,
"Hombres (061)",1064,1064,,
"Mujeres (062)",992,986,6,
"De 30 a 44 años (063)",1517,1511,5,1
"Hombres (064)",760,758,2,
"Mujeres (065)",757,753,3,1
"De 45 a 64 años (066)",1583,1567,16,
"Hombres (067)",818,811,7,
"Mujeres (068)",765,756,9,
"De 65 a más años (069)",969,909,54,6
"Hombres (070)",488,472,13,3
"Mujeres (071)",481,437,41,3
