"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1661,23,800,554,234,50
"Sin nivel (031)",102,2,14,34,31,21
"Educación inicial (032)",2,,2,,,
"Primaria (033)",388,9,103,152,102,22
"Secundaria (034)",674,12,394,191,72,5
"Superior no univ. incompleta (035)",101,,64,29,8,
"Superior no univ. completa (036)",224,,125,89,9,1
"Superior univ. incompleta (037)",65,,46,15,4,
"Superior univ. completa (038)",105,,52,44,8,1
"No PEA (040)",49890,21755,13878,5372,4614,4271
"Sin nivel (041)",6041,273,258,738,1903,2869
"Educación inicial (042)",1132,1079,37,16,,
"Primaria (043)",22888,15955,1621,2435,1828,1049
"Secundaria (044)",15110,4448,8483,1404,574,201
"Superior no univ. incompleta (045)",1880,,1627,203,39,11
"Superior no univ. completa (046)",1037,,489,344,135,69
"Superior univ. incompleta (047)",1310,,1175,85,36,14
"Superior univ. completa (048)",492,,188,147,99,58
,,,,,,
"URBANA (060)",51314,13608,15438,11431,7749,3088
"Sin nivel (061)",3226,84,131,434,1164,1413
"Educación inicial (062)",627,604,18,5,,
"Primaria (063)",18157,9739,1296,2997,2995,1130
"Secundaria (064)",17603,3181,8615,3683,1819,305
"Superior no univ. incompleta (065)",2813,,1909,675,202,27
"Superior no univ. completa (066)",4301,,1449,2092,667,93
"Superior univ. incompleta (067)",2070,,1448,388,213,21
"Superior univ. completa (068)",2517,,572,1157,689,99
"PEA (070)",21656,442,6382,8342,5380,1110
"Sin nivel (071)",1219,5,59,211,556,388
"Educación inicial (072)",10,2,6,2,,
"Primaria (073)",5176,235,619,1820,1999,503
"Secundaria (074)",7576,200,3211,2690,1348,127
"Superior no univ. incompleta (075)",1364,,675,505,167,17
"Superior no univ. completa (076)",3373,,1024,1786,537,26
"Superior univ. incompleta (077)",887,,392,307,181,7
"Superior univ. completa (078)",2051,,396,1021,592,42
"Ocupada (080)",20376,425,5771,7895,5211,1074
"Sin nivel (081)",1169,4,51,193,543,378
"Educación inicial (082)",10,2,6,2,,
"Primaria (083)",4908,229,552,1713,1930,484
"Secundaria (084)",7059,190,2926,2532,1289,122
"Superior no univ. incompleta (085)",1277,,621,479,160,17
"Superior no univ. completa (086)",3172,,917,1702,528,25
"Superior univ. incompleta (087)",827,,349,294,177,7
"Superior univ. completa (088)",1954,,349,980,584,41
"Desocupada (090)",1280,17,611,447,169,36
"Sin nivel (091)",50,1,8,18,13,10
"Primaria (093)",268,6,67,107,69,19
"Secundaria (094)",517,10,285,158,59,5
"Superior no univ. incompleta (095)",87,,54,26,7,
"Superior no univ. completa (096)",201,,107,84,9,1
"Superior univ. incompleta (097)",60,,43,13,4,
"Superior univ. completa (098)",97,,47,41,8,1
"No PEA (100)",29658,13166,9056,3089,2369,1978
"Sin nivel (101)",2007,79,72,223,608,1025
"Educación inicial (102)",617,602,12,3,,
"Primaria (103)",12981,9504,677,1177,996,627
"Secundaria (104)",10027,2981,5404,993,471,178
"Superior no univ. incompleta (105)",1449,,1234,170,35,10
"Superior no univ. completa (106)",928,,425,306,130,67
"Superior univ. incompleta (107)",1183,,1056,81,32,14
"Superior univ. completa (108)",466,,176,136,97,57
,,,,,,
"RURAL (120)",33787,8991,8169,6413,6227,3987
"Sin nivel (121)",6817,207,343,1013,2470,2784
"Educación inicial (122)",547,484,40,23,,
"Primaria (123)",16142,6741,1973,3333,2985,1110
"Secundaria (124)",8733,1559,4823,1630,642,79
"Superior no univ. incompleta (125)",684,,532,116,33,3
"Superior no univ. completa (126)",526,,262,207,51,6
"Superior univ. incompleta (127)",206,,150,33,22,1
"Superior univ. completa (128)",132,,46,58,24,4
"PEA (130)",13555,402,3347,4130,3982,1694
"Sin nivel (131)",2783,13,157,498,1175,940
"Educación inicial (132)",32,7,15,10,,
"Primaria (133)",6235,290,1029,2075,2153,688
"Secundaria (134)",3650,92,1744,1219,539,56
"Superior no univ. incompleta (135)",253,,139,83,29,2
"Superior no univ. completa (136)",417,,198,169,46,4
"Superior univ. incompleta (137)",79,,31,29,18,1
"Superior univ. completa (138)",106,,34,47,22,3
"Ocupada (140)",13174,396,3158,4023,3917,1680
"Sin nivel (141)",2731,12,151,482,1157,929
"Educación inicial (142)",30,7,13,10,,
"Primaria (143)",6115,287,993,2030,2120,685
"Secundaria (144)",3493,90,1635,1186,526,56
"Superior no univ. incompleta (145)",239,,129,80,28,2
"Superior no univ. completa (146)",394,,180,164,46,4
"Superior univ. incompleta (147)",74,,28,27,18,1
"Superior univ. completa (148)",98,,29,44,22,3
"Desocupada (150)",381,6,189,107,65,14
"Sin nivel (151)",52,1,6,16,18,11
"Educación inicial (152)",2,,2,,,
"Primaria (153)",120,3,36,45,33,3
"Secundaria (154)",157,2,109,33,13,
"Superior no univ. incompleta (155)",14,,10,3,1,
"Superior no univ. completa (156)",23,,18,5,,
"Superior univ. incompleta (157)",5,,3,2,,
"Superior univ. completa (158)",8,,5,3,,
"No PEA (160)",20232,8589,4822,2283,2245,2293
"Sin nivel (161)",4034,194,186,515,1295,1844
"Educación inicial (162)",515,477,25,13,,
"Primaria (163)",9907,6451,944,1258,832,422
"Secundaria (164)",5083,1467,3079,411,103,23
"Superior no univ. incompleta (165)",431,,393,33,4,1
"Superior no univ. completa (166)",109,,64,38,5,2
"Superior univ. incompleta (167)",127,,119,4,4,
"Superior univ. completa (168)",26,,12,11,2,1
