"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PATAZ (000)",24578,75689,67554,,2001,89.3,2.6
"De 12 a 14 años (001)",3041,17,17,,5,100,29.4
"De 15 a 19 años (002)",3448,681,664,210,97.5,30.8,
"De 20 a 24 años (003)",2706,3245,3137,498,96.7,15.3,
"De 25 a 29 años (004)",2508,5604,5401,431,96.4,7.7,
"De 30 a 34 años (005)",2294,7608,7214,390,94.8,5.1,
"De 35 a 39 años (006)",2206,9680,9111,310,94.1,3.2,
"De 40 a 44 años (007)",1654,8586,7891,118,91.9,1.4,
"De 45 a 49 años (008)",1417,8088,7381,39,91.3,0.5,
"De 50 y más años (009)",5304,32180,26738,,83.1,,
"Sin nivel (010)",7154,37053,31593,510,85.3,1.4,
"De 12 a 14 años (011)",92,4,4,1,100,25,
"De 15 a 19 años (012)",202,71,71,20,100,28.2,
"De 20 a 24 años (013)",352,535,508,83,95,15.5,
"De 25 a 29 años (014)",436,1220,1159,100,95,8.2,
"De 30 a 34 años (015)",571,2274,2123,121,93.4,5.3,
"De 35 a 39 años (016)",715,3627,3370,113,92.9,3.1,
"De 40 a 44 años (017)",597,3371,3017,50,89.5,1.5,
"De 45 a 49 años (018)",605,3846,3418,22,88.9,0.6,
"De 50 y más años (019)",3584,22105,17923,,81.1,,
"Educacion Inicial (020)",58,106,103,4,97.2,3.8,
"De 12 a 14 años (021)",16,,,,,,
"De 15 a 19 años (022)",7,6,6,2,100,33.3,
"De 20 a 24 años (023)",5,7,7,,100,,
"De 25 a 29 años (024)",13,22,22,1,100,4.5,
"De 30 a 34 años (025)",7,21,18,,85.7,,
"De 35 a 39 años (026)",10,50,50,1,100,2,
"Primaria (030)",10568,30275,27942,1042,92.3,3.4,
"De 12 a 14 años (031)",1990,11,11,2,100,18.2,
"De 15 a 19 años (032)",1298,380,367,119,96.6,31.3,
"De 20 a 24 años (033)",1231,1743,1691,253,97,14.5,
"De 25 a 29 años (034)",1202,3053,2951,236,96.7,7.7,
"De 30 a 34 años (035)",1076,3977,3773,199,94.9,5,
"De 35 a 39 años (036)",1006,4650,4385,154,94.3,3.3,
"De 40 a 44 años (037)",760,4212,3912,62,92.9,1.5,
"De 45 a 49 años (038)",571,3363,3122,17,92.8,0.5,
