"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARATA (000)",3074,2971,697,471,464,347,491,278,144,79,103,8469
"De 12 a 14 años (001)",195,194,194,,,,,,,,1,
"De 15 a 19 años (002)",301,296,242,47,6,1,,,,,5,62
"De 20 a 24 años (003)",305,279,113,112,42,10,2,,,,26,234
"De 25 a 29 años (004)",290,256,40,104,68,33,9,1,1,,34,393
"De 30 a 34 años (005)",248,233,16,58,97,36,20,5,1,,15,486
"De 35 a 39 años (006)",250,242,12,42,80,48,49,9,2,,8,628
"De 40 a 44 años (007)",228,225,14,26,50,55,52,20,7,1,3,709
"De 45 a 49 años (008)",218,215,15,19,36,39,60,32,10,4,3,805
"De 50 y más años (009)",1039,1031,51,63,85,125,299,211,123,74,8,5152
"Conviviente (010)",904,882,78,237,239,129,115,50,19,15,22,2247
"De 12 a 14 años (011)",2,1,1,,,,,,,,1,
"De 15 a 19 años (012)",56,51,18,29,4,,,,,,5,37
"De 20 a 24 años (013)",155,150,23,82,38,7,,,,,5,179
"De 25 a 29 años (014)",156,150,13,60,42,25,8,1,1,,6,269
"De 30 a 34 años (015)",120,120,3,27,62,16,10,2,,,,254
"De 35 a 39 años (016)",114,112,3,15,46,28,19,1,,,2,277
"De 40 a 44 años (017)",85,84,4,8,17,27,18,9,1,,1,265
"De 45 a 49 años (018)",55,54,3,4,11,8,15,8,3,2,1,212
"De 50 y más años (019)",161,160,10,12,19,18,45,29,14,13,1,754
"Separado(a) (020)",132,131,4,36,23,16,31,12,6,3,1,423
"De 20 a 24 años (023)",8,8,,6,2,,,,,,,10
"De 25 a 29 años (024)",16,16,1,11,4,,,,,,,19
"De 30 a 34 años (025)",14,14,,6,4,2,1,1,,,,30
"De 35 a 39 años (026)",18,18,1,3,4,2,7,1,,,,52
