"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comercio al por mayor (031)",31,,,2,1,26,,,,2,,
"Comercio al por menor (032)",422,,1,17,1,289,,33,2,79,,
"Hoteles y restaurantes (033)",97,1,2,3,11,56,,1,,23,,
"Trans., almac. y comunicaciones (034)",766,,1,7,23,12,,3,595,125,,
"Intermediación financiera (035)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",154,1,37,31,13,31,,3,9,29,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",354,24,12,15,89,10,,4,16,133,51,
"Enseñanza (038)",254,1,226,1,9,,,,,17,,
"Servicios sociales y de salud (039)",45,,10,25,,,,3,2,5,,
"Otras activ. serv.comun.soc y personales (040)",96,,21,24,3,4,,,9,35,,
"Hogares privados con servicio doméstico (041)",30,,,,,,,,,30,,
"Actividad economica no especificada (043)",134,,1,1,9,,,,,1,,122
"Mujeres (044)",4362,6,313,114,88,1124,672,111,39,1551,2,342
"Agric., ganadería, caza y silvicultura (045)",1617,,1,6,,,671,,,939,,
"Pesca (046)",1,,,,,,1,,,,,
"Explotación de minas y canteras (047)",1,,,,,,,,,1,,
"Industrias manufactureras (048)",134,,,3,3,4,,103,20,1,,
"Suministro de electricidad, gas y agua (049)",1,,,,,,,1,,,,
"Construcción (050)",16,,,3,,,,,9,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1007,,1,6,2,827,,6,,165,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",14,,,1,,9,,4,,,,
"Comercio al por mayor (053)",32,,,1,1,30,,,,,,
"Comercio al por menor (054)",961,,1,4,1,788,,2,,165,,
"Hoteles y restaurantes (055)",474,,2,9,2,256,,,,205,,
"Trans., almac. y comunicaciones (056)",54,,,7,5,9,,,9,24,,
"Intermediación financiera (057)",4,,,1,2,1,,,,,,
"Activid.inmobil., empres. y alquileres (058)",41,,17,7,7,1,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",98,5,6,3,56,5,,,,21,2,
"Enseñanza (060)",267,,259,2,3,,,,,3,,
"Servicios sociales y de salud (061)",77,1,17,53,1,2,,,,3,,
"Otras activ. serv.comun.soc y personales (062)",79,,9,12,4,18,,1,1,34,,
"Hogares privados con servicio doméstico (063)",144,,,1,,1,,,,142,,
"Actividad economica no especificada (065)",347,,1,1,3,,,,,,,342
,,,,,,,,,,,,
"URBANA (066)",6199,24,460,197,163,1137,1414,439,757,1378,48,182
"Agric., ganadería, caza y silvicultura (067)",2046,,2,11,,,1414,4,7,608,,
"Explotación de minas y canteras (069)",11,,,,,,,7,,4,,
"Industrias manufactureras (070)",339,,2,8,8,4,,278,35,4,,
"Suministro de electricidad, gas y agua (071)",22,,,6,,,,7,6,3,,
"Construcción (072)",533,,5,8,1,,,21,358,140,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1133,,3,17,3,843,,109,5,153,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",119,,1,3,,26,,83,5,1,,
"Comercio al por mayor (075)",47,,,1,1,43,,,,2,,
"Comercio al por menor (076)",967,,2,13,2,774,,26,,150,,
"Hoteles y restaurantes (077)",405,1,4,8,7,232,,1,,152,,
"Trans., almac. y comunicaciones (078)",449,,,14,17,14,,3,325,76,,
"Intermediación financiera (079)",5,,,1,2,1,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",127,1,41,29,9,19,,2,3,23,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",283,21,15,13,96,12,,3,12,63,48,
"Enseñanza (082)",372,1,347,2,8,,,,,14,,
"Servicios sociales y de salud (083)",88,,16,58,1,1,,3,2,7,,
"Otras activ. serv.comun.soc y personales (084)",110,,23,21,4,11,,1,4,46,,
"Hogares privados con servicio doméstico (085)",83,,,,,,,,,83,,
"Actividad economica no especificada (087)",193,,2,1,7,,,,,1,,182
"Hombres (088)",4004,21,235,120,107,303,1204,370,735,803,46,60
"Agric., ganadería, caza y silvicultura (089)",1637,,1,9,,,1204,4,7,412,,
"Explotación de minas y canteras (091)",10,,,,,,,7,,3,,
"Industrias manufactureras (092)",256,,2,6,6,,,215,23,4,,
"Suministro de electricidad, gas y agua (093)",21,,,6,,,,6,6,3,,
"Construcción (094)",522,,5,5,1,,,21,353,137,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",414,,2,12,2,237,,105,5,51,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",110,,1,2,,20,,81,5,1,,
"Comercio al por mayor (097)",25,,,,1,22,,,,2,,
"Comercio al por menor (098)",279,,1,10,1,195,,24,,48,,
"Hoteles y restaurantes (099)",60,1,2,3,7,32,,1,,14,,
"Trans., almac. y comunicaciones (100)",407,,,7,12,7,,3,320,58,,
"Intermediación financiera (101)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",98,1,28,25,6,18,,2,3,15,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",218,18,10,12,58,7,,3,12,52,46,
"Enseñanza (104)",179,1,161,,6,,,,,11,,
"Servicios sociales y de salud (105)",36,,8,19,,,,3,2,4,,
"Otras activ. serv.comun.soc y personales (106)",60,,15,15,2,2,,,4,22,,
"Hogares privados con servicio doméstico (107)",15,,,,,,,,,15,,
"Actividad economica no especificada (109)",69,,1,1,6,,,,,1,,60
"Mujeres (110)",2195,3,225,77,56,834,210,69,22,575,2,122
"Agric., ganadería, caza y silvicultura (111)",409,,1,2,,,210,,,196,,
"Explotación de minas y canteras (113)",1,,,,,,,,,1,,
"Industrias manufactureras (114)",83,,,2,2,4,,63,12,,,
"Suministro de electricidad, gas y agua (115)",1,,,,,,,1,,,,
"Construcción (116)",11,,,3,,,,,5,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",719,,1,5,1,606,,4,,102,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,,,1,,6,,2,,,,
"Comercio al por mayor (119)",22,,,1,,21,,,,,,
"Comercio al por menor (120)",688,,1,3,1,579,,2,,102,,
"Hoteles y restaurantes (121)",345,,2,5,,200,,,,138,,
"Trans., almac. y comunicaciones (122)",42,,,7,5,7,,,5,18,,
"Intermediación financiera (123)",3,,,1,1,1,,,,,,
"Activid.inmobil., empres. y alquileres (124)",29,,13,4,3,1,,,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",65,3,5,1,38,5,,,,11,2,
"Enseñanza (126)",193,,186,2,2,,,,,3,,
"Servicios sociales y de salud (127)",52,,8,39,1,1,,,,3,,
"Otras activ. serv.comun.soc y personales (128)",50,,8,6,2,9,,1,,24,,
"Hogares privados con servicio doméstico (129)",68,,,,,,,,,68,,
"Actividad economica no especificada (131)",124,,1,,1,,,,,,,122
,,,,,,,,,,,,
"RURAL (132)",10196,9,180,93,93,446,5490,281,640,2677,5,282
"Agric., ganadería, caza y silvicultura (133)",7502,,6,15,,,5489,1,17,1974,,
"Pesca (134)",1,,,,,,1,,,,,
"Explotación de minas y canteras (135)",10,,,1,,,,2,,7,,
"Industrias manufactureras (136)",224,,,7,1,,,192,20,4,,
"Suministro de electricidad, gas y agua (137)",10,,,1,,,,2,2,5,,
"Construcción (138)",532,,1,2,1,,,8,302,218,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",515,,,11,1,330,,74,4,95,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",83,,,1,,14,,65,2,1,,
"Comercio al por mayor (141)",16,,,2,1,13,,,,,,
"Comercio al por menor (142)",416,,,8,,303,,9,2,94,,
"Hoteles y restaurantes (143)",166,,,4,6,80,,,,76,,
"Trans., almac. y comunicaciones (144)",371,,1,,11,7,,,279,73,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",68,,13,9,11,13,,1,6,15,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",169,8,3,5,49,3,,1,4,91,5,
"Enseñanza (148)",149,,138,1,4,,,,,6,,
"Servicios sociales y de salud (149)",34,1,11,20,,1,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",65,,7,15,3,11,,,6,23,,
"Hogares privados con servicio doméstico (151)",91,,,1,,1,,,,89,,
"Actividad economica no especificada (153)",288,,,1,5,,,,,,,282
"Hombres (154)",8029,6,92,56,61,156,5028,239,623,1701,5,62
"Agric., ganadería, caza y silvicultura (155)",6294,,6,11,,,5028,1,17,1231,,
"Explotación de minas y canteras (157)",10,,,1,,,,2,,7,,
"Industrias manufactureras (158)",173,,,6,,,,152,12,3,,
"Suministro de electricidad, gas y agua (159)",10,,,1,,,,2,2,5,,
"Construcción (160)",527,,1,2,1,,,8,298,217,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",227,,,10,,109,,72,4,32,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",78,,,1,,11,,63,2,1,,
"Comercio al por mayor (163)",6,,,2,,4,,,,,,
"Comercio al por menor (164)",143,,,7,,94,,9,2,31,,
"Hoteles y restaurantes (165)",37,,,,4,24,,,,9,,
"Trans., almac. y comunicaciones (166)",359,,1,,11,5,,,275,67,,
"Activid.inmobil., empres. y alquileres (168)",56,,9,6,7,13,,1,6,14,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",136,6,2,3,31,3,,1,4,81,5,
"Enseñanza (170)",75,,65,1,3,,,,,6,,
"Servicios sociales y de salud (171)",9,,2,6,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",36,,6,9,1,2,,,5,13,,
"Hogares privados con servicio doméstico (173)",15,,,,,,,,,15,,
"Actividad economica no especificada (175)",65,,,,3,,,,,,,62
"Mujeres (176)",2167,3,88,37,32,290,462,42,17,976,,220
"Agric., ganadería, caza y silvicultura (177)",1208,,,4,,,461,,,743,,
"Pesca (178)",1,,,,,,1,,,,,
"Industrias manufactureras (180)",51,,,1,1,,,40,8,1,,
"Construcción (182)",5,,,,,,,,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",288,,,1,1,221,,2,,63,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",5,,,,,3,,2,,,,
"Comercio al por mayor (185)",10,,,,1,9,,,,,,
"Comercio al por menor (186)",273,,,1,,209,,,,63,,
"Hoteles y restaurantes (187)",129,,,4,2,56,,,,67,,
"Trans., almac. y comunicaciones (188)",12,,,,,2,,,4,6,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",12,,4,3,4,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",33,2,1,2,18,,,,,10,,
"Enseñanza (192)",74,,73,,1,,,,,,,
"Servicios sociales y de salud (193)",25,1,9,14,,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",29,,1,6,2,9,,,1,10,,
"Hogares privados con servicio doméstico (195)",76,,,1,,1,,,,74,,
"Actividad economica no especificada (197)",223,,,1,2,,,,,,,220
