"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",3,3,,1,1,1,,,,,,6
"De 25 a 29 años (024)",7,6,,,,2,3,1,,,1,25
"De 30 a 34 años (025)",1,1,,1,,,,,,,,1
"De 35 a 39 años (026)",5,5,,,1,,3,1,,,,22
"Primaria (030)",8325,8094,47,1070,1364,1380,2299,1258,527,149,231,32166
"De 12 a 14 años (031)",10,3,,2,1,,,,,,7,4
"De 15 a 19 años (032)",159,143,2,119,18,2,2,,,,16,169
"De 20 a 24 años (033)",587,525,13,248,181,64,19,,,,62,879
"De 25 a 29 años (034)",895,847,7,209,279,207,136,9,,,48,2021
"De 30 a 34 años (035)",1126,1082,8,144,256,278,319,71,6,,44,3382
"De 35 a 39 años (036)",1249,1229,4,88,208,252,434,184,57,2,20,4816
"De 40 a 44 años (037)",1260,1250,6,81,135,207,447,242,104,28,10,5683
"De 45 a 49 años (038)",1014,1006,,52,103,138,323,255,107,28,8,4945
"De 50 y más años (039)",2025,2009,7,127,183,232,619,497,253,91,16,10267
"Secundaria (040)",4245,3937,26,1378,1097,677,572,135,45,7,308,9415
"De 12 a 14 años (041)",12,7,1,6,,,,,,,5,6
"De 15 a 19 años (042)",252,220,6,198,14,1,1,,,,32,233
"De 20 a 24 años (043)",1003,863,5,583,231,35,8,1,,,140,1188
"De 25 a 29 años (044)",901,818,4,314,304,142,53,1,,,83,1577
"De 30 a 34 años (045)",722,704,3,142,260,168,115,15,1,,18,1765
"De 35 a 39 años (046)",527,515,4,59,139,138,144,25,4,2,12,1594
"De 40 a 44 años (047)",337,331,,31,75,78,106,28,11,2,6,1176
"De 45 a 49 años (048)",218,215,2,22,36,51,69,24,11,,3,801
"De 50 y más años (049)",273,264,1,23,38,64,76,41,18,3,9,1075
"Sup. no Univ. incompleta (050)",481,398,5,187,117,53,29,6,1,,83,751
"De 15 a 19 años (052)",5,4,,4,,,,,,,1,4
"De 20 a 24 años (053)",119,79,1,67,11,,,,,,40,89
"De 25 a 29 años (054)",130,101,3,60,28,7,3,,,,29,149
"De 30 a 34 años (055)",81,76,1,22,35,15,3,,,,5,150
"De 35 a 39 años (056)",49,45,,17,18,7,3,,,,4,87
"De 40 a 44 años (057)",44,42,,6,16,13,6,1,,,2,110
"De 45 a 49 años (058)",24,24,,9,3,5,7,,,,,61
"De 50 y más años (059)",29,27,,2,6,6,7,5,1,,2,101
"Sup. no Univ. completa (060)",834,698,3,283,266,94,43,9,,,136,1335
"De 20 a 24 años (063)",96,55,2,50,3,,,,,,41,56
"De 25 a 29 años (064)",216,163,,115,45,2,1,,,,53,215
"De 30 a 34 años (065)",180,159,1,54,82,19,3,,,,21,287
"De 35 a 39 años (066)",147,138,,43,63,23,7,2,,,9,279
"De 40 a 44 años (067)",78,78,,9,37,21,10,1,,,,193
"De 45 a 49 años (068)",47,44,,1,19,16,7,1,,,3,125
"De 50 y más años (069)",70,61,,11,17,13,15,5,,,9,180
"Sup. Univ. incompleta (070)",252,179,1,68,53,36,17,3,,1,73,385
"De 15 a 19 años (072)",5,3,,3,,,,,,,2,3
"De 20 a 24 años (073)",73,26,1,20,5,,,,,,47,30
"De 25 a 29 años (074)",43,27,,14,10,3,,,,,16,43
"De 30 a 34 años (075)",47,42,,15,17,10,,,,,5,79
"De 35 a 39 años (076)",30,28,,6,7,11,3,1,,,2,71
"De 40 a 44 años (077)",16,16,,3,6,4,3,,,,,40
"De 45 a 49 años (078)",14,14,,3,4,5,2,,,,,35
"De 50 y más años (079)",24,23,,4,4,3,9,2,,1,1,84
"Sup. Univ. completa (080)",523,435,5,167,146,66,39,11,1,,88,901
"De 20 a 24 años (083)",28,13,2,11,,,,,,,15,11
"De 25 a 29 años (084)",86,53,1,42,9,1,,,,,33,63
"De 30 a 34 años (085)",97,77,2,34,34,6,1,,,,20,124
"De 35 a 39 años (086)",99,92,,38,33,14,6,1,,,7,179
"De 40 a 44 años (087)",73,67,,10,33,16,7,1,,,6,159
"De 45 a 49 años (088)",62,60,,14,20,11,11,3,1,,2,161
"De 50 y más años (089)",78,73,,18,17,18,14,6,,,5,204
,,,,,,,,,,,,
"URBANA (100)",9193,8676,67,1896,1966,1419,1928,936,364,100,517,28667
"De 12 a 14 años (101)",11,6,,4,2,,,,,,5,8
"De 15 a 19 años (102)",162,143,3,123,12,2,3,,,,19,165
"De 20 a 24 años (103)",950,754,13,506,191,32,12,,,,196,1032
"De 25 a 29 años (104)",1167,1034,12,426,364,164,64,4,,,133,1940
"De 30 a 34 años (105)",1250,1192,10,252,441,269,196,22,2,,58,2947
"De 35 a 39 años (106)",1210,1182,3,182,308,258,322,83,24,2,28,3714
"De 40 a 44 años (107)",995,982,2,90,208,208,309,117,41,7,13,3668
"De 45 a 49 años (108)",755,747,3,68,118,140,227,129,52,10,8,3097
"De 50 y más años (109)",2693,2636,21,245,322,346,795,581,245,81,57,12096
"Sin nivel (110)",1742,1709,18,175,214,184,502,408,163,45,33,7850
"De 12 a 14 años (111)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (112)",3,3,,2,,,1,,,,,6
"De 20 a 24 años (113)",8,5,,2,2,1,,,,,3,9
"De 25 a 29 años (114)",17,17,,2,8,1,4,2,,,,50
"De 30 a 34 años (115)",34,34,,8,7,5,11,2,1,,,108
"De 35 a 39 años (116)",57,55,,7,7,10,16,12,2,1,2,226
"De 40 a 44 años (117)",82,80,1,6,13,6,25,21,6,2,2,368
"De 45 a 49 años (118)",91,91,1,9,10,7,25,25,13,1,,444
"De 50 y más años (119)",1448,1422,16,138,166,154,420,346,141,41,26,6636
"Educacion Inicial (120)",5,5,,1,1,1,2,,,,,15
"De 12 a 14 años (121)",1,1,,,1,,,,,,,2
"De 25 a 29 años (124)",2,2,,,,1,1,,,,,7
"De 30 a 34 años (125)",1,1,,1,,,,,,,,1
"De 35 a 39 años (126)",1,1,,,,,1,,,,,5
"Primaria (130)",3135,3066,20,338,531,587,944,424,172,50,69,12002
"De 12 a 14 años (131)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (132)",35,31,1,22,6,1,1,,,,4,41
"De 20 a 24 años (133)",161,143,6,65,49,15,8,,,,18,240
"De 25 a 29 años (134)",283,273,4,56,97,79,36,1,,,10,645
"De 30 a 34 años (135)",396,384,3,39,100,112,117,12,1,,12,1169
"De 35 a 39 años (136)",513,506,1,38,88,112,190,56,21,,7,1899
"De 40 a 44 años (137)",499,495,1,34,59,94,191,81,30,5,4,2107
"De 45 a 49 años (138)",379,377,,22,41,60,129,86,30,9,2,1753
"De 50 y más años (139)",866,856,4,61,91,114,272,188,90,36,10,4147
"Secundaria (140)",2501,2364,17,763,694,423,357,79,27,4,137,5749
"De 12 a 14 años (141)",5,2,,2,,,,,,,3,2
"De 15 a 19 años (142)",116,103,2,93,6,1,1,,,,13,112
"De 20 a 24 años (143)",533,467,3,319,125,16,4,,,,66,633
"De 25 a 29 años (144)",476,443,4,163,184,72,19,1,,,33,834
"De 30 a 34 años (145)",460,450,3,90,178,109,62,8,,,10,1090
"De 35 a 39 años (146)",341,339,2,43,98,86,96,12,1,1,2,1011
"De 40 a 44 años (147)",221,219,,24,51,58,69,12,5,,2,727
"De 45 a 49 años (148)",149,147,2,15,24,36,47,15,8,,2,541
"De 50 y más años (149)",200,194,1,14,28,45,59,31,13,3,6,799
"Sup. no Univ. incompleta (150)",385,333,5,152,97,47,27,4,1,,52,636
"De 15 a 19 años (152)",3,3,,3,,,,,,,,3
"De 20 a 24 años (153)",85,57,1,47,9,,,,,,28,65
"De 25 a 29 años (154)",105,88,3,53,22,7,3,,,,17,130
"De 30 a 34 años (155)",70,67,1,21,31,12,2,,,,3,127
"De 35 a 39 años (156)",44,42,,16,16,7,3,,,,2,82
"De 40 a 44 años (157)",35,35,,6,12,10,6,1,,,,93
"De 45 a 49 años (158)",19,19,,5,3,5,6,,,,,52
"De 50 y más años (159)",24,22,,1,4,6,7,3,1,,2,84
"Sup. no Univ. completa (160)",752,645,3,250,251,89,43,9,,,107,1257
"De 20 a 24 años (163)",81,49,2,44,3,,,,,,32,50
"De 25 a 29 años (164)",179,140,,101,38,,1,,,,39,181
"De 30 a 34 años (165)",162,146,1,46,78,18,3,,,,16,268
"De 35 a 39 años (166)",139,130,,38,61,22,7,2,,,9,267
"De 40 a 44 años (167)",78,78,,9,37,21,10,1,,,,193
"De 45 a 49 años (168)",45,43,,1,18,16,7,1,,,2,123
"De 50 y más años (169)",68,59,,11,16,12,15,5,,,9,175
"Sup. Univ. incompleta (170)",211,155,,61,45,31,15,2,,1,56,332
"De 15 a 19 años (172)",5,3,,3,,,,,,,2,3
"De 20 a 24 años (173)",59,22,,19,3,,,,,,37,25
"De 25 a 29 años (174)",33,22,,11,8,3,,,,,11,36
"De 30 a 34 años (175)",40,37,,14,15,8,,,,,3,68
"De 35 a 39 años (176)",26,24,,5,7,9,3,,,,2,58
"De 40 a 44 años (177)",15,15,,3,6,4,2,,,,,36
"De 45 a 49 años (178)",13,13,,3,3,5,2,,,,,33
"De 50 y más años (179)",20,19,,3,3,2,8,2,,1,1,73
"Sup. Univ. completa (180)",462,399,4,156,133,57,38,10,1,,63,826
"De 20 a 24 años (183)",23,11,1,10,,,,,,,12,10
"De 25 a 29 años (184)",72,49,1,40,7,1,,,,,23,57
"De 30 a 34 años (185)",87,73,2,33,32,5,1,,,,14,116
"De 35 a 39 años (186)",89,85,,35,31,12,6,1,,,4,166
"De 40 a 44 años (187)",65,60,,8,30,15,6,1,,,5,144
"De 45 a 49 años (188)",59,57,,13,19,11,11,2,1,,2,151
"De 50 y más años (189)",67,64,,17,14,13,14,6,,,3,182
,,,,,,,,,,,,
"RURAL (200)",10132,9649,60,1666,1603,1383,2373,1625,732,207,483,38360
"De 12 a 14 años (201)",14,7,1,5,1,,,,,,7,7
"De 15 a 19 años (202)",264,231,5,204,20,1,1,,,,33,251
"De 20 a 24 años (203)",991,832,12,484,249,71,15,1,,,159,1262
"De 25 a 29 años (204)",1169,1032,3,341,328,206,143,10,1,,137,2292
"De 30 a 34 años (205)",1093,1036,5,168,260,244,274,78,7,,57,3169
"De 35 a 39 años (206)",1038,1009,6,83,175,212,322,160,45,6,29,3942
"De 40 a 44 años (207)",1045,1032,6,68,127,148,339,219,96,29,13,4791
"De 45 a 49 años (208)",878,868,,54,89,109,261,227,105,23,10,4317
"De 50 y más años (209)",3640,3602,22,259,354,392,1018,930,478,149,38,18329
"Sin nivel (210)",2906,2859,22,232,309,309,794,729,359,105,47,14168
"De 15 a 19 años (212)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (213)",24,17,1,8,6,2,,,,,7,26
"De 25 a 29 años (214)",41,34,,11,9,5,7,1,1,,7,89
"De 30 a 34 años (215)",55,53,,,10,12,18,12,1,,2,220
"De 35 a 39 años (216)",85,84,1,7,7,15,28,17,6,3,1,382
"De 40 a 44 años (217)",150,150,1,12,20,11,44,42,16,4,,730
"De 45 a 49 años (218)",163,161,,12,12,16,44,48,25,4,2,842
"De 50 y más años (219)",2386,2359,19,181,245,248,653,609,310,94,27,11878
"Educacion Inicial (220)",12,11,,1,2,2,4,2,,,1,41
"De 20 a 24 años (223)",3,3,,1,1,1,,,,,,6
"De 25 a 29 años (224)",5,4,,,,1,2,1,,,1,18
"De 35 a 39 años (226)",4,4,,,1,,2,1,,,,17
"Primaria (230)",5190,5028,27,732,833,793,1355,834,355,99,162,20164
"De 12 a 14 años (231)",7,2,,1,1,,,,,,5,3
"De 15 a 19 años (232)",124,112,1,97,12,1,1,,,,12,128
"De 20 a 24 años (233)",426,382,7,183,132,49,11,,,,44,639
"De 25 a 29 años (234)",612,574,3,153,182,128,100,8,,,38,1376
"De 30 a 34 años (235)",730,698,5,105,156,166,202,59,5,,32,2213
"De 35 a 39 años (236)",736,723,3,50,120,140,244,128,36,2,13,2917
"De 40 a 44 años (237)",761,755,5,47,76,113,256,161,74,23,6,3576
"De 45 a 49 años (238)",635,629,,30,62,78,194,169,77,19,6,3192
"De 50 y más años (239)",1159,1153,3,66,92,118,347,309,163,55,6,6120
"Secundaria (240)",1744,1573,9,615,403,254,215,56,18,3,171,3666
"De 12 a 14 años (241)",7,5,1,4,,,,,,,2,4
"De 15 a 19 años (242)",136,117,4,105,8,,,,,,19,121
"De 20 a 24 años (243)",470,396,2,264,106,19,4,1,,,74,555
"De 25 a 29 años (244)",425,375,,151,120,70,34,,,,50,743
"De 30 a 34 años (245)",262,254,,52,82,59,53,7,1,,8,675
"De 35 a 39 años (246)",186,176,2,16,41,52,48,13,3,1,10,583
"De 40 a 44 años (247)",116,112,,7,24,20,37,16,6,2,4,449
"De 45 a 49 años (248)",69,68,,7,12,15,22,9,3,,1,260
"De 50 y más años (249)",73,70,,9,10,19,17,10,5,,3,276
"Sup. no Univ. incompleta (250)",96,65,,35,20,6,2,2,,,31,115
"De 15 a 19 años (252)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (253)",34,22,,20,2,,,,,,12,24
"De 25 a 29 años (254)",25,13,,7,6,,,,,,12,19
"De 30 a 34 años (255)",11,9,,1,4,3,1,,,,2,23
"De 35 a 39 años (256)",5,3,,1,2,,,,,,2,5
"De 40 a 44 años (257)",9,7,,,4,3,,,,,2,17
"De 45 a 49 años (258)",5,5,,4,,,1,,,,,9
"De 50 y más años (259)",5,5,,1,2,,,2,,,,17
"Sup. no Univ. completa (260)",82,53,,33,15,5,,,,,29,78
"De 20 a 24 años (263)",15,6,,6,,,,,,,9,6
"De 25 a 29 años (264)",37,23,,14,7,2,,,,,14,34
"De 30 a 34 años (265)",18,13,,8,4,1,,,,,5,19
"De 35 a 39 años (266)",8,8,,5,2,1,,,,,,12
"De 45 a 49 años (268)",2,1,,,1,,,,,,1,2
"De 50 y más años (269)",2,2,,,1,1,,,,,,5
"Sup. Univ. incompleta (270)",41,24,1,7,8,5,2,1,,,17,53
"De 20 a 24 años (273)",14,4,1,1,2,,,,,,10,5
"De 25 a 29 años (274)",10,5,,3,2,,,,,,5,7
"De 30 a 34 años (275)",7,5,,1,2,2,,,,,2,11
"De 35 a 39 años (276)",4,4,,1,,2,,1,,,,13
"De 40 a 44 años (277)",1,1,,,,,1,,,,,4
"De 45 a 49 años (278)",1,1,,,1,,,,,,,2
"De 50 y más años (279)",4,4,,1,1,1,1,,,,,11
"Sup. Univ. completa (280)",61,36,1,11,13,9,1,1,,,25,75
"De 20 a 24 años (283)",5,2,1,1,,,,,,,3,1
"De 25 a 29 años (284)",14,4,,2,2,,,,,,10,6
"De 30 a 34 años (285)",10,4,,1,2,1,,,,,6,8
"De 35 a 39 años (286)",10,7,,3,2,2,,,,,3,13
"De 40 a 44 años (287)",8,7,,2,3,1,1,,,,1,15
"De 45 a 49 años (288)",3,3,,1,1,,,1,,,,10
"De 50 y más años (289)",11,9,,1,3,5,,,,,2,22
