"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJATAMBO (000)",7853,396,935,1011,672,911,1063,1865,1000
"Sin nivel (001)",1035,396,63,12,7,12,41,232,272
"Educación inicial (002)",198,,194,1,,3,,,
"Primaria (003)",3483,,678,696,96,201,344,869,599
"Secundaria (004)",2163,,,302,551,481,368,388,73
"Superior no univ. incompleto (005)",166,,,,11,57,42,51,5
"Superior no univ. completo (006)",245,,,,,65,90,77,13
"Superior univ. incompleto (007)",127,,,,7,25,30,57,8
"Superior univ. completo (008)",436,,,,,67,148,191,30
"Hombres (010)",4017,199,459,514,368,476,541,975,485
"Sin nivel (011)",326,199,30,6,4,4,8,30,45
"Educación inicial (012)",99,,96,,,3,,,
"Primaria (013)",1719,,333,342,50,76,138,428,352
"Secundaria (014)",1286,,,166,303,277,216,265,59
"Superior no univ. incompleto (015)",99,,,,4,29,25,36,5
"Superior no univ. completo (016)",148,,,,,39,58,45,6
"Superior univ. incompleto (017)",91,,,,7,10,21,46,7
"Superior univ. completo (018)",249,,,,,38,75,125,11
"Mujeres (020)",3836,197,476,497,304,435,522,890,515
"Sin nivel (021)",709,197,33,6,3,8,33,202,227
"Educación inicial (022)",99,,98,1,,,,,
"Primaria (023)",1764,,345,354,46,125,206,441,247
"Secundaria (024)",877,,,136,248,204,152,123,14
"Superior no univ. incompleto (025)",67,,,,7,28,17,15,
"Superior no univ. completo (026)",97,,,,,26,32,32,7
"Superior univ. incompleto (027)",36,,,,,15,9,11,1
"Superior univ. completo (028)",187,,,,,29,73,66,19
,,,,,,,,,
"URBANA (030)",4762,227,540,649,440,499,631,1142,634
"Sin nivel (031)",590,227,18,1,5,9,17,128,185
"Educación inicial (032)",127,,123,1,,3,,,
"Primaria (033)",1951,,399,439,40,79,166,475,353
"Secundaria (034)",1425,,,208,383,274,234,272,54
"Superior no univ. incompleto (035)",109,,,,9,37,26,34,3
"Superior no univ. completo (036)",166,,,,,40,63,52,11
"Superior univ. incompleto (037)",83,,,,3,17,17,40,6
"Superior univ. completo (038)",311,,,,,40,108,141,22
"Hombres (040)",2368,112,283,323,246,250,310,557,287
"Sin nivel (041)",181,112,10,1,4,4,5,16,29
"Educación inicial (042)",67,,64,,,3,,,
"Primaria (043)",912,,209,214,19,23,54,199,194
"Secundaria (044)",837,,,108,217,160,135,172,45
"Superior no univ. incompleto (045)",52,,,,3,14,12,20,3
"Superior no univ. completo (046)",89,,,,,20,37,28,4
"Superior univ. incompleto (047)",57,,,,3,7,11,31,5
"Superior univ. completo (048)",173,,,,,19,56,91,7
"Mujeres (050)",2394,115,257,326,194,249,321,585,347
"Sin nivel (051)",409,115,8,,1,5,12,112,156
"Educación inicial (052)",60,,59,1,,,,,
"Primaria (053)",1039,,190,225,21,56,112,276,159
"Secundaria (054)",588,,,100,166,114,99,100,9
"Superior no univ. incompleto (055)",57,,,,6,23,14,14,
"Superior no univ. completo (056)",77,,,,,20,26,24,7
"Superior univ. incompleto (057)",26,,,,,10,6,9,1
"Superior univ. completo (058)",138,,,,,21,52,50,15
,,,,,,,,,
"RURAL (060)",3091,169,395,362,232,412,432,723,366
"Sin nivel (061)",445,169,45,11,2,3,24,104,87
"Educación inicial (062)",71,,71,,,,,,
"Primaria (063)",1532,,279,257,56,122,178,394,246
"Secundaria (064)",738,,,94,168,207,134,116,19
"Superior no univ. incompleto (065)",57,,,,2,20,16,17,2
"Superior no univ. completo (066)",79,,,,,25,27,25,2
"Superior univ. incompleto (067)",44,,,,4,8,13,17,2
"Superior univ. completo (068)",125,,,,,27,40,50,8
"Hombres (070)",1649,87,176,191,122,226,231,418,198
"Sin nivel (071)",145,87,20,5,,,3,14,16
"Educación inicial (072)",32,,32,,,,,,
"Primaria (073)",807,,124,128,31,53,84,229,158
"Secundaria (074)",449,,,58,86,117,81,93,14
"Superior no univ. incompleto (075)",47,,,,1,15,13,16,2
"Superior no univ. completo (076)",59,,,,,19,21,17,2
"Superior univ. incompleto (077)",34,,,,4,3,10,15,2
"Superior univ. completo (078)",76,,,,,19,19,34,4
"Mujeres (080)",1442,82,219,171,110,186,201,305,168
"Sin nivel (081)",300,82,25,6,2,3,21,90,71
"Educación inicial (082)",39,,39,,,,,,
"Primaria (083)",725,,155,129,25,69,94,165,88
"Secundaria (084)",289,,,36,82,90,53,23,5
"Superior no univ. incompleto (085)",10,,,,1,5,3,1,
"Superior no univ. completo (086)",20,,,,,6,6,8,
"Superior univ. incompleto (087)",10,,,,,5,3,2,
"Superior univ. completo (088)",49,,,,,8,21,16,4
