"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAYLAS (000)",19731,58905,51529,,995,87.5,1.7
"De 12 a 14 años (001)",2030,7,7,,3,100,42.9
"De 15 a 19 años (002)",2532,388,384,126,99,32.5,
"De 20 a 24 años (003)",2038,1867,1820,233,97.5,12.5,
"De 25 a 29 años (004)",1912,3466,3357,240,96.9,6.9,
"De 30 a 34 años (005)",1769,4712,4517,190,95.9,4,
"De 35 a 39 años (006)",1716,6038,5675,118,94,2,
"De 40 a 44 años (007)",1426,6218,5732,71,92.2,1.1,
"De 45 a 49 años (008)",1245,6021,5449,14,90.5,0.2,
"De 50 y más años (009)",5063,30188,24588,,81.4,,
"Conviviente (010)",5019,15824,14466,578,91.4,3.7,
"De 12 a 14 años (011)",11,1,1,,100,,
"De 15 a 19 años (012)",337,249,245,89,98.4,35.7,
"De 20 a 24 años (013)",911,1221,1188,158,97.3,12.9,
"De 25 a 29 años (014)",924,1955,1889,145,96.6,7.4,
"De 30 a 34 años (015)",782,2233,2154,97,96.5,4.3,
"De 35 a 39 años (016)",606,2262,2132,59,94.3,2.6,
"De 40 a 44 años (017)",431,1970,1802,28,91.5,1.4,
"De 45 a 49 años (018)",329,1629,1486,2,91.2,0.1,
"De 50 y más años (019)",688,4304,3569,,82.9,,
"Separado(a) (020)",964,2861,2619,59,91.5,2.1,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",40,40,40,15,100,37.5,
"De 20 a 24 años (023)",109,147,142,17,96.6,11.6,
"De 25 a 29 años (024)",147,274,266,13,97.1,4.7,
"De 30 a 34 años (025)",114,243,233,6,95.9,2.5,
"De 35 a 39 años (026)",124,342,332,4,97.1,1.2,
"De 40 a 44 años (027)",98,346,322,3,93.1,0.9,
"De 45 a 49 años (028)",89,324,304,1,93.8,0.3,
"De 50 y más años (029)",242,1145,980,,85.6,,
"Casado(a) (030)",5784,29019,25578,298,88.1,1,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",33,30,30,9,100,30,
"De 20 a 24 años (033)",186,318,311,41,97.8,12.9,
"De 25 a 29 años (034)",415,990,956,67,96.6,6.8,
"De 30 a 34 años (035)",619,2018,1919,82,95.1,4.1,
"De 35 a 39 años (036)",798,3208,2998,52,93.5,1.6,
