"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",80,76,2,1,1
,,,,,
"URBANA (036)",4464,3041,518,432,473
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,,8,4,14
"Profes., científicos e intelectuales (038)",808,281,208,217,102
"Técnicos de nivel medio y trab. asimilados (039)",159,72,11,24,52
"Jefes y empleados de oficina (040)",179,31,18,29,101
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",568,518,39,8,3
"Agricult.trabaj.calif.agrop.y pesqueros (042)",568,538,29,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",307,244,21,30,12
"Obreros construc.,conf.,papel, fab., instr. (044)",434,314,50,40,30
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1279,974,122,69,114
"Otra (046)",42,,,,42
"Ocupación no especificada (047)",94,69,12,10,3
"Hombres (048)",2983,1993,374,287,329
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,,6,4,11
"Profes., científicos e intelectuales (050)",397,114,105,127,51
"Técnicos de nivel medio y trab. asimilados (051)",103,49,9,19,26
"Jefes y empleados de oficina (052)",96,10,9,10,67
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",245,209,31,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (054)",536,507,28,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",233,178,19,24,12
"Obreros construc.,conf.,papel, fab., instr. (056)",428,311,50,37,30
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",834,589,106,54,85
"Otra (058)",42,,,,42
"Ocupación no especificada (059)",48,26,11,9,2
"Mujeres (060)",1481,1048,144,145,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,2,,3
"Profes., científicos e intelectuales (062)",411,167,103,90,51
"Técnicos de nivel medio y trab. asimilados (063)",56,23,2,5,26
"Jefes y empleados de oficina (064)",83,21,9,19,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",323,309,8,6,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",32,31,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",74,66,2,6,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,3,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",445,385,16,15,29
"Ocupación no especificada (071)",46,43,1,1,1
,,,,,
"RURAL (072)",4766,4423,179,79,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,,,3
"Profes., científicos e intelectuales (074)",99,55,24,11,9
"Técnicos de nivel medio y trab. asimilados (075)",19,12,3,4,
"Jefes y empleados de oficina (076)",9,1,3,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",142,121,6,15,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2160,2140,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",204,198,1,5,
"Obreros construc.,conf.,papel, fab., instr. (080)",81,62,7,8,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1975,1766,113,34,62
"Otra (082)",3,,,,3
"Ocupación no especificada (083)",71,68,2,1,
"Hombres (084)",4252,3944,161,69,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,,,3
"Profes., científicos e intelectuales (086)",43,20,15,4,4
"Técnicos de nivel medio y trab. asimilados (087)",17,10,3,4,
"Jefes y empleados de oficina (088)",6,1,2,1,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",71,52,4,15,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2120,2100,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",82,77,1,4,
"Obreros construc.,conf.,papel, fab., instr. (092)",80,61,7,8,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1790,1588,108,32,62
"Otra (094)",3,,,,3
"Ocupación no especificada (095)",37,35,1,1,
"Mujeres (096)",514,479,18,10,7
"Profes., científicos e intelectuales (098)",56,35,9,7,5
"Técnicos de nivel medio y trab. asimilados (099)",2,2,,,
"Jefes y empleados de oficina (100)",3,,1,,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",71,69,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",40,40,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",122,121,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",185,178,5,2,
"Ocupación no especificada (107)",34,33,1,,
