"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CELENDIN (000)",62817,11696,12023,11552,9588,6814,11144
"Conviviente (001)",22359,358,4149,6668,4827,2955,3402
"Separado(a) (002)",1755,22,285,365,384,261,438
"Casado(a) (003)",13302,24,589,2297,3188,2737,4467
"Viudo(a) (004)",2770,3,27,73,192,317,2158
"Divorciado(a) (005)",204,,16,37,39,30,82
"Soltero(a) (006)",22427,11289,6957,2112,958,514,597
"Hombres (008)",30619,5974,5872,5632,4528,3299,5314
"Conviviente (009)",10906,108,1619,3317,2444,1538,1880
"Separado(a) (010)",324,2,24,65,59,55,119
"Casado(a) (011)",6570,12,189,1030,1523,1383,2433
"Viudo(a) (012)",711,1,4,10,37,75,584
"Divorciado(a) (013)",60,,3,5,5,10,37
"Soltero(a) (014)",12048,5851,4033,1205,460,238,261
"Mujeres (016)",32198,5722,6151,5920,5060,3515,5830
"Conviviente (017)",11453,250,2530,3351,2383,1417,1522
"Separado(a) (018)",1431,20,261,300,325,206,319
"Casado(a) (019)",6732,12,400,1267,1665,1354,2034
"Viudo(a) (020)",2059,2,23,63,155,242,1574
"Divorciado(a) (021)",144,,13,32,34,20,45
"Soltero(a) (022)",10379,5438,2924,907,498,276,336
,,,,,,,
"URBANA (024)",16853,2774,3358,3001,2629,1883,3208
"Conviviente (025)",4802,74,859,1496,1117,583,673
"Separado(a) (026)",621,6,81,113,138,106,177
"Casado(a) (027)",3926,8,124,524,953,875,1442
"Viudo(a) (028)",735,2,3,15,35,81,599
"Divorciado(a) (029)",66,,1,6,13,9,37
"Soltero(a) (030)",6703,2684,2290,847,373,229,280
"Hombres (032)",8003,1409,1589,1440,1201,887,1477
"Conviviente (033)",2324,29,313,728,572,319,363
"Separado(a) (034)",129,1,8,31,21,26,42
"Casado(a) (035)",1924,3,42,220,432,437,790
"Viudo(a) (036)",183,1,1,1,7,12,161
"Divorciado(a) (037)",27,,,3,2,2,20
"Soltero(a) (038)",3416,1375,1225,457,167,91,101
"Mujeres (040)",8850,1365,1769,1561,1428,996,1731
"Conviviente (041)",2478,45,546,768,545,264,310
"Separado(a) (042)",492,5,73,82,117,80,135
"Casado(a) (043)",2002,5,82,304,521,438,652
"Viudo(a) (044)",552,1,2,14,28,69,438
"Divorciado(a) (045)",39,,1,3,11,7,17
"Soltero(a) (046)",3287,1309,1065,390,206,138,179
,,,,,,,
"RURAL (048)",45964,8922,8665,8551,6959,4931,7936
"Conviviente (049)",17557,284,3290,5172,3710,2372,2729
"Separado(a) (050)",1134,16,204,252,246,155,261
"Casado(a) (051)",9376,16,465,1773,2235,1862,3025
"Viudo(a) (052)",2035,1,24,58,157,236,1559
"Divorciado(a) (053)",138,,15,31,26,21,45
"Soltero(a) (054)",15724,8605,4667,1265,585,285,317
"Hombres (056)",22616,4565,4283,4192,3327,2412,3837
"Conviviente (057)",8582,79,1306,2589,1872,1219,1517
"Separado(a) (058)",195,1,16,34,38,29,77
"Casado(a) (059)",4646,9,147,810,1091,946,1643
"Viudo(a) (060)",528,,3,9,30,63,423
"Divorciado(a) (061)",33,,3,2,3,8,17
"Soltero(a) (062)",8632,4476,2808,748,293,147,160
"Mujeres (064)",23348,4357,4382,4359,3632,2519,4099
"Conviviente (065)",8975,205,1984,2583,1838,1153,1212
"Separado(a) (066)",939,15,188,218,208,126,184
"Casado(a) (067)",4730,7,318,963,1144,916,1382
"Viudo(a) (068)",1507,1,21,49,127,173,1136
"Divorciado(a) (069)",105,,12,29,23,13,28
"Soltero(a) (070)",7092,4129,1859,517,292,138,157
