"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LEONCIO PRADO (000)",116965,61193,55772,68747,34446,34301,48218,26747,21471
"Menores de 1 año (001)",2186,1137,1049,1281,658,623,905,479,426
"Menores de 1 mes (002)",123,54,69,79,35,44,44,19,25
"De 1 a 11 meses (003)",2063,1083,980,1202,623,579,861,460,401
"De 1 a 4 años (004)",10757,5572,5185,5633,2936,2697,5124,2636,2488
"1 año (005)",2430,1266,1164,1317,677,640,1113,589,524
"2 años (006)",3057,1577,1480,1584,828,756,1473,749,724
"3 años (007)",2804,1454,1350,1422,756,666,1382,698,684
"4 años (008)",2466,1275,1191,1310,675,635,1156,600,556
"De 5 a 9 años (009)",12337,6383,5954,6639,3361,3278,5698,3022,2676
"5 años (010)",2320,1187,1133,1231,644,587,1089,543,546
"6 años (011)",2230,1142,1088,1212,596,616,1018,546,472
"7 años (012)",2641,1383,1258,1406,716,690,1235,667,568
"8 años (013)",2579,1332,1247,1393,701,692,1186,631,555
"9 años (014)",2567,1339,1228,1397,704,693,1170,635,535
"De 10 a 14 años (015)",13965,7263,6702,7982,4067,3915,5983,3196,2787
"10 años (016)",2661,1381,1280,1429,745,684,1232,636,596
"11 años (017)",2810,1468,1342,1585,802,783,1225,666,559
"12 años (018)",2869,1543,1326,1622,858,764,1247,685,562
"13 años (019)",2760,1381,1379,1648,810,838,1112,571,541
"14 años (020)",2865,1490,1375,1698,852,846,1167,638,529
"De 15 a 19 años (021)",12616,6634,5982,7857,3995,3862,4759,2639,2120
"15 años (022)",2776,1419,1357,1687,835,852,1089,584,505
"16 años (023)",2349,1202,1147,1470,690,780,879,512,367
"17 años (024)",2523,1349,1174,1580,828,752,943,521,422
"18 años (025)",2791,1558,1233,1767,963,804,1024,595,429
"19 años (026)",2177,1106,1071,1353,679,674,824,427,397
"De 20 a 24 años (027)",11231,5894,5337,6729,3371,3358,4502,2523,1979
"20 años (028)",2491,1344,1147,1437,724,713,1054,620,434
"21 años (029)",2084,1050,1034,1327,660,667,757,390,367
"22 años (030)",2230,1175,1055,1297,653,644,933,522,411
"23 años (031)",2169,1129,1040,1329,683,646,840,446,394
"24 años (032)",2257,1196,1061,1339,651,688,918,545,373
"De 25 a 29 años (033)",9752,5041,4711,5804,2820,2984,3948,2221,1727
"25 años (034)",2101,1093,1008,1319,654,665,782,439,343
"26 años (035)",1933,1009,924,1135,544,591,798,465,333
"27 años (036)",2112,1094,1018,1269,626,643,843,468,375
"28 años (037)",1928,1016,912,1063,523,540,865,493,372
"29 años (038)",1678,829,849,1018,473,545,660,356,304
"De 30 a 34 años (039)",8247,4226,4021,4902,2347,2555,3345,1879,1466
"30 años (040)",2194,1124,1070,1287,606,681,907,518,389
