"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",2121,1886,147,55,33
"Obreros construc.,conf.,papel, fab., instr. (032)",550,430,44,37,39
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",21183,19285,1116,342,440
"Otra (034)",135,,,,135
"Ocupación no especificada (035)",2615,2009,253,182,171
,,,,,
"URBANA (036)",134536,87262,15238,14021,18015
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",369,38,86,110,135
"Profes., científicos e intelectuales (038)",14486,2724,2400,4510,4852
"Técnicos de nivel medio y trab. asimilados (039)",8706,3743,1304,1467,2192
"Jefes y empleados de oficina (040)",8655,2018,1261,1651,3725
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",27288,22478,2618,1382,810
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4946,4370,527,32,17
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",13616,9531,1865,1207,1013
"Obreros construc.,conf.,papel, fab., instr. (044)",17525,13590,1689,1249,997
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",30560,24490,2639,1684,1747
"Otra (046)",1864,,,,1864
"Ocupación no especificada (047)",6521,4280,849,729,663
"Hombres (048)",83535,51944,10620,9085,11886
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",243,26,50,71,96
"Profes., científicos e intelectuales (050)",7123,1613,1138,2007,2365
"Técnicos de nivel medio y trab. asimilados (051)",5670,2591,900,1002,1177
"Jefes y empleados de oficina (052)",4382,957,580,774,2071
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",12441,9409,1466,904,662
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4200,3700,454,30,16
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",11536,7679,1722,1152,983
"Obreros construc.,conf.,papel, fab., instr. (056)",17049,13231,1646,1214,958
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",15009,10245,2052,1382,1330
"Otra (058)",1734,,,,1734
"Ocupación no especificada (059)",4148,2493,612,549,494
"Mujeres (060)",51001,35318,4618,4936,6129
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",126,12,36,39,39
"Profes., científicos e intelectuales (062)",7363,1111,1262,2503,2487
"Técnicos de nivel medio y trab. asimilados (063)",3036,1152,404,465,1015
"Jefes y empleados de oficina (064)",4273,1061,681,877,1654
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",14847,13069,1152,478,148
"Agricult.trabaj.calif.agrop.y pesqueros (066)",746,670,73,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",2080,1852,143,55,30
"Obreros construc.,conf.,papel, fab., instr. (068)",476,359,43,35,39
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",15551,14245,587,302,417
"Otra (070)",130,,,,130
"Ocupación no especificada (071)",2373,1787,237,180,169
,,,,,
"RURAL (072)",33600,28990,3304,760,546
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",27,,21,2,4
"Profes., científicos e intelectuales (074)",990,399,369,184,38
"Técnicos de nivel medio y trab. asimilados (075)",143,59,32,12,40
"Jefes y empleados de oficina (076)",101,23,13,16,49
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1227,1039,114,45,29
"Agricult.trabaj.calif.agrop.y pesqueros (078)",16632,15606,1015,9,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",716,418,140,101,57
"Obreros construc.,conf.,papel, fab., instr. (080)",669,512,73,57,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",12535,10588,1493,320,134
"Otra (082)",155,,,,155
"Ocupación no especificada (083)",405,346,34,14,11
"Hombres (084)",24834,21279,2465,627,463
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",21,,16,2,3
"Profes., científicos e intelectuales (086)",585,233,218,112,22
"Técnicos de nivel medio y trab. asimilados (087)",110,47,26,10,27
"Jefes y empleados de oficina (088)",67,15,9,10,33
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",659,521,76,37,25
"Agricult.trabaj.calif.agrop.y pesqueros (090)",14906,13966,930,8,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",675,384,136,101,54
"Obreros construc.,conf.,papel, fab., instr. (092)",595,441,72,55,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",6903,5548,964,280,111
"Otra (094)",150,,,,150
"Ocupación no especificada (095)",163,124,18,12,9
"Mujeres (096)",8766,7711,839,133,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",6,,5,,1
"Profes., científicos e intelectuales (098)",405,166,151,72,16
"Técnicos de nivel medio y trab. asimilados (099)",33,12,6,2,13
"Jefes y empleados de oficina (100)",34,8,4,6,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",568,518,38,8,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1726,1640,85,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",41,34,4,,3
"Obreros construc.,conf.,papel, fab., instr. (104)",74,71,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",5632,5040,529,40,23
"Otra (106)",5,,,,5
"Ocupación no especificada (107)",242,222,16,2,2
