"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ACOBAMBA (000)",43140,8470,9417,7980,6466,4451,6356
"Conviviente (001)",4979,129,1785,1821,719,260,265
"Separado(a) (002)",783,10,185,214,158,101,115
"Casado(a) (003)",18564,37,1708,4445,4980,3525,3869
"Viudo(a) (004)",2602,5,28,98,223,390,1858
"Divorciado(a) (005)",173,,24,26,43,32,48
"Soltero(a) (006)",16039,8289,5687,1376,343,143,201
"Hombres (008)",20955,4277,4660,3864,3166,2121,2867
"Conviviente (009)",2423,39,748,949,408,138,141
"Separado(a) (010)",156,2,20,29,36,28,41
"Casado(a) (011)",9232,14,665,2122,2486,1794,2151
"Viudo(a) (012)",579,5,6,19,48,77,424
"Divorciado(a) (013)",55,,4,1,14,15,21
"Soltero(a) (014)",8510,4217,3217,744,174,69,89
"Mujeres (016)",22185,4193,4757,4116,3300,2330,3489
"Conviviente (017)",2556,90,1037,872,311,122,124
"Separado(a) (018)",627,8,165,185,122,73,74
"Casado(a) (019)",9332,23,1043,2323,2494,1731,1718
"Viudo(a) (020)",2023,,22,79,175,313,1434
"Divorciado(a) (021)",118,,20,25,29,17,27
"Soltero(a) (022)",7529,4072,2470,632,169,74,112
,,,,,,,
"URBANA (024)",13730,2417,2870,2698,2334,1483,1928
"Conviviente (025)",2071,23,568,843,380,136,121
"Separado(a) (026)",290,2,49,75,64,53,47
"Casado(a) (027)",5328,12,283,1112,1660,1119,1142
"Viudo(a) (028)",735,1,1,32,64,107,530
"Divorciado(a) (029)",46,,2,2,15,11,16
"Soltero(a) (030)",5260,2379,1967,634,151,57,72
"Hombres (032)",6656,1204,1414,1294,1166,719,859
"Conviviente (033)",1006,14,214,416,223,75,64
"Separado(a) (034)",59,,6,12,14,13,14
"Casado(a) (035)",2641,6,100,504,823,577,631
"Viudo(a) (036)",165,1,,7,14,25,118
"Divorciado(a) (037)",16,,,1,3,4,8
"Soltero(a) (038)",2769,1183,1094,354,89,25,24
"Mujeres (040)",7074,1213,1456,1404,1168,764,1069
"Conviviente (041)",1065,9,354,427,157,61,57
"Separado(a) (042)",231,2,43,63,50,40,33
"Casado(a) (043)",2687,6,183,608,837,542,511
"Viudo(a) (044)",570,,1,25,50,82,412
"Divorciado(a) (045)",30,,2,1,12,7,8
"Soltero(a) (046)",2491,1196,873,280,62,32,48
,,,,,,,
"RURAL (048)",29410,6053,6547,5282,4132,2968,4428
"Conviviente (049)",2908,106,1217,978,339,124,144
"Separado(a) (050)",493,8,136,139,94,48,68
"Casado(a) (051)",13236,25,1425,3333,3320,2406,2727
"Viudo(a) (052)",1867,4,27,66,159,283,1328
"Divorciado(a) (053)",127,,22,24,28,21,32
"Soltero(a) (054)",10779,5910,3720,742,192,86,129
"Hombres (056)",14299,3073,3246,2570,2000,1402,2008
"Conviviente (057)",1417,25,534,533,185,63,77
"Separado(a) (058)",97,2,14,17,22,15,27
"Casado(a) (059)",6591,8,565,1618,1663,1217,1520
"Viudo(a) (060)",414,4,6,12,34,52,306
"Divorciado(a) (061)",39,,4,,11,11,13
"Soltero(a) (062)",5741,3034,2123,390,85,44,65
"Mujeres (064)",15111,2980,3301,2712,2132,1566,2420
"Conviviente (065)",1491,81,683,445,154,61,67
"Separado(a) (066)",396,6,122,122,72,33,41
"Casado(a) (067)",6645,17,860,1715,1657,1189,1207
"Viudo(a) (068)",1453,,21,54,125,231,1022
"Divorciado(a) (069)",88,,18,24,17,10,19
"Soltero(a) (070)",5038,2876,1597,352,107,42,64
