"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",304,294,5,2,3
,,,,,
"URBANA (036)",5290,3983,263,188,856
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",54,,3,1,50
"Profes., científicos e intelectuales (038)",781,89,52,121,519
"Técnicos de nivel medio y trab. asimilados (039)",167,66,5,7,89
"Jefes y empleados de oficina (040)",129,15,7,8,99
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",640,616,15,2,7
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1265,1219,45,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",208,186,10,7,5
"Obreros construc.,conf.,papel, fab., instr. (044)",193,145,20,13,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1690,1529,101,27,33
"Otra (046)",34,,,,34
"Ocupación no especificada (047)",129,118,5,1,5
"Hombres (048)",3655,2780,199,116,560
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",38,,3,,35
"Profes., científicos e intelectuales (050)",447,39,31,65,312
"Técnicos de nivel medio y trab. asimilados (051)",107,45,5,6,51
"Jefes y empleados de oficina (052)",88,7,7,4,70
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",255,241,7,2,5
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1146,1106,39,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",175,158,5,7,5
"Obreros construc.,conf.,papel, fab., instr. (056)",192,144,20,13,15
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1143,1014,82,18,29
"Otra (058)",34,,,,34
"Ocupación no especificada (059)",30,26,,,4
"Mujeres (060)",1635,1203,64,72,296
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,,,1,15
"Profes., científicos e intelectuales (062)",334,50,21,56,207
"Técnicos de nivel medio y trab. asimilados (063)",60,21,,1,38
"Jefes y empleados de oficina (064)",41,8,,4,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",385,375,8,,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",119,113,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",33,28,5,,
"Obreros construc.,conf.,papel, fab., instr. (068)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",547,515,19,9,4
"Ocupación no especificada (071)",99,92,5,1,1
,,,,,
"RURAL (072)",13078,12069,627,80,302
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",23,,4,1,18
"Profes., científicos e intelectuales (074)",269,49,63,12,145
"Técnicos de nivel medio y trab. asimilados (075)",36,10,1,,25
"Jefes y empleados de oficina (076)",69,1,1,1,66
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",268,257,8,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5239,5114,124,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",153,135,6,4,8
"Obreros construc.,conf.,papel, fab., instr. (080)",159,132,13,9,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",6550,6068,403,47,32
"Ocupación no especificada (083)",312,303,4,3,2
"Hombres (084)",10531,9754,517,66,194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",20,,4,,16
"Profes., científicos e intelectuales (086)",144,22,28,10,84
"Técnicos de nivel medio y trab. asimilados (087)",21,8,1,,12
"Jefes y empleados de oficina (088)",46,1,1,1,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",98,90,6,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4769,4653,115,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",132,115,6,3,8
"Obreros construc.,conf.,papel, fab., instr. (092)",158,131,13,9,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",5036,4633,339,38,26
"Ocupación no especificada (095)",107,101,4,2,
"Mujeres (096)",2547,2315,110,14,108
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,1,2
"Profes., científicos e intelectuales (098)",125,27,35,2,61
"Técnicos de nivel medio y trab. asimilados (099)",15,2,,,13
"Jefes y empleados de oficina (100)",23,,,,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",170,167,2,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",470,461,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",21,20,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1514,1435,64,9,6
"Ocupación no especificada (107)",205,202,,1,2
