"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CANCHIS (000)",36972,103172,87707,,1582,85,1.5
"De 12 a 14 años (001)",3922,17,17,,1,100,5.9
"De 15 a 19 años (002)",4943,489,475,150,97.1,30.7,
"De 20 a 24 años (003)",3733,2690,2600,401,96.7,14.9,
"De 25 a 29 años (004)",3470,5686,5444,388,95.7,6.8,
"De 30 a 34 años (005)",3321,8589,8048,284,93.7,3.3,
"De 35 a 39 años (006)",3270,11114,10328,238,92.9,2.1,
"De 40 a 44 años (007)",2931,12735,11459,103,90,0.8,
"De 45 a 49 años (008)",2381,11655,10193,17,87.5,0.1,
"De 50 y más años (009)",9001,50197,39143,,78,,
"Conviviente (010)",8785,23386,21545,1071,92.1,4.6,
"De 12 a 14 años (011)",30,6,6,1,100,16.7,
"De 15 a 19 años (012)",500,349,336,121,96.3,34.7,
"De 20 a 24 años (013)",1603,2069,2003,318,96.8,15.4,
"De 25 a 29 años (014)",2017,3956,3800,299,96.1,7.6,
"De 30 a 34 años (015)",1730,4755,4494,185,94.5,3.9,
"De 35 a 39 años (016)",1188,4127,3879,112,94,2.7,
"De 40 a 44 años (017)",705,3048,2768,31,90.8,1,
"De 45 a 49 años (018)",435,2177,1899,4,87.2,0.2,
"De 50 y más años (019)",577,2899,2360,,81.4,,
"Separado(a) (020)",1592,4476,4026,77,89.9,1.7,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",58,51,51,15,100,29.4,
"De 20 a 24 años (023)",185,225,217,28,96.4,12.4,
"De 25 a 29 años (024)",196,311,301,13,96.8,4.2,
"De 30 a 34 años (025)",196,457,435,10,95.2,2.2,
"De 35 a 39 años (026)",245,616,587,4,95.3,0.6,
"De 40 a 44 años (027)",177,664,601,7,90.5,1.1,
"De 45 a 49 años (028)",180,710,636,,89.6,,
"De 50 y más años (029)",352,1442,1198,,83.1,,
"Casado(a) (030)",10858,53138,45444,381,85.5,0.7,
"De 12 a 14 años (031)",7,6,6,,100,,
"De 15 a 19 años (032)",36,35,35,6,100,17.1,
"De 20 a 24 años (033)",139,201,193,31,96,15.4,
"De 25 a 29 años (034)",472,1185,1117,67,94.3,5.7,
"De 30 a 34 años (035)",1000,3079,2839,84,92.2,2.7,
"De 35 a 39 años (036)",1501,5857,5383,119,91.9,2,
