"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHOTA (000)",45396,5232,46,24177,9724,817,2530,475,2395
"Agric., ganadería, caza y silvicultura (001)",31579,4213,29,20485,6301,165,227,53,106
"Explotación de minas y canteras (003)",338,5,,50,89,51,58,13,72
"Industrias manufactureras (004)",1659,190,2,870,452,38,49,20,38
"Suministro de electricidad, gas y agua (005)",48,,,18,16,2,5,5,2
"Construcción (006)",954,31,2,353,321,52,65,36,94
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2414,224,5,907,796,82,201,58,141
"Venta, mant.y rep. veh.autom.y motoc. (008)",106,1,,19,47,9,15,3,12
"Comercio al por mayor (009)",63,5,,21,19,1,5,3,9
"Comercio al por menor (010)",2245,218,5,867,730,72,181,52,120
"Hoteles y restaurantes (011)",603,74,,260,197,16,23,12,21
"Trans., almac. y comunicaciones (012)",902,7,1,207,481,50,70,31,55
"Intermediación financiera (013)",23,,,,3,2,6,1,11
"Activid.inmobil., empres. y de alquiler (014)",422,2,,24,77,32,89,18,180
"Admin.pub. y defensa; p. segur.soc.afil (015)",810,5,3,58,237,64,188,52,203
"Enseñanza (016)",2754,,,,191,161,1210,109,1083
"Servicios sociales y de salud (017)",591,3,,12,39,40,222,17,258
"Otras activ. serv.comun.soc y personales (018)",399,60,,108,110,19,35,13,54
"Hogares privados con servicio doméstico (019)",662,145,1,329,164,7,5,7,4
"Actividad economica no especificada (021)",1238,273,3,496,250,36,77,30,73
"Hombres (022)",35719,3106,32,20258,8154,600,1656,326,1587
"Agric., ganadería, caza y silvicultura (023)",27885,2965,23,18507,5877,153,212,50,98
"Explotación de minas y canteras (025)",321,4,,48,88,50,57,13,61
"Industrias manufactureras (026)",768,20,,347,292,27,37,14,31
"Suministro de electricidad, gas y agua (027)",47,,,17,16,2,5,5,2
"Construcción (028)",940,30,2,351,318,51,64,33,91
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1247,30,1,440,482,47,122,31,94
"Venta, mant.y rep. veh.autom.y motoc. (030)",97,1,,18,42,7,14,3,12
"Comercio al por mayor (031)",45,1,,15,15,1,3,2,8
"Comercio al por menor (032)",1105,28,1,407,425,39,105,26,74
"Hoteles y restaurantes (033)",161,4,,57,66,9,14,5,6
"Trans., almac. y comunicaciones (034)",856,5,1,203,464,46,64,26,47
"Intermediación financiera (035)",14,,,,1,1,6,1,5
"Activid.inmobil., empres. y de alquiler (036)",327,,,18,52,31,66,14,146
"Admin.pub. y defensa; p. segur.soc.afil (037)",639,4,3,52,197,52,136,39,156
"Enseñanza (038)",1585,,,,80,76,722,57,650
"Servicios sociales y de salud (039)",265,,,8,18,26,86,10,117
"Otras activ. serv.comun.soc y personales (040)",224,3,,54,75,15,29,9,39
"Hogares privados con servicio doméstico (041)",36,5,,11,14,,2,2,2
"Actividad economica no especificada (043)",404,36,2,145,114,14,34,17,42
"Mujeres (044)",9677,2126,14,3919,1570,217,874,149,808
"Agric., ganadería, caza y silvicultura (045)",3694,1248,6,1978,424,12,15,3,8
