"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",30,97,92,,94.8,,
"De 45 a 49 años (038)",21,93,76,,81.7,,
"De 50 y más años (039)",35,150,111,,74,,
"No PEA (040)",12928,28597,25691,711,89.8,2.5,
"De 12 a 14 años (041)",1498,10,10,,100,,
"De 15 a 19 años (042)",1948,242,239,71,98.8,29.3,
"De 20 a 24 años (043)",2083,1809,1727,236,95.5,13,
"De 25 a 29 años (044)",1616,2726,2596,195,95.2,7.2,
"De 30 a 34 años (045)",1193,3024,2839,104,93.9,3.4,
"De 35 a 39 años (046)",1094,3575,3327,66,93.1,1.8,
"De 40 a 44 años (047)",767,3150,2890,31,91.7,1,
"De 45 a 49 años (048)",624,3067,2790,8,91,0.3,
"De 50 y más años (049)",2105,10994,9273,,84.3,,
,,,,,,,
"URBANA (060)",11723,23349,21399,602,91.6,2.6,
"De 12 a 14 años (061)",982,10,10,,100,,
"De 15 a 19 años (062)",1651,210,207,56,98.6,26.7,
"De 20 a 24 años (063)",2188,1702,1633,203,95.9,11.9,
"De 25 a 29 años (064)",1720,2649,2539,169,95.8,6.4,
"De 30 a 34 años (065)",1308,3075,2903,97,94.4,3.2,
"De 35 a 39 años (066)",1169,3532,3302,52,93.5,1.5,
"De 40 a 44 años (067)",785,2963,2735,19,92.3,0.6,
"De 45 a 49 años (068)",587,2620,2408,6,91.9,0.2,
"De 50 y más años (069)",1333,6588,5662,,85.9,,
"PEA (070)",3419,7113,6519,132,91.6,1.9,
"De 12 a 14 años (071)",33,,,,,,
"De 15 a 19 años (072)",378,42,41,11,97.6,26.2,
"De 20 a 24 años (073)",658,375,365,38,97.3,10.1,
"De 25 a 29 años (074)",560,725,703,40,97,5.5,
"De 30 a 34 años (075)",475,989,936,25,94.6,2.5,
"De 35 a 39 años (076)",408,1106,1034,11,93.5,1,
"De 40 a 44 años (077)",310,1120,1037,6,92.6,0.5,
"De 45 a 49 años (078)",236,1027,936,1,91.1,0.1,
"De 50 y más años (079)",361,1729,1467,,84.8,,
"Ocupada (080)",2963,6498,5966,111,91.8,1.7,
"De 12 a 14 años (081)",31,,,,,,
"De 15 a 19 años (082)",290,34,33,9,97.1,26.5,
"De 20 a 24 años (083)",537,319,312,32,97.8,10,
"De 25 a 29 años (084)",484,651,631,34,96.9,5.2,
"De 30 a 34 años (085)",427,897,851,19,94.9,2.1,
"De 35 a 39 años (086)",365,1022,952,10,93.2,1,
"De 40 a 44 años (087)",281,1023,945,6,92.4,0.6,
"De 45 a 49 años (088)",216,942,863,1,91.6,0.1,
"De 50 y más años (089)",332,1610,1379,,85.7,,
"Desocupada (090)",456,615,553,21,89.9,3.4,
"De 12 a 14 años (091)",2,,,,,,
"De 15 a 19 años (092)",88,8,8,2,100,25,
"De 20 a 24 años (093)",121,56,53,6,94.6,10.7,
"De 25 a 29 años (094)",76,74,72,6,97.3,8.1,
"De 30 a 34 años (095)",48,92,85,6,92.4,6.5,
"De 35 a 39 años (096)",43,84,82,1,97.6,1.2,
"De 40 a 44 años (097)",29,97,92,,94.8,,
"De 45 a 49 años (098)",20,85,73,,85.9,,
"De 50 y más años (099)",29,119,88,,73.9,,
"No PEA (100)",8304,16236,14880,470,91.6,2.9,
"De 12 a 14 años (101)",949,10,10,,100,,
"De 15 a 19 años (102)",1273,168,166,45,98.8,26.8,
"De 20 a 24 años (103)",1530,1327,1268,165,95.6,12.4,
"De 25 a 29 años (104)",1160,1924,1836,129,95.4,6.7,
"De 30 a 34 años (105)",833,2086,1967,72,94.3,3.5,
"De 35 a 39 años (106)",761,2426,2268,41,93.5,1.7,
"De 40 a 44 años (107)",475,1843,1698,13,92.1,0.7,
"De 45 a 49 años (108)",351,1593,1472,5,92.4,0.3,
"De 50 y más años (109)",972,4859,4195,,86.3,,
,,,,,,,
"RURAL (120)",6093,16420,14330,301,87.3,1.8,
"De 12 a 14 años (121)",564,,,,,,
"De 15 a 19 años (122)",813,99,95,32,96,32.3,
"De 20 a 24 años (123)",805,617,584,95,94.7,15.4,
"De 25 a 29 años (124)",649,1020,966,77,94.7,7.5,
"De 30 a 34 años (125)",528,1313,1210,40,92.2,3,
"De 35 a 39 años (126)",469,1620,1485,29,91.7,1.8,
"De 40 a 44 años (127)",422,1858,1669,23,89.8,1.2,
"De 45 a 49 años (128)",349,1825,1627,5,89.2,0.3,
"De 50 y más años (129)",1494,8068,6694,,83,,
"PEA (130)",1469,4059,3519,62,86.7,1.5,
"De 12 a 14 años (131)",15,,,,,,
"De 15 a 19 años (132)",138,25,22,7,88,28,
"De 20 a 24 años (133)",252,135,125,24,92.6,17.8,
"De 25 a 29 años (134)",193,218,206,12,94.5,5.5,
"De 30 a 34 años (135)",168,375,338,8,90.1,2.1,
"De 35 a 39 años (136)",136,471,426,4,90.4,0.8,
"De 40 a 44 años (137)",130,551,477,5,86.6,0.9,
"De 45 a 49 años (138)",76,351,309,2,88,0.6,
"De 50 y más años (139)",361,1933,1616,,83.6,,
"Ocupada (140)",1342,3968,3444,58,86.8,1.5,
"De 12 a 14 años (141)",12,,,,,,
"De 15 a 19 años (142)",104,24,21,6,87.5,25,
"De 20 a 24 años (143)",205,121,113,22,93.4,18.2,
"De 25 a 29 años (144)",175,209,197,12,94.3,5.7,
"De 30 a 34 años (145)",157,363,327,7,90.1,1.9,
"De 35 a 39 años (146)",130,455,410,4,90.1,0.9,
"De 40 a 44 años (147)",129,551,477,5,86.6,0.9,
"De 45 a 49 años (148)",75,343,306,2,89.2,0.6,
"De 50 y más años (149)",355,1902,1593,,83.8,,
"Desocupada (150)",127,91,75,4,82.4,4.4,
"De 12 a 14 años (151)",3,,,,,,
"De 15 a 19 años (152)",34,1,1,1,100,100,
"De 20 a 24 años (153)",47,14,12,2,85.7,14.3,
"De 25 a 29 años (154)",18,9,9,,100,,
"De 30 a 34 años (155)",11,12,11,1,91.7,8.3,
"De 35 a 39 años (156)",6,16,16,,100,,
"De 40 a 44 años (157)",1,,,,,,
"De 45 a 49 años (158)",1,8,3,,37.5,,
"De 50 y más años (159)",6,31,23,,74.2,,
"No PEA (160)",4624,12361,10811,239,87.5,1.9,
"De 12 a 14 años (161)",549,,,,,,
"De 15 a 19 años (162)",675,74,73,25,98.6,33.8,
"De 20 a 24 años (163)",553,482,459,71,95.2,14.7,
"De 25 a 29 años (164)",456,802,760,65,94.8,8.1,
"De 30 a 34 años (165)",360,938,872,32,93,3.4,
"De 35 a 39 años (166)",333,1149,1059,25,92.2,2.2,
"De 40 a 44 años (167)",292,1307,1192,18,91.2,1.4,
"De 45 a 49 años (168)",273,1474,1318,3,89.4,0.2,
"De 50 y más años (169)",1133,6135,5078,,82.8,,
