"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia RIOJA (000)",97358,5118,13013,13698,11154,17554,14529,18379,3913
"Sin nivel (001)",12053,5118,1251,198,197,536,811,2539,1403
"Educación inicial (002)",2554,,2402,54,20,40,38,,
"Primaria (003)",49752,,9360,9422,3227,7335,7300,10927,2181
"Secundaria (004)",25731,,,4024,7173,6922,4203,3197,212
"Superior no univ. incompleto (005)",1732,,,,320,759,347,282,24
"Superior no univ. completo (006)",2106,,,,,710,788,569,39
"Superior univ. incompleto (007)",1187,,,,217,562,212,182,14
"Superior univ. completo (008)",2243,,,,,690,830,683,40
"Hombres (010)",50455,2627,6665,6979,5796,8816,7335,10158,2079
"Sin nivel (011)",4899,2627,636,113,91,187,213,624,408
"Educación inicial (012)",1315,,1254,25,11,13,12,,
"Primaria (013)",25733,,4775,4799,1611,3450,3396,6255,1447
"Secundaria (014)",14664,,,2042,3868,3878,2553,2181,142
"Superior no univ. incompleto (015)",904,,,,122,388,181,195,18
"Superior no univ. completo (016)",1062,,,,,325,403,311,23
"Superior univ. incompleto (017)",641,,,,93,271,132,135,10
"Superior univ. completo (018)",1237,,,,,304,445,457,31
"Mujeres (020)",46903,2491,6348,6719,5358,8738,7194,8221,1834
"Sin nivel (021)",7154,2491,615,85,106,349,598,1915,995
"Educación inicial (022)",1239,,1148,29,9,27,26,,
"Primaria (023)",24019,,4585,4623,1616,3885,3904,4672,734
"Secundaria (024)",11067,,,1982,3305,3044,1650,1016,70
"Superior no univ. incompleto (025)",828,,,,198,371,166,87,6
"Superior no univ. completo (026)",1044,,,,,385,385,258,16
"Superior univ. incompleto (027)",546,,,,124,291,80,47,4
"Superior univ. completo (028)",1006,,,,,386,385,226,9
,,,,,,,,,
"URBANA (030)",70150,3405,8793,9656,7983,12510,11004,13878,2921
"Sin nivel (031)",7521,3405,726,98,96,272,446,1515,963
"Educación inicial (032)",1890,,1774,41,14,27,34,,
"Primaria (033)",32883,,6293,6340,1655,4164,4903,7871,1657
"Secundaria (034)",20935,,,3177,5719,5496,3525,2830,188
"Superior no univ. incompleto (035)",1582,,,,291,687,320,262,22
