"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2007,,,,,664,757,549,37
"Superior univ. incompleto (037)",1135,,,,208,531,202,180,14
"Superior univ. completo (038)",2197,,,,,669,817,671,40
"Hombres (040)",35899,1765,4475,4878,4080,6127,5445,7623,1506
"Sin nivel (041)",3096,1765,371,63,45,96,127,365,264
"Educación inicial (042)",975,,931,17,8,8,11,,
"Primaria (043)",16559,,3173,3197,802,1869,2153,4326,1039
"Secundaria (044)",11640,,,1601,3028,2962,2043,1882,124
"Superior no univ. incompleto (045)",815,,,,109,346,167,177,16
"Superior no univ. completo (046)",1000,,,,,302,382,294,22
"Superior univ. incompleto (047)",607,,,,88,250,126,133,10
"Superior univ. completo (048)",1207,,,,,294,436,446,31
"Mujeres (050)",34251,1640,4318,4778,3903,6383,5559,6255,1415
"Sin nivel (051)",4425,1640,355,35,51,176,319,1150,699
"Educación inicial (052)",915,,843,24,6,19,23,,
"Primaria (053)",16324,,3120,3143,853,2295,2750,3545,618
"Secundaria (054)",9295,,,1576,2691,2534,1482,948,64
"Superior no univ. incompleto (055)",767,,,,182,341,153,85,6
"Superior no univ. completo (056)",1007,,,,,362,375,255,15
"Superior univ. incompleto (057)",528,,,,120,281,76,47,4
"Superior univ. completo (058)",990,,,,,375,381,225,9
,,,,,,,,,
"RURAL (060)",27208,1713,4220,4042,3171,5044,3525,4501,992
"Sin nivel (061)",4532,1713,525,100,101,264,365,1024,440
"Educación inicial (062)",664,,628,13,6,13,4,,
"Primaria (063)",16869,,3067,3082,1572,3171,2397,3056,524
"Secundaria (064)",4796,,,847,1454,1426,678,367,24
"Superior no univ. incompleto (065)",150,,,,29,72,27,20,2
"Superior no univ. completo (066)",99,,,,,46,31,20,2
"Superior univ. incompleto (067)",52,,,,9,31,10,2,
"Superior univ. completo (068)",46,,,,,21,13,12,
"Hombres (070)",14556,862,2190,2101,1716,2689,1890,2535,573
"Sin nivel (071)",1803,862,265,50,46,91,86,259,144
"Educación inicial (072)",340,,323,8,3,5,1,,
"Primaria (073)",9174,,1602,1602,809,1581,1243,1929,408
"Secundaria (074)",3024,,,441,840,916,510,299,18
"Superior no univ. incompleto (075)",89,,,,13,42,14,18,2
"Superior no univ. completo (076)",62,,,,,23,21,17,1
"Superior univ. incompleto (077)",34,,,,5,21,6,2,
"Superior univ. completo (078)",30,,,,,10,9,11,
"Mujeres (080)",12652,851,2030,1941,1455,2355,1635,1966,419
"Sin nivel (081)",2729,851,260,50,55,173,279,765,296
"Educación inicial (082)",324,,305,5,3,8,3,,
"Primaria (083)",7695,,1465,1480,763,1590,1154,1127,116
"Secundaria (084)",1772,,,406,614,510,168,68,6
"Superior no univ. incompleto (085)",61,,,,16,30,13,2,
"Superior no univ. completo (086)",37,,,,,23,10,3,1
"Superior univ. incompleto (087)",18,,,,4,10,4,,
"Superior univ. completo (088)",16,,,,,11,4,1,
