"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARAZ (000)",39829,37973,148,8868,9088,6534,7625,3757,1560,393,1856,121597
"De 12 a 14 años (001)",29,11,3,8,,,,,,,18,8
"De 15 a 19 años (002)",622,557,6,499,45,3,4,,,,65,614
"De 20 a 24 años (003)",3519,2898,12,2060,670,127,23,6,,,621,3917
"De 25 a 29 años (004)",4916,4360,27,2147,1502,506,172,6,,,556,7422
"De 30 a 34 años (005)",5194,4950,16,1486,1903,948,512,72,10,3,244,10889
"De 35 a 39 años (006)",4813,4706,9,817,1581,1133,942,183,38,3,107,12960
"De 40 a 44 años (007)",4118,4055,3,530,1127,966,1004,328,83,14,63,12970
"De 45 a 49 años (008)",3510,3466,7,335,699,798,1009,452,138,28,44,12913
"De 50 y más años (009)",13108,12970,65,986,1561,2053,3959,2710,1291,345,138,59904
"Conviviente (010)",11615,11402,51,3913,3343,1790,1494,540,213,58,213,28327
"De 12 a 14 años (011)",24,9,3,6,,,,,,,15,6
"De 15 a 19 años (012)",397,349,4,307,35,1,2,,,,48,388
"De 20 a 24 años (013)",2002,1925,9,1324,479,97,11,5,,,77,2652
"De 25 a 29 años (014)",2569,2529,16,1172,926,308,105,2,,,40,4398
"De 30 a 34 años (015)",2231,2215,4,581,868,460,263,33,6,,16,5071
"De 35 a 39 años (016)",1582,1578,3,241,521,378,346,68,18,3,4,4531
"De 40 a 44 años (017)",1022,1018,1,121,260,229,280,103,19,5,4,3406
"De 45 a 49 años (018)",639,636,3,61,110,142,184,95,34,7,3,2482
"De 50 y más años (019)",1149,1143,8,100,144,175,303,234,136,43,6,5393
"Separado(a) (020)",3229,3195,3,1168,799,509,461,195,50,10,34,8074
"De 15 a 19 años (022)",74,63,,60,3,,,,,,11,66
