"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHICLAYO (000)",271456,180900,27384,26857,36315
"Hombres (001)",175434,114751,19320,16978,24385
"Mujeres (002)",96022,66149,8064,9879,11930
"De 06 a 14 años (003)",2927,2519,245,109,54
"Hombres (004)",2010,1684,193,87,46
"Mujeres (005)",917,835,52,22,8
"De 15 a 29 años (006)",86958,58391,10869,8989,8709
"Hombres (007)",54869,36724,7305,5498,5342
"Mujeres (008)",32089,21667,3564,3491,3367
"De 30 a 44 años (009)",102007,65411,10099,11099,15398
"Hombres (010)",64390,40517,6982,6743,10148
"Mujeres (011)",37617,24894,3117,4356,5250
"De 45 a 64 años (012)",69823,46317,5608,6279,11619
"Hombres (013)",46786,29745,4352,4319,8370
"Mujeres (014)",23037,16572,1256,1960,3249
"De 65 y más años (015)",9741,8262,563,381,535
"Hombres (016)",7379,6081,488,331,479
"Mujeres (017)",2362,2181,75,50,56
,,,,,
"URBANA (018)",255583,169300,25471,25744,35068
"Hombres (019)",162748,105606,17729,16087,23326
"Mujeres (020)",92835,63694,7742,9657,11742
"De 06 a 14 años (021)",2665,2319,205,95,46
"Hombres (022)",1818,1535,163,79,41
"Mujeres (023)",847,784,42,16,5
"De 15 a 29 años (024)",81398,54399,10081,8591,8327
"Hombres (025)",50456,33575,6664,5177,5040
"Mujeres (026)",30942,20824,3417,3414,3287
"De 30 a 44 años (027)",96552,61502,9447,10677,14926
"Hombres (028)",60142,37528,6446,6422,9746
"Mujeres (029)",36410,23974,3001,4255,5180
"De 45 a 64 años (030)",66054,43565,5224,6015,11250
"Hombres (031)",43680,27540,4014,4091,8035
"Mujeres (032)",22374,16025,1210,1924,3215
"De 65 y más años (033)",8914,7515,514,366,519
"Hombres (034)",6652,5428,442,318,464
"Mujeres (035)",2262,2087,72,48,55
,,,,,
"RURAL (036)",15873,11600,1913,1113,1247
"Hombres (037)",12686,9145,1591,891,1059
"Mujeres (038)",3187,2455,322,222,188
"De 06 a 14 años (039)",262,200,40,14,8
"Hombres (040)",192,149,30,8,5
"Mujeres (041)",70,51,10,6,3
"De 15 a 29 años (042)",5560,3992,788,398,382
"Hombres (043)",4413,3149,641,321,302
"Mujeres (044)",1147,843,147,77,80
"De 30 a 44 años (045)",5455,3909,652,422,472
"Hombres (046)",4248,2989,536,321,402
"Mujeres (047)",1207,920,116,101,70
"De 45 a 64 años (048)",3769,2752,384,264,369
"Hombres (049)",3106,2205,338,228,335
"Mujeres (050)",663,547,46,36,34
"De 65 y más años (051)",827,747,49,15,16
"Hombres (052)",727,653,46,13,15
"Mujeres (053)",100,94,3,2,1
